,Area,Province,Author,Sample,Unique_Id,Flow,Rock Type,Rock_Name,Sample_Comment,Age,Uncertainty,Material,Latitude,Longditude,SiO2,TiO2,Al2O3,FeO,CaO,MgO,MnO,K2O,Na2O,P2O5,H2O,LOI,Li,Sc,Ti,V ,Cr,Co,Ni,Cu,Zn,Ga,Rb,Sr,Y ,Zr,Nb,Sn,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,Tl,Pb,Th,U ,87Sr/86Sr,143Nd/144Nd,206Pb/204Pb,207Pb/206Pb,208Pb/204Pb,Region,src_FeIII_totFe
840,Arabia,Harrat_Rahat,Downs_2019,R15DD118,Medinah,tef,,,,0.088,0.0018,Stratigraphic,24.11634247,39.99343807,63.4,0.111,17.78,4.44,1.49,0.12,0.179,5.1,7.35,0.037,5.0282,3.49,,0.1,,3.0,2.0,,2.0,5.0,194.0,41.0,71.6,40.0,106.86,1461.0,126.6,,0.8,43,121.97,251.41,27.72,97.03,18.95,2.09,16.83,3.11,19.94,4.17,11.76,1.83,11.9,1.84,33.19,9.13,,16.65,13.68,4.59,,,,,,,0.18
841,Arabia,Harrat_Rahat,Downs_2019,R15DD119,Medinah,tef,,,,0.088,0.0018,Stratigraphic,24.11553932,39.99055871,63.54,0.11,17.98,4.43,0.86,0.06,0.183,5.15,7.66,0.033,5.1574,1.59,,0.5,,1.0,2.0,,3.0,5.0,202.0,43.0,74.7,52.0,109.71,1490.0,128.57,,0.8,35,125.69,257.87,28.68,99.23,19.79,2.13,17.66,3.25,20.52,4.25,11.84,1.83,11.89,1.8,33.93,9.23,,16.15,13.85,3.83,,,,,,,0.18
842,Arabia,Harrat_Rahat,Downs_2019,R15DD122,Medinah,tef,,,,0.088,0.0018,Stratigraphic,24.10889839,39.98962209,63.62,0.106,17.84,4.44,0.79,0.08,0.18,5.03,7.89,0.025,5.2962,1.79,,0.7,,4.0,3.0,,3.0,6.0,200.0,43.0,75.6,11.0,111.55,1540.0,131.79,,0.8,24,125.69,264.81,28.44,98.44,19.6,2.07,17.43,3.23,20.61,4.21,12.21,1.88,12.11,1.91,34.73,9.44,,16.66,14.19,4.45,,,,,,,0.18
843,Arabia,Harrat_Rahat,Downs_2019,R16DD154,Medinah,tef,,,,0.088,0.0018,Stratigraphic,24.10515551,39.92985179,63.54,0.114,17.83,4.38,0.89,0.11,0.18,5.15,7.78,0.029,5.0358,1.68,,0.3,,2.0,2.0,,2.0,4.0,197.0,44.0,76.0,32.0,108.12,1475.0,128.32,,0.8,42,124.2,251.79,28.38,98.97,19.32,2.13,17.25,3.19,20.46,4.19,11.86,1.85,11.66,1.85,33.35,9.1,,16.48,13.9,4.22,,,,,,,0.18
844,Arabia,Harrat_Rahat,Downs_2019,R16DD167,Medinah,tef,,,,0.088,0.0018,Stratigraphic,24.06584289,39.97183294,63.97,0.106,17.89,4.39,0.76,0.02,0.18,5.25,7.42,0.021,3.9572,2.65,,0.8,,4.0,1.0,,2.0,7.0,197.0,43.0,66.6,9.0,101.51,1557.0,132.74,,0.59,33,131.09,197.86,31.58,112.7,23.02,2.4,19.7,3.43,19.91,3.45,8.35,1.18,7.57,1.16,34.12,9.26,,15.76,11.62,0.52,,,,,,,0.18
845,Arabia,Harrat_Rahat,Downs_2019,R16DD169,Medinah,tef,,,,0.088,0.0018,Stratigraphic,24.06558268,39.97156541,63.79,0.113,17.76,4.45,0.88,0.09,0.181,5.33,7.38,0.025,3.9452,2.66,,0.9,,2.0,2.0,,3.0,4.0,199.0,39.0,64.6,16.0,101.96,1538.0,129.03,,0.37,39,122.68,197.26,27.28,93.14,18.27,2.07,16.85,3.0,18.15,3.48,9.16,1.39,8.98,1.4,33.12,9.05,,15.01,11.47,0.36,,,,,,,0.18
846,Arabia,Harrat_Rahat,Downs_2019,R16DD170,Medinah,tef,,,,0.088,0.0018,Stratigraphic,24.06856896,39.99453534,63.5,0.107,17.79,4.43,1.02,0.12,0.179,5.11,7.72,0.029,4.682,1.58,,0.1,,3.0,1.0,,0.0,6.0,200.0,43.0,72.5,15.0,103.11,1511.0,130.17,,0.88,29,125.7,234.1,28.79,99.46,19.41,2.13,17.41,3.12,19.3,3.81,10.36,1.55,9.88,1.55,33.67,9.07,,17.91,14.2,2.93,,,,,,,0.18
847,Arabia,Harrat_Rahat,Downs_2019,R16DD174A,Medinah,tef,,,,0.088,0.0018,Stratigraphic,24.06923376,39.98671096,63.52,0.106,17.89,4.39,0.89,0.02,0.179,5.15,7.84,0.018,4.7748,1.47,,0.7,,1.0,1.0,,3.0,5.0,197.0,43.0,69.1,12.0,109.02,1486.0,128.83,,0.7,34,123.38,238.74,28.8,99.79,19.71,2.16,17.79,3.2,20.6,4.29,11.87,1.81,11.72,1.79,33.12,8.96,,17.45,13.3,3.72,,,,,,,0.18
848,Arabia,Harrat_Rahat,Downs_2019,R16DD174B,Medinah,tef,,,,0.088,0.0018,Stratigraphic,24.06923376,39.98671096,63.44,0.108,17.8,4.49,0.75,0.0,0.179,5.15,8.06,0.023,4.76,0.47,,0.5,,3.0,1.0,,3.0,8.0,199.0,44.0,76.5,18.0,108.87,1470.0,128.26,,1.08,38,123.16,238.0,28.39,98.0,18.97,2.14,17.0,3.16,20.44,4.23,11.95,1.83,12.04,1.82,33.04,9.02,,27.25,13.75,4.27,,,,,,,0.18
849,Arabia,Harrat_Rahat,Downs_2019,R16DD177,Medinah,tef,,,,0.088,0.0018,Stratigraphic,24.08153831,39.95189349,63.48,0.106,17.82,4.35,0.8,0.02,0.18,5.17,8.06,0.022,4.7328,0.84,,0.2,,4.0,1.0,,4.0,7.0,198.0,44.0,71.0,20.0,107.16,1468.0,128.34,,0.57,38,123.24,236.64,28.29,98.23,19.22,2.13,17.08,3.12,20.17,4.2,11.94,1.82,11.95,1.85,33.21,9.09,,12.59,13.65,4.23,,,,,,,0.18
850,Arabia,Harrat_Rahat,Downs_2019,R16DD178A,Medinah,tef,,,,0.088,0.0018,Stratigraphic,24.08049659,39.95673543,63.34,0.113,17.86,4.5,0.95,0.07,0.18,5.12,7.84,0.024,4.817,1.28,,0.6,,3.0,2.0,,0.0,6.0,197.0,43.0,68.3,36.0,102.34,1530.0,129.4,,0.7,40,123.6,240.85,28.39,98.38,19.24,2.1,16.87,3.07,19.35,3.94,11.21,1.71,10.95,1.73,34.07,9.16,,16.51,12.71,3.27,,,,,,,0.18
851,Arabia,Harrat_Rahat,Downs_2019,R16DD183,Medinah,tef,,,,0.088,0.0018,Stratigraphic,24.08273038,39.94462279,63.87,0.102,17.93,4.38,0.48,0.19,0.183,4.95,7.89,0.031,4.0324,3.93,,0.6,,4.0,1.0,,0.0,8.0,202.0,42.0,61.9,16.0,84.01,1455.0,124.66,,0.39,22,127.33,201.62,28.71,98.18,18.19,1.99,15.56,2.78,16.96,3.29,8.58,1.23,7.28,1.02,34.36,9.41,,16.28,10.72,0.17,,,,,,,0.18
852,Arabia,Harrat_Rahat,Downs_2019,R16DD184,Medinah,tef,,,,0.088,0.0018,Stratigraphic,24.0828933,39.94456497,63.24,0.102,17.73,4.36,0.88,0.03,0.179,5.08,8.38,0.023,4.7782,1.68,,0.3,,3.0,1.0,,3.0,6.0,199.0,44.0,75.7,8.0,110.49,1479.0,128.02,,0.81,28,123.71,238.91,28.45,98.79,19.06,2.13,17.28,3.19,20.45,4.26,12.18,1.87,12.04,1.85,33.44,9.1,,16.33,13.69,4.4,,,,,,,0.18
853,Arabia,Harrat_Rahat,Downs_2019,R16DD186D,Medinah,tef,,,,0.088,0.0018,Stratigraphic,24.07834335,39.96309371,63.55,0.11,17.92,4.34,1.29,0.08,0.179,5.18,7.33,0.027,4.7634,1.71,,0.4,,3.0,2.0,,3.0,5.0,198.0,43.0,64.9,50.0,106.26,1452.0,127.97,,0.64,39,123.5,238.17,28.4,98.17,19.18,2.13,17.09,3.11,19.86,4.17,11.68,1.78,11.41,1.76,32.81,9.01,,16.92,13.2,3.46,,,,,,,0.18
854,Arabia,Harrat_Rahat,Downs_2019,R16DD186F,Medinah,tef,,,,0.088,0.0018,Stratigraphic,24.07834335,39.96309371,63.79,0.108,18.01,4.49,0.8,0.1,0.182,5.19,7.3,0.025,6.1264,2.33,,0.5,,2.0,2.0,,1.0,5.0,202.0,43.0,65.0,14.0,114.9,1525.0,131.91,,0.95,33,125.31,306.32,28.65,99.36,19.77,2.18,17.93,3.33,21.71,4.42,12.35,1.85,11.6,1.74,33.4,9.16,,19.41,13.62,0.83,,,,,,,0.18
855,Arabia,Harrat_Rahat,Downs_2019,R16DD295,Medinah,tef,,,,0.088,0.0018,Stratigraphic,24.06807428,39.97173172,63.78,0.11,17.84,4.44,0.8,0.06,0.18,5.0,7.77,0.024,3.9864,2.6,,0.4,,2.0,1.0,,1.0,8.0,197.0,43.0,55.9,46.0,85.82,1473.0,128.68,,0.52,41,123.81,199.32,27.17,92.35,17.15,2.0,14.98,2.66,16.65,3.3,8.63,1.24,7.49,1.06,33.2,9.0,,17.6,10.22,1.4,,,,,,,0.18
856,Arabia,Harrat_Rahat,Downs_2019,R16DD305,Medinah,tef,,,,0.088,0.0018,Stratigraphic,24.10966742,39.90795262,63.6,0.106,17.94,4.5,0.83,0.16,0.181,5.16,7.5,0.029,4.8778,1.27,,0.2,,5.0,1.0,,5.0,6.0,206.0,44.0,77.0,18.0,112.06,1515.0,131.08,,0.98,29,125.6,243.89,28.88,99.65,19.56,2.14,17.7,3.23,20.72,4.35,12.26,1.9,12.15,1.88,33.95,9.18,,20.42,14.07,4.18,,,,,,,0.18
857,Arabia,Harrat_Rahat,Downs_2019,R14AC035,Medinah,tg4,,,,0.064,0.0031,Ar-Ar,24.09538139,39.92126136,65.08,0.053,17.21,3.94,0.48,0.01,0.191,4.77,8.24,0.022,7.5276,0.88,,0.4,,2.0,2.0,,2.0,2.0,286.0,53.0,109.9,11.0,173.46,2054.0,205.56,,1.44,6,189.9,376.38,41.41,139.31,27.69,2.01,25.2,4.83,31.41,6.54,18.93,2.88,18.51,2.87,50.38,15.92,,29.15,24.71,7.55,,,,,,,0.18
858,Arabia,Harrat_Rahat,Downs_2019,R14AC078,Medinah,tg4,,,,0.0857,0.0041,Ar-Ar,24.08630614,39.9329621,65.14,0.055,17.35,3.89,0.55,0.09,0.198,4.81,7.9,0.018,7.8336,1.21,,0.2,,3.0,3.0,,2.0,4.0,301.0,55.0,107.5,16.0,180.75,2128.0,206.13,,1.63,10,197.43,391.68,42.4,144.9,28.01,2.07,25.42,4.95,32.25,6.74,19.42,2.99,19.09,2.86,50.83,15.62,,33.04,25.29,7.08,,,,,,,0.18
859,Arabia,Harrat_Rahat,Downs_2019,R14AC080,Medinah,tg4,,,,0.084,0.0018,Ar-Ar,24.11273199,39.93147099,64.7,0.058,17.14,3.77,0.81,0.06,0.185,4.71,8.54,0.017,7.2884,0.76,,0.4,,2.0,2.0,,2.0,4.0,279.0,53.0,106.7,11.0,168.72,1973.0,193.76,,1.3,17,184.65,364.42,40.04,135.12,26.97,1.99,24.15,4.61,30.06,6.24,18.05,2.76,18.07,2.7,47.92,14.71,,25.91,23.55,6.94,,,,,,,0.18
860,Arabia,Harrat_Rahat,Downs_2019,R14AC083,Medinah,tg4,,,,0.0843,0.0016,Stratigraphic,24.113997,39.92988613,64.32,0.057,17.09,3.97,0.54,0.04,0.195,4.67,9.09,0.022,7.631,0.7,,0.6,,2.0,4.0,,1.0,4.0,293.0,54.0,116.1,7.0,175.69,2076.0,201.08,,1.4,5,192.55,381.55,41.63,139.98,27.29,2.01,24.83,4.81,31.75,6.56,19.11,2.84,18.64,2.86,49.39,15.0,,29.4,24.93,7.63,,,,,,,0.18
861,Arabia,Harrat_Rahat,Downs_2019,R16DD153,Medinah,tg4,,,,0.0843,0.0016,Stratigraphic,24.11145039,39.92984806,64.39,0.058,17.22,3.77,1.18,0.14,0.186,4.71,8.34,0.009,7.5682,1.23,,-0.2,,2.0,0.0,,2.0,6.0,253.0,53.0,96.5,24.0,148.5,1961.0,199.94,,0.32,5,177.11,378.41,38.66,130.11,25.99,1.84,23.1,4.41,28.68,5.98,17.22,2.68,17.2,2.62,48.08,14.99,,26.76,23.37,3.36,,,,,,,0.18
862,Arabia,Harrat_Rahat,Downs_2019,R16DD155A,Medinah,tg4,,,,0.0843,0.0016,Stratigraphic,24.10529043,39.92994131,64.57,0.056,17.08,3.96,0.52,0.02,0.195,4.67,8.91,0.013,8.2062,0.73,,0.0,,1.0,1.0,,3.0,6.0,292.0,56.0,118.2,5.0,179.96,2125.0,213.49,,1.52,3,196.38,410.31,42.52,144.52,28.53,2.07,26.17,4.96,32.82,6.83,19.5,3.01,18.98,2.89,51.75,15.91,,29.75,25.82,8.03,,,,,,,0.18
863,Arabia,Harrat_Rahat,Downs_2019,R16DD155B,Medinah,tg4,,,,0.0843,0.0016,Stratigraphic,24.10529043,39.92994131,64.17,0.061,17.07,3.92,1.21,0.26,0.2,4.79,8.3,0.026,7.9106,2.74,,0.2,,3.0,3.0,,5.0,7.0,299.0,54.0,108.6,65.0,183.86,2159.0,220.13,,1.6,29,201.04,395.53,42.78,144.39,28.21,2.06,26.39,5.0,33.37,6.86,19.91,3.04,19.67,2.94,52.1,16.3,,37.61,25.17,3.64,,,,,,,0.18
864,Arabia,Harrat_Rahat,Downs_2019,R16DD158A,Medinah,tg4,,,,0.0843,0.0016,Stratigraphic,24.10690977,39.93541368,64.63,0.069,17.83,4.17,0.63,0.14,0.203,4.78,7.53,0.01,7.7946,1.8,,0.5,,6.0,3.0,,4.0,7.0,294.0,54.0,95.6,12.0,179.35,2171.0,218.44,,0.89,17,190.9,389.73,42.67,144.02,28.3,2.08,25.87,4.93,32.71,6.8,19.85,3.06,19.58,2.96,52.8,16.29,,25.9,24.96,2.02,,,,,,,0.18
865,Arabia,Harrat_Rahat,Downs_2019,R16DD158B,Medinah,tg4,,,,0.0843,0.0016,Stratigraphic,24.10690977,39.93541368,64.48,0.054,17.0,3.98,1.02,0.11,0.195,4.65,8.51,0.013,8.1046,1.77,,-0.1,,3.0,2.0,,2.0,5.0,286.0,52.0,110.9,15.0,177.16,2108.0,212.04,,1.32,4,192.84,405.23,41.77,141.67,27.83,2.02,25.68,4.87,31.94,6.66,19.05,2.96,18.65,2.85,51.01,15.7,,29.14,25.04,7.45,,,,,,,0.18
866,Arabia,Harrat_Rahat,Downs_2019,R16DD158C,Medinah,tg4,,,,0.0843,0.0016,Stratigraphic,24.10690977,39.93541368,64.24,0.057,17.01,3.98,0.49,0.03,0.193,4.65,9.34,0.012,8.104,0.77,,-0.2,,0.0,3.0,,3.0,6.0,287.0,54.0,117.1,3.0,177.31,2074.0,210.89,,1.46,2,192.41,405.2,41.82,142.39,28.04,2.02,25.77,4.82,32.06,6.69,19.17,2.96,18.56,2.89,50.57,15.66,,29.05,25.37,7.87,,,,,,,0.18
867,Arabia,Harrat_Rahat,Downs_2019,R16DD158D,Medinah,tg4,,,,0.0843,0.0016,Stratigraphic,24.10690977,39.93541368,63.43,0.061,16.67,3.85,2.65,0.25,0.19,4.57,8.28,0.034,8.157,3.48,,0.0,,2.0,2.0,,2.0,7.0,272.0,52.0,112.9,100.0,182.52,2068.0,210.16,,1.44,5,190.61,407.85,41.6,141.25,28.05,2.02,25.61,4.91,32.42,6.86,19.78,3.14,19.6,3.01,50.22,15.64,,29.08,24.27,8.02,,,,,,,0.18
868,Arabia,Harrat_Rahat,Downs_2019,R16DD162,Medinah,tg4,,,,0.0843,0.0016,Stratigraphic,24.10572822,39.9395768,64.36,0.056,16.97,3.95,0.48,0.0,0.194,4.67,9.3,0.012,7.7536,0.66,,0.0,,3.0,2.0,,4.0,5.0,287.0,56.0,116.7,3.0,178.73,2093.0,213.68,,1.51,5,193.27,387.68,42.62,143.44,28.3,2.09,25.93,4.87,32.63,6.69,19.18,2.94,18.89,2.87,50.23,15.85,,28.5,25.16,7.82,,,,,,,0.18
869,Arabia,Harrat_Rahat,Downs_2019,R16DD163,Medinah,tg4,,,,0.0843,0.0016,Stratigraphic,24.10392628,39.94034092,64.24,0.067,17.14,4.04,1.63,0.28,0.196,4.64,7.74,0.024,8.2228,2.7,,0.1,,4.0,4.0,,2.0,8.0,286.0,54.0,115.6,26.0,180.11,2118.0,213.01,,1.63,14,195.56,411.14,42.35,142.6,28.32,2.07,25.92,4.9,32.41,6.8,19.3,3.03,18.99,2.88,51.46,15.79,,32.23,25.03,7.41,,,,,,,0.18
870,Arabia,Harrat_Rahat,Downs_2019,R16DD185,Medinah,tg4,,,,0.0843,0.0016,Stratigraphic,24.08251301,39.94764121,64.47,0.061,17.36,4.02,1.17,0.16,0.198,4.69,7.84,0.029,8.6012,1.83,,0.6,,2.0,3.0,,4.0,5.0,296.0,53.0,102.5,24.0,183.32,2121.0,214.58,,1.47,19,197.62,430.06,42.88,144.64,28.41,2.11,26.66,5.02,33.15,6.99,19.88,3.08,19.47,2.92,51.73,16.03,,33.81,26.16,5.65,,,,,,,0.18
871,Arabia,Harrat_Rahat,Downs_2019,R16DD259B,Medinah,tg4,,,,0.0843,0.0016,Stratigraphic,24.09351475,39.93122378,63.83,0.086,17.37,4.02,2.07,0.32,0.192,4.57,7.5,0.034,7.5822,3.14,,0.8,,7.0,6.0,,5.0,6.0,274.0,52.0,102.6,27.0,169.96,2005.0,201.76,,1.51,34,184.74,379.11,40.41,136.03,26.8,2.03,24.64,4.66,30.47,6.32,18.19,2.79,17.96,2.68,47.81,14.92,,28.65,23.63,5.57,,,,,,,0.18
872,Arabia,Harrat_Rahat,Downs_2019,R16DD275,Medinah,tg4,,,,0.0843,0.0016,Stratigraphic,24.09871282,39.91694644,64.89,0.061,17.48,4.04,0.69,0.13,0.199,4.73,7.74,0.041,7.9928,1.65,,0.1,,4.0,2.0,,3.0,4.0,300.0,53.0,96.7,25.0,172.53,2094.0,212.4,,1.18,52,194.12,399.64,42.25,143.01,28.17,2.1,25.63,4.83,31.55,6.49,18.65,2.87,18.39,2.74,50.77,15.68,,29.6,25.18,4.36,,,,,,,0.18
873,Arabia,Harrat_Rahat,Downs_2019,R16DD302,Medinah,tg4,,,,0.0843,0.0016,Stratigraphic,24.093846,39.90463387,64.56,0.06,17.14,4.04,0.81,0.12,0.199,4.65,8.4,0.018,8.0818,1.5,,0.1,,5.0,3.0,,2.0,5.0,287.0,54.0,112.5,18.0,178.96,2141.0,216.83,,1.44,28,196.24,404.09,42.92,144.67,28.75,2.1,26.19,4.94,32.09,6.66,19.28,2.95,18.93,2.83,51.56,15.99,,29.53,25.47,7.39,,,,,,,0.18
874,Arabia,Harrat_Rahat,Downs_2019,R14AC025,Medinah,tg5,,,,0.0863,0.0132,Ar-Ar,24.10487533,39.95188884,64.73,0.055,17.14,3.94,1.02,0.07,0.191,4.72,8.12,0.015,7.6856,1.53,,0.3,,2.0,3.0,,2.0,3.0,284.0,54.0,117.4,64.0,180.87,2084.0,210.34,,2.0,10,191.84,384.28,41.39,139.64,27.69,2.0,25.01,4.83,32.25,6.79,19.87,3.03,19.67,2.87,50.25,15.85,,29.3,25.93,7.26,,,,,,,0.18
875,Arabia,Harrat_Rahat,Downs_2019,R14AC028,Medinah,tg5,,,,0.0815,0.0037,Ar-Ar,24.1092319,39.95711613,64.74,0.061,17.21,3.98,0.76,0.04,0.194,4.75,8.23,0.028,8.0952,0.92,,0.4,,2.0,3.0,,4.0,5.0,293.0,54.0,113.6,11.0,178.51,2083.0,198.56,,1.58,8,194.1,404.76,41.92,143.69,27.96,2.05,25.59,4.96,31.86,6.66,19.39,2.92,18.86,2.87,50.82,15.07,,31.29,25.38,7.37,,,,,,,0.18
876,Arabia,Harrat_Rahat,Downs_2019,R16DD188,Medinah,tg5,,,,0.0797,0.0016,Stratigraphic,24.09771282,39.94909101,64.5,0.058,17.15,3.99,1.5,0.08,0.196,4.73,7.79,0.002,5.514,2.42,,0.3,,1.0,2.0,,2.0,5.0,278.0,51.0,98.5,9.0,87.53,2125.0,225.85,,0.48,9,186.06,275.7,39.27,127.24,22.45,1.59,17.94,2.89,16.53,3.22,9.15,1.5,10.82,1.78,50.94,15.89,,28.03,16.73,0.77,,,,,,,0.18
877,Arabia,Harrat_Rahat,Downs_2019,R16MS106,Medinah,tg5,,,,0.0797,0.0016,Stratigraphic,24.10086516,39.94756959,65.42,0.049,16.25,4.17,0.69,0.13,0.246,4.5,8.53,0.018,10.8552,1.26,,0.1,,3.0,5.0,,4.0,4.0,417.0,67.0,152.7,55.0,282.66,3181.0,344.91,,2.17,5,268.82,542.76,56.75,189.85,38.67,2.68,37.38,7.33,48.61,10.25,29.9,4.62,29.06,4.33,77.7,26.41,,47.19,40.15,12.99,,,,,,,0.18
878,Arabia,Harrat_Rahat,Downs_2019,R14TS048,Medinah,tqa,,,,0.41,0.05,Stratigraphic,24.05546034,39.97128266,64.25,0.234,16.45,4.98,1.56,0.18,0.168,5.13,7.0,0.047,3.3644,0.78,,3.7,,5.0,1.0,,1.0,7.0,156.0,35.0,55.2,21.0,78.74,1164.0,80.46,,0.66,288,78.27,168.22,20.19,75.5,15.56,2.87,14.01,2.48,15.36,3.12,8.72,1.32,8.64,1.37,23.12,5.45,,8.34,9.41,2.76,,,,,,,0.18
879,Arabia,Harrat_Rahat,Downs_2019,R14TS049,Medinah,tqa,,,,0.41,0.05,Stratigraphic,24.05546034,39.97128266,63.66,0.228,16.36,4.96,2.35,0.22,0.167,5.09,6.91,0.056,3.4324,1.5,,3.8,,4.0,2.0,,3.0,6.0,156.0,34.0,55.4,26.0,80.77,1174.0,81.22,,0.65,302,80.29,171.62,20.5,76.83,16.01,2.87,14.46,2.49,15.72,3.17,8.92,1.35,8.86,1.42,23.16,5.49,,8.94,9.56,2.56,,,,,,,0.18
880,Arabia,Harrat_Rahat,Downs_2019,R16DD165,Medinah,tqa,,,,0.41,0.05,Stratigraphic,24.06574443,39.9716945,64.18,0.234,16.72,5.05,1.19,0.11,0.174,5.18,7.12,0.042,3.5322,0.46,,3.7,,2.0,2.0,,2.0,6.0,156.0,37.0,48.4,18.0,76.5,1196.0,83.08,,0.44,287,80.4,176.61,20.6,76.82,15.6,2.92,14.19,2.43,15.36,3.08,8.6,1.3,8.76,1.42,23.8,5.69,,9.98,9.92,1.62,,,,,,,0.18
881,Arabia,Harrat_Rahat,Downs_2019,R16DD277B,Medinah,tqa,,,,0.41,0.05,Stratigraphic,24.05907837,39.971841,64.37,0.233,16.59,4.97,1.19,0.15,0.171,5.19,7.08,0.057,3.4468,0.34,,4.4,,5.0,2.0,,3.0,6.0,137.0,36.0,55.7,16.0,73.74,1177.0,81.25,,0.58,289,81.03,172.34,20.55,76.93,15.54,2.84,13.92,2.4,14.84,3.05,8.35,1.28,8.53,1.4,23.56,5.63,,11.79,9.82,2.29,,,,,,,0.18
882,Arabia,Harrat_Rahat,Downs_2019,R16DD279,Medinah,tqa,,,,0.41,0.05,Stratigraphic,24.05864736,39.96573988,62.94,0.233,16.28,4.99,3.06,0.13,0.169,5.12,7.02,0.065,3.3282,1.79,,4.7,,0.0,2.0,,4.0,8.0,155.0,35.0,57.4,24.0,81.76,1146.0,77.66,,0.28,304,78.19,166.41,20.14,75.35,15.66,2.91,14.35,2.52,15.65,3.22,8.97,1.36,9.04,1.44,22.97,5.38,,9.22,9.18,2.76,,,,,,,0.18
883,Arabia,Harrat_Rahat,Downs_2019,R14AC030,Medinah,trg,,,,0.0042,0.0052,Stratigraphic,24.10534684,39.95158732,63.01,0.187,17.45,5.63,1.49,0.15,0.186,5.33,6.52,0.052,3.5736,2.13,,2.4,,2.0,2.0,,1.0,4.0,179.0,36.0,42.9,44.0,86.46,1453.0,107.89,,0.28,59,96.52,178.68,25.32,93.04,18.58,2.4,15.58,2.67,16.51,3.38,9.94,1.5,10.23,1.64,28.6,6.31,,13.62,7.62,1.05,,,,,,,0.18
884,Arabia,Harrat_Rahat,Downs_2019,R14TRO038,Medinah,trg,,,,0.0042,0.0052,Ar-Ar,24.0903398,39.96120597,62.96,0.21,17.12,5.33,1.17,0.04,0.181,5.26,7.67,0.047,3.1808,0.08,,2.7,,1.0,0.0,,3.0,5.0,154.0,39.0,50.2,11.0,71.94,1058.0,74.24,,0.44,57,73.85,159.04,19.78,74.84,15.65,2.44,13.71,2.39,14.34,2.86,7.9,1.19,7.8,1.25,22.14,4.92,,9.43,6.91,2.38,,,,,,,0.18
885,Arabia,Harrat_Rahat,Downs_2019,R14TRO039,Medinah,trg,,,,0.0042,0.0052,Stratigraphic,24.09118518,39.96033671,62.73,0.218,16.96,5.62,1.33,0.05,0.197,5.22,7.63,0.047,3.7558,0.67,,2.8,,3.0,0.0,,2.0,5.0,171.0,39.0,52.2,6.0,86.67,1234.0,88.4,,0.57,56,85.58,187.79,23.01,86.98,18.18,2.76,16.19,2.79,17.11,3.46,9.42,1.42,9.1,1.42,25.83,5.78,,10.73,8.26,2.77,,,,,,,0.18
886,Arabia,Harrat_Rahat,Downs_2019,R14TRO040,Medinah,trg,,,,0.0042,0.0052,Stratigraphic,24.09191854,39.96004704,62.74,0.211,17.0,5.63,1.08,0.02,0.198,5.2,7.88,0.044,3.7154,0.41,,2.6,,3.0,0.0,,3.0,4.0,173.0,39.0,51.7,6.0,85.38,1220.0,87.1,,0.56,56,84.72,185.77,22.68,85.35,17.83,2.71,15.91,2.79,17.03,3.38,9.28,1.38,8.95,1.4,25.43,5.7,,10.71,8.26,2.75,,,,,,,0.18
887,Arabia,Harrat_Rahat,Downs_2019,R15DD125,Medinah,trg,,,,0.0042,0.0052,Stratigraphic,24.10856341,39.97853089,62.84,0.209,17.1,5.64,1.55,0.06,0.192,5.22,7.14,0.047,3.7258,1.22,,2.6,,3.0,0.0,,3.0,4.0,165.0,40.0,50.9,9.0,85.01,1187.0,84.66,,0.54,56,81.8,186.29,22.13,83.63,17.32,2.7,15.56,2.75,16.88,3.37,9.31,1.38,8.82,1.37,24.6,5.51,,13.45,8.09,2.4,,,,,,,0.18
888,Arabia,Harrat_Rahat,Downs_2019,R15DD135,Medinah,trg,,,,0.0042,0.0052,Stratigraphic,24.09261197,39.98449933,63.11,0.209,17.21,5.46,1.14,0.04,0.193,5.24,7.36,0.046,3.6114,0.65,,2.7,,3.0,0.0,,4.0,6.0,169.0,39.0,51.9,17.0,81.74,1196.0,86.77,,0.56,61,85.22,180.57,22.86,85.18,17.65,2.68,15.42,2.71,16.38,3.24,8.78,1.34,8.66,1.37,24.83,5.7,,13.51,7.98,2.7,,,,,,,0.18
889,Arabia,Harrat_Rahat,Downs_2019,R15DS165,Medinah,trg,,,,0.0042,0.0052,Stratigraphic,24.10201537,39.9828101,62.91,0.212,17.04,5.59,1.11,0.04,0.194,5.22,7.64,0.044,3.6756,0.7,,2.6,,2.0,0.0,,3.0,4.0,169.0,38.0,51.5,12.0,83.83,1194.0,85.1,,0.52,55,82.94,183.78,22.34,84.73,17.85,2.73,15.67,2.74,16.7,3.33,9.14,1.37,8.78,1.39,24.95,5.59,,11.22,7.97,2.6,,,,,,,0.18
890,Arabia,Harrat_Rahat,Downs_2019,R16DD178B,Medinah,trg,,,,0.0042,0.0052,Stratigraphic,24.08049659,39.95673543,62.83,0.208,17.07,5.51,1.1,0.13,0.19,5.18,7.73,0.045,3.6718,2.58,,2.8,,4.0,3.0,,3.0,6.0,166.0,40.0,55.9,16.0,82.88,1179.0,86.85,,0.61,53,83.92,183.59,22.54,84.8,17.71,2.65,15.74,2.73,16.6,3.33,9.09,1.36,8.79,1.35,24.84,5.62,,10.96,7.85,2.76,,,,,,,0.18
