> -W1p,blue,-
1.043439319301388279e-01 1.045303687589061781e+00
1.047448522829006329e-01 1.045407497931672758e+00
1.051454138702460905e-01 1.045510690375385243e+00
1.055456171735241477e-01 1.045613266505831529e+00
1.059454626732230648e-01 1.045715227903182276e+00
1.063449508489723028e-01 1.045816576142176935e+00
1.067440821795444528e-01 1.045917312792146392e+00
1.071428571428571230e-01 1.046017439417038952e+00
1.075412762159750069e-01 1.046116957575445428e+00
1.079393398751115063e-01 1.046215868820622452e+00
1.083370485956308554e-01 1.046314174700519350e+00
1.087344028520499245e-01 1.046411876757800785e+00
1.091314031180400795e-01 1.046508976529871848e+00
1.095280498664292085e-01 1.046605475548902042e+00
1.099243435692033866e-01 1.046701375341850593e+00
1.103202846975088885e-01 1.046796677430486433e+00
1.107158737216540623e-01 1.046891383331418846e+00
1.111111111111111049e-01 1.046985494556113006e+00
1.115059973345179922e-01 1.047079012610920623e+00
1.119005328596802962e-01 1.047171938997098595e+00
1.122947181535730032e-01 1.047264275210834317e+00
1.126885536823424988e-01 1.047356022743268333e+00
1.130820399113082048e-01 1.047447183080517430e+00
1.134751773049645363e-01 1.047537757703696837e+00
1.138679663269827197e-01 1.047627748088944877e+00
1.142604074402125830e-01 1.047717155707442060e+00
1.146525011066843874e-01 1.047805982025437510e+00
1.150442477876106318e-01 1.047894228504268721e+00
1.154356479433878840e-01 1.047981896600383545e+00
1.158267020335985859e-01 1.048068987765364390e+00
1.162174105170128285e-01 1.048155503445948211e+00
1.166077738515901019e-01 1.048241445084049372e+00
1.169977924944812370e-01 1.048326814116780969e+00
1.173874669020300160e-01 1.048411611976476143e+00
1.177767975297750458e-01 1.048495840090710285e+00
1.181657848324515203e-01 1.048579499882321242e+00
1.185544292639929553e-01 1.048662592769431745e+00
1.189427312775330481e-01 1.048745120165470501e+00
1.193306913254073287e-01 1.048827083479191069e+00
1.197183098591549227e-01 1.048908484114694728e+00
1.201055873295204662e-01 1.048989323471451574e+00
1.204925241864555907e-01 1.049069602944320501e+00
1.208791208791208938e-01 1.049149323923567856e+00
1.212653778558875489e-01 1.049228487794890308e+00
1.216512955643390403e-01 1.049307095939433943e+00
1.220368744512730502e-01 1.049385149733816469e+00
1.224221149627029576e-01 1.049462650550143650e+00
1.228070175438596423e-01 1.049539599756030617e+00
1.231915826391933450e-01 1.049615998714624743e+00
1.235758106923751237e-01 1.049691848784621184e+00
1.239597021462987420e-01 1.049767151320283975e+00
1.243432574430823334e-01 1.049841907671465790e+00
1.247264770240700260e-01 1.049916119183628815e+00
1.251093613298337737e-01 1.049989787197859847e+00
1.254919108001749106e-01 1.050062913050893831e+00
1.258741258741258862e-01 1.050135498075130736e+00
1.262560069899519299e-01 1.050207543598654647e+00
1.266375545851528284e-01 1.050279050945253534e+00
1.270187690964644234e-01 1.050350021434436565e+00
1.273996509598603888e-01 1.050420456381454093e+00
1.277802006105538402e-01 1.050490357097316085e+00
1.281604184829991111e-01 1.050559724888808999e+00
1.285403050108932521e-01 1.050628561058516208e+00
1.289198606271776959e-01 1.050696866904834881e+00
1.292990857640400337e-01 1.050764643721995739e+00
1.296779808529155698e-01 1.050831892800077938e+00
1.300565463244889031e-01 1.050898615425030602e+00
1.304347826086956486e-01 1.050964812878688370e+00
1.308126901347240190e-01 1.051030486438790490e+00
1.311902693310164902e-01 1.051095637378997028e+00
1.315675206252713836e-01 1.051160266968907964e+00
1.319444444444444475e-01 1.051224376474078737e+00
1.323210412147505233e-01 1.051287967156041114e+00
1.326973113616652100e-01 1.051351040272315407e+00
1.330732553099263082e-01 1.051413597076432893e+00
1.334488734835355406e-01 1.051475638817948477e+00
1.338241663057600506e-01 1.051537166742460894e+00
1.341991341991342068e-01 1.051598182091627365e+00
1.345737775854608520e-01 1.051658686103182916e+00
1.349480968858131624e-01 1.051718680010953699e+00
1.353220925205360914e-01 1.051778165044876534e+00
1.356957649092480622e-01 1.051837142431015115e+00
1.360691144708423284e-01 1.051895613391573781e+00
1.364421416234887774e-01 1.051953579144917938e+00
1.368148467846352911e-01 1.052011040905586725e+00
1.371872303710094942e-01 1.052067999884311877e+00
1.375592927986201142e-01 1.052124457288031945e+00
1.379310344827586465e-01 1.052180414319910051e+00
1.383024558380008540e-01 1.052235872179347220e+00
1.386735572782084314e-01 1.052290832062001025e+00
1.390443392165303660e-01 1.052345295159799798e+00
1.394148020654044917e-01 1.052399262660959511e+00
1.397849462365591267e-01 1.052452735749997537e+00
1.401547721410146274e-01 1.052505715607749082e+00
1.405242801890846660e-01 1.052558203411383397e+00
1.408934707903780337e-01 1.052610200334418211e+00
1.412623443537999179e-01 1.052661707546735048e+00
1.416309012875536510e-01 1.052712726214594996e+00
1.419991419991420145e-01 1.052763257500652472e+00
1.423670668953687934e-01 1.052813302563973208e+00
1.427346763823403308e-01 1.052862862560044466e+00
1.431019708654670264e-01 1.052911938640795020e+00
1.434689507494646687e-01 1.052960531954606260e+00
1.438356164383561842e-01 1.053008643646327736e+00
1.442019683354728299e-01 1.053056274857294028e+00
1.445680068434559429e-01 1.053103426725336078e+00
1.449337323642582442e-01 1.053150100384797394e+00
1.452991452991453103e-01 1.053196296966548706e+00
1.456642460486971269e-01 1.053242017598001734e+00
1.460290350128095604e-01 1.053287263403123175e+00
1.463935125906956902e-01 1.053332035502448916e+00
1.467576791808873904e-01 1.053376335013099352e+00
1.471215351812366623e-01 1.053420163048792046e+00
1.474850809889172998e-01 1.053463520719855495e+00
1.478483170004260827e-01 1.053506409133245114e+00
> -W1p,red,-
0.000000000000000000e+00 1.000000000000000000e+00
4.997501249375313264e-04 9.999244554581141475e-01
9.990009990009992170e-04 9.998489851387922789e-01
1.497753369945082269e-03 9.997735888862602227e-01
1.996007984031935960e-03 9.996982665454176020e-01
2.493765586034913089e-03 9.996230179618329492e-01
2.991026919242273374e-03 9.995478429817401533e-01
3.487792725460886652e-03 9.994727414520332420e-01
3.984063745019920250e-03 9.993977132202643832e-01
4.479840716774515300e-03 9.993227581346360022e-01
4.975124378109453509e-03 9.992478760440010044e-01
5.469915464942813957e-03 9.991730667978561131e-01
5.964214711729622087e-03 9.990983302463383176e-01
6.458022851465475278e-03 9.990236662402212087e-01
6.951340615690169283e-03 9.989490746309109825e-01
7.444168734491314263e-03 9.988745552704426656e-01
7.936507936507936067e-03 9.988001080114746744e-01
8.428358948934061914e-03 9.987257327072883717e-01
8.919722497522300855e-03 9.986514292117804059e-01
9.410599306587419041e-03 9.985771973794609346e-01
9.900990099009901110e-03 9.985030370654501830e-01
1.039089559623948729e-02 9.984289481254741139e-01
1.088031651829871396e-02 9.983549304158595428e-01
1.136925358378645425e-02 9.982809837935331387e-01
1.185770750988142386e-02 9.982071081160143189e-01
1.234567901234568006e-02 9.981333032414155815e-01
1.283316880552813621e-02 9.980595690284356225e-01
1.332017760236803121e-02 9.979859053363566712e-01
1.380670611439842148e-02 9.979123120250424916e-01
1.429275505174963136e-02 9.978387889549322765e-01
1.477832512315271039e-02 9.977653359870394256e-01
1.526341703594288370e-02 9.976919529829469946e-01
1.574803149606299191e-02 9.976186398048040305e-01
1.623216920806689820e-02 9.975453963153226855e-01
1.671583087512291260e-02 9.974722223777749974e-01
1.719901719901719903e-02 9.973991178559891146e-01
1.768172888015717356e-02 9.973260826143450775e-01
1.816396661757486639e-02 9.972531165177744850e-01
1.864573110893032529e-02 9.971802194317532786e-01
1.912702305051495674e-02 9.971073912223016311e-01
1.960784313725490169e-02 9.970346317559785065e-01
2.008819206271435578e-02 9.969619408998807719e-01
2.056807051909892436e-02 9.968893185216368691e-01
2.104747919725893229e-02 9.968167644894074808e-01
2.152641878669275810e-02 9.967442786718783143e-01
2.200488997555012302e-02 9.966718609382607674e-01
2.248289345063538697e-02 9.965995111582861554e-01
2.296042989741084450e-02 9.965272292022034906e-01
2.343750000000000000e-02 9.964550149407769286e-01
2.391410444119082546e-02 9.963828682452816610e-01
2.439024390243902871e-02 9.963107889875031375e-01
2.486591906387128348e-02 9.962387770397302944e-01
2.534113060428850109e-02 9.961668322747567750e-01
2.581587920116902232e-02 9.960949545658750459e-01
2.629016553067186138e-02 9.960231437868740656e-01
2.676399026763990122e-02 9.959513998120379519e-01
2.723735408560311322e-02 9.958797225161414302e-01
2.771025765678172131e-02 9.958081117744468358e-01
2.818270165208941122e-02 9.957365674627031149e-01
2.865468674113647377e-02 9.956650894571411614e-01
2.912621359223300718e-02 9.955936776344711525e-01
2.959728287239204308e-02 9.955223318718817715e-01
3.006789524733268978e-02 9.954510520470343238e-01
3.053805138148327561e-02 9.953798380380635136e-01
3.100775193798449569e-02 9.953086897235716712e-01
3.147699757869249632e-02 9.952376069826270877e-01
3.194578896418200087e-02 9.951665896947626822e-01
3.241412675374939767e-02 9.950956377399713393e-01
3.288201160541585899e-02 9.950247509987042438e-01
3.334944417593040805e-02 9.949539293518686600e-01
3.381642512077295132e-02 9.948831726808247122e-01
3.428295509415741488e-02 9.948124808673824981e-01
3.474903474903474898e-02 9.947418537938002014e-01
3.521466473709599504e-02 9.946712913427817604e-01
3.567984570877531098e-02 9.946007933974735371e-01
3.614457831325301046e-02 9.945303598414620971e-01
3.660886319845857440e-02 9.944599905587721000e-01
3.707270101107366239e-02 9.943896854338631908e-01
3.753609239653513119e-02 9.943194443516286674e-01
3.799903799903799756e-02 9.942492671973915952e-01
3.846153846153846367e-02 9.941791538569026976e-01
3.892359442575685224e-02 9.941091042163395786e-01
3.938520653218059719e-02 9.940391181623026151e-01
3.984637542006720656e-02 9.939691955818126257e-01
4.030710172744721848e-02 9.938993363623092048e-01
4.076738609112710160e-02 9.938295403916482806e-01
4.122722914669223887e-02 9.937598075581000057e-01
4.168663152850982101e-02 9.936901377503454258e-01
4.214559386973179556e-02 9.936205308574750372e-01
4.260411680229774650e-02 9.935509867689878982e-01
4.306220095693780170e-02 9.934815053747848568e-01
4.351984696317550555e-02 9.934120865651724364e-01
4.397705544933078192e-02 9.933427302308557305e-01
4.443382704252269583e-02 9.932734362629384028e-01
4.489016236867240245e-02 9.932042045529202445e-01
4.534606205250596433e-02 9.931350349926943988e-01
4.580152671755725186e-02 9.930659274745463616e-01
4.625655698617071876e-02 9.929968818911500961e-01
4.671115347950429569e-02 9.929278981355676992e-01
4.716531681753215882e-02 9.928589761012468484e-01
4.761904761904761640e-02 9.927901156820170270e-01
4.807234650166587742e-02 9.927213167720901899e-01
4.852521408182684098e-02 9.926525792660563230e-01
4.897765097479790664e-02 9.925839030588829992e-01
4.942965779467680537e-02 9.925152880459118254e-01
4.988123515439429889e-02 9.924467341228581097e-01
5.033238366571700373e-02 9.923782411858076413e-01
5.078310393925011129e-02 9.923098091312153590e-01
5.123339658444022587e-02 9.922414378559021308e-01
5.168326220957800143e-02 9.921731272570554205e-01
5.213270142180095185e-02 9.921048772322239584e-01
5.258171482709615707e-02 9.920366876793179634e-01
5.303030303030303177e-02 9.919685584966072556e-01
5.347846663511594822e-02 9.919004895827180368e-01
5.392620624408704655e-02 9.918324808366321133e-01
5.437352245862883682e-02 9.917645321576845641e-01
5.482041587901701624e-02 9.916966434455619650e-01
5.526688710439301572e-02 9.916288146003007231e-01
5.571293673276676850e-02 9.915610455222840791e-01
5.615856536101934693e-02 9.914933361122419964e-01
5.660377358490565475e-02 9.914256862712483853e-01
5.704856199905705000e-02 9.913580959007189941e-01
5.749293119698398180e-02 9.912905649024101873e-01
5.793688177107865489e-02 9.912230931784177246e-01
5.838041431261770109e-02 9.911556806311725420e-01
5.882352941176470507e-02 9.910883271634421954e-01
5.926622765757291050e-02 9.910210326783266410e-01
5.970850963798778055e-02 9.909537970792579031e-01
6.015037593984962072e-02 9.908866202699977421e-01
6.059182714889619487e-02 9.908195021546362113e-01
6.103286384976526480e-02 9.907524426375885485e-01
6.147348662599717850e-02 9.906854416235971739e-01
6.191369606003752080e-02 9.906184990177251404e-01
6.235349273323956970e-02 9.905516147253575765e-01
6.279287722586691933e-02 9.904847886522001321e-01
6.323185011709603343e-02 9.904180207042755368e-01
6.367041198501872945e-02 9.903513107879226007e-01
6.410856340664483621e-02 9.902846588097966585e-01
6.454630495790458777e-02 9.902180646768634631e-01
6.498363721365123247e-02 9.901515282964027387e-01
6.542056074766355867e-02 9.900850495760028513e-01
6.585707613264829563e-02 9.900186284235605871e-01
6.629318394024277805e-02 9.899522647472799308e-01
6.672888474101727752e-02 9.898859584556688462e-01
6.716417910447761153e-02 9.898197094575407196e-01
6.759906759906759988e-02 9.897535176620093633e-01
6.803355079217147938e-02 9.896873829784901266e-01
6.846762925011644352e-02 9.896213053166970086e-01
6.890130353817504327e-02 9.895552845866412150e-01
6.933457422056769903e-02 9.894893206986296041e-01
6.976744186046511531e-02 9.894234135632644644e-01
7.019990701999070937e-02 9.893575630914407393e-01
7.063197026022303981e-02 9.892917691943446945e-01
7.106363214119833238e-02 9.892260317834521421e-01
7.149489322191272811e-02 9.891603507705278853e-01
7.192575406032483687e-02 9.890947260676237196e-01
7.235621521335806883e-02 9.890291575870774343e-01
7.278627723690310469e-02 9.889636452415107026e-01
7.321594068582021331e-02 9.888981889438277495e-01
7.364520611394165250e-02 9.888327886072144635e-01
7.407407407407406996e-02 9.887674441451369534e-01
7.450254511800093182e-02 9.887021554713396609e-01
7.493061979648474313e-02 9.886369224998438066e-01
7.535829865926954585e-02 9.885717451449466120e-01
7.578558225508318091e-02 9.885066233212210784e-01
7.621247113163973075e-02 9.884415569435104354e-01
7.663896583564173970e-02 9.883765459269325815e-01
7.706506691278265653e-02 9.883115901868732012e-01
7.749077490774908261e-02 9.882466896389898725e-01
7.791609036422314505e-02 9.881818441992050728e-01
7.834101382488480037e-02 9.881170537837090651e-01
7.876554583141411048e-02 9.880523183089573447e-01
7.918968692449356028e-02 9.879876376916685299e-01
7.961343764381040300e-02 9.879230118488243617e-01
8.003679852805888062e-02 9.878584406976671506e-01
8.045977011494254150e-02 9.877939241556993322e-01
8.088235294117646079e-02 9.877294621406822461e-01
8.130454754248965521e-02 9.876650545706341378e-01
8.172635445362717854e-02 9.876007013638299359e-01
8.214777420835245314e-02 9.875364024387986994e-01
8.256880733944953199e-02 9.874721577143240614e-01
8.298945437872534692e-02 9.874079671094414534e-01
8.340971585701191515e-02 9.873438305434374396e-01
8.382959230416857366e-02 9.872797479358491612e-01
8.424908424908424120e-02 9.872157192064615616e-01
8.466819221967962494e-02 9.871517442753076077e-01
8.508691674290942697e-02 9.870878230626675132e-01
8.550525834476452314e-02 9.870239554890647415e-01
8.592321755027421126e-02 9.869601414752684487e-01
8.634079488350844545e-02 9.868963809422902633e-01
8.675799086757991774e-02 9.868326738113826213e-01
8.717480602464629247e-02 9.867690200040396542e-01
8.759124087591239893e-02 9.867054194419940805e-01
8.800729594163246572e-02 9.866418720472166504e-01
8.842297174111213298e-02 9.865783777419163680e-01
8.883826879271071453e-02 9.865149364485372718e-01
8.925318761384334887e-02 9.864515480897573241e-01
8.966772872098316416e-02 9.863882125884905205e-01
9.008189262966333211e-02 9.863249298678814503e-01
9.049567985447931617e-02 9.862616998513075162e-01
9.090909090909091161e-02 9.861985224623752710e-01
9.132212630622445204e-02 9.861353976249216391e-01
9.173478655767484946e-02 9.860723252630114732e-01
9.214707217430777308e-02 9.860093053009367781e-01
9.255898366606170324e-02 9.859463376632151554e-01
9.297052154195012408e-02 9.858834222745904707e-01
9.338168631006346643e-02 9.858205590600289669e-01
9.379247847757138379e-02 9.857577479447215962e-01
9.420289855072463969e-02 9.856949888540794680e-01
9.461294703485739754e-02 9.856322817137355141e-01
9.502262443438913575e-02 9.855696264495427128e-01
9.543193125282678491e-02 9.855070229875719789e-01
9.584086799276671231e-02 9.854444712541130524e-01
9.624943515589697018e-02 9.853819711756712785e-01
9.665763324299909975e-02 9.853195226789682737e-01
9.706546275395033785e-02 9.852571256909410380e-01
9.747292418772562916e-02 9.851947801387397341e-01
9.788001804239963854e-02 9.851324859497269104e-01
9.828674481514877714e-02 9.850702430514779451e-01
9.869310500225327021e-02 9.850080513717782704e-01
9.909909909909908610e-02 9.849459108386233730e-01
9.950472760018010121e-02 9.848838213802172392e-01
9.990999099909991799e-02 9.848217829249724664e-01
1.003148897885740021e-01 9.847597954015087085e-01
1.007194244604316530e-01 9.846978587386512327e-01
1.011235955056179747e-01 9.846359728654303645e-01
1.015274034141958742e-01 9.845741377110801551e-01
1.019308486753480042e-01 9.845123532050391590e-01
1.023339317773788032e-01 9.844506192769473252e-01
1.027366532077164663e-01 9.843889358566456638e-01
1.031390134529148045e-01 9.843273028741769126e-01
1.035410129986553268e-01 9.842657202597817623e-01
1.039426523297490995e-01 9.842041879439010765e-01
1.043439319301388279e-01 9.841427058571720066e-01
1.047448522829006329e-01 9.840812739304305445e-01
1.051454138702460905e-01 9.840198920947060834e-01
1.055456171735241477e-01 9.839585602812255249e-01
1.059454626732230648e-01 9.838972784214083944e-01
1.063449508489723028e-01 9.838360464468682842e-01
1.067440821795444528e-01 9.837748642894108553e-01
1.071428571428571230e-01 9.837137318810339481e-01
1.075412762159750069e-01 9.836526491539256956e-01
1.079393398751115063e-01 9.835916160404640785e-01
1.083370485956308554e-01 9.835306324732163707e-01
1.087344028520499245e-01 9.834696983849383622e-01
1.091314031180400795e-01 9.834088137085723602e-01
1.095280498664292085e-01 9.833479783772477445e-01
1.099243435692033866e-01 9.832871923242806345e-01
1.103202846975088885e-01 9.832264554831691150e-01
1.107158737216540623e-01 9.831657677875992318e-01
1.111111111111111049e-01 9.831051291714365536e-01
1.115059973345179922e-01 9.830445395687319454e-01
1.119005328596802962e-01 9.829839989137164613e-01
1.122947181535730032e-01 9.829235071408023439e-01
1.126885536823424988e-01 9.828630641845819138e-01
1.130820399113082048e-01 9.828026699798269039e-01
1.134751773049645363e-01 9.827423244614867937e-01
1.138679663269827197e-01 9.826820275646901415e-01
1.142604074402125830e-01 9.826217792247412541e-01
1.146525011066843874e-01 9.825615793771209638e-01
1.150442477876106318e-01 9.825014279574855180e-01
1.154356479433878840e-01 9.824413249016652472e-01
1.158267020335985859e-01 9.823812701456654528e-01
1.162174105170128285e-01 9.823212636256637431e-01
1.166077738515901019e-01 9.822613052780099219e-01
1.169977924944812370e-01 9.822013950392259884e-01
1.173874669020300160e-01 9.821415328460042504e-01
1.177767975297750458e-01 9.820817186352079897e-01
1.181657848324515203e-01 9.820219523438684650e-01
1.185544292639929553e-01 9.819622339091865770e-01
1.189427312775330481e-01 9.819025632685319804e-01
1.193306913254073287e-01 9.818429403594390870e-01
1.197183098591549227e-01 9.817833651196111733e-01
1.201055873295204662e-01 9.817238374869160511e-01
1.204925241864555907e-01 9.816643573993872884e-01
1.208791208791208938e-01 9.816049247952219892e-01
1.212653778558875489e-01 9.815455396127816812e-01
1.216512955643390403e-01 9.814862017905900959e-01
1.220368744512730502e-01 9.814269112673343898e-01
1.224221149627029576e-01 9.813676679818623683e-01
1.228070175438596423e-01 9.813084718731821532e-01
1.231915826391933450e-01 9.812493228804638479e-01
1.235758106923751237e-01 9.811902209430358734e-01
1.239597021462987420e-01 9.811311660003855240e-01
1.243432574430823334e-01 9.810721579921580782e-01
1.247264770240700260e-01 9.810131968581582429e-01
1.251093613298337737e-01 9.809542825383444908e-01
1.254919108001749106e-01 9.808954149728337235e-01
1.258741258741258862e-01 9.808365941018974965e-01
1.262560069899519299e-01 9.807778198659625746e-01
1.266375545851528284e-01 9.807190922056099325e-01
1.270187690964644234e-01 9.806604110615740888e-01
1.273996509598603888e-01 9.806017763747419957e-01
1.277802006105538402e-01 9.805431880861540384e-01
1.281604184829991111e-01 9.804846461370008148e-01
1.285403050108932521e-01 9.804261504686254680e-01
1.289198606271776959e-01 9.803677010225202437e-01
1.292990857640400337e-01 9.803092977403282671e-01
1.296779808529155698e-01 9.802509405638409890e-01
1.300565463244889031e-01 9.801926294349986302e-01
1.304347826086956486e-01 9.801343642958895153e-01
1.308126901347240190e-01 9.800761450887494064e-01
1.311902693310164902e-01 9.800179717559601711e-01
1.315675206252713836e-01 9.799598442400505593e-01
1.319444444444444475e-01 9.799017624836939833e-01
1.323210412147505233e-01 9.798437264297097382e-01
1.326973113616652100e-01 9.797857360210603384e-01
1.330732553099263082e-01 9.797277912008528489e-01
1.334488734835355406e-01 9.796698919123372207e-01
1.338241663057600506e-01 9.796120380989057352e-01
1.341991341991342068e-01 9.795542297040925606e-01
1.345737775854608520e-01 9.794964666715743062e-01
1.349480968858131624e-01 9.794387489451669149e-01
1.353220925205360914e-01 9.793810764688266612e-01
1.356957649092480622e-01 9.793234491866515956e-01
1.360691144708423284e-01 9.792658670428755485e-01
1.364421416234887774e-01 9.792083299818740150e-01
1.368148467846352911e-01 9.791508379481580482e-01
1.371872303710094942e-01 9.790933908863777013e-01
1.375592927986201142e-01 9.790359887413189188e-01
1.379310344827586465e-01 9.789786314579045357e-01
1.383024558380008540e-01 9.789213189811927229e-01
1.386735572782084314e-01 9.788640512563770990e-01
1.390443392165303660e-01 9.788068282287857302e-01
1.394148020654044917e-01 9.787496498438814641e-01
1.397849462365591267e-01 9.786925160472601526e-01
1.401547721410146274e-01 9.786354267846500976e-01
1.405242801890846660e-01 9.785783820019133827e-01
1.408934707903780337e-01 9.785213816450432089e-01
1.412623443537999179e-01 9.784644256601647827e-01
1.416309012875536510e-01 9.784075139935338727e-01
1.419991419991420145e-01 9.783506465915365879e-01
1.423670668953687934e-01 9.782938234006895994e-01
1.427346763823403308e-01 9.782370443676376981e-01
1.431019708654670264e-01 9.781803094391560149e-01
1.434689507494646687e-01 9.781236185621472456e-01
1.438356164383561842e-01 9.780669716836416505e-01
1.442019683354728299e-01 9.780103687507974985e-01
1.445680068434559429e-01 9.779538097108997352e-01
1.449337323642582442e-01 9.778972945113592052e-01
1.452991452991453103e-01 9.778408230997132078e-01
1.456642460486971269e-01 9.777843954236240531e-01
1.460290350128095604e-01 9.777280114308789516e-01
1.463935125906956902e-01 9.776716710693893475e-01
1.467576791808873904e-01 9.776153742871911412e-01
1.471215351812366623e-01 9.775591210324431346e-01
1.474850809889172998e-01 9.775029112534266984e-01
1.478483170004260827e-01 9.774467448985466600e-01
> -W1p,darkgrey,-
0.000000000000000000e+00 1.000000000000000000e+00
4.997501249375313264e-04 9.995002498750625852e-01
9.990009990009992170e-04 9.990007495003125904e-01
1.497753369945082269e-03 9.985014987509370776e-01
1.996007984031935960e-03 9.980024975021859479e-01
2.493765586034913089e-03 9.975037456293711635e-01
2.991026919242273374e-03 9.970052430078674144e-01
3.487792725460886652e-03 9.965069895131105637e-01
3.984063745019920250e-03 9.960089850206006457e-01
4.479840716774515300e-03 9.955112294058975353e-01
4.975124378109453509e-03 9.950137225446251676e-01
5.469915464942813957e-03 9.945164643124689841e-01
5.964214711729622087e-03 9.940194545851764873e-01
6.458022851465475278e-03 9.935226932385570198e-01
6.951340615690169283e-03 9.930261801484828732e-01
7.444168734491314263e-03 9.925299151908877349e-01
7.936507936507936067e-03 9.920338982417666873e-01
8.428358948934061914e-03 9.915381291771783179e-01
8.919722497522300855e-03 9.910426078732418320e-01
9.410599306587419041e-03 9.905473342061384967e-01
9.900990099009901110e-03 9.900523080521124175e-01
1.039089559623948729e-02 9.895575292874687623e-01
1.088031651829871396e-02 9.890629977885743163e-01
1.136925358378645425e-02 9.885687134318587033e-01
1.185770750988142386e-02 9.880746760938114992e-01
1.234567901234568006e-02 9.875808856509862288e-01
1.283316880552813621e-02 9.870873419799964799e-01
1.332017760236803121e-02 9.865940449575175686e-01
1.380670611439842148e-02 9.861009944602875388e-01
1.429275505174963136e-02 9.856081903651048304e-01
1.477832512315271039e-02 9.851156325488304999e-01
1.526341703594288370e-02 9.846233208883863330e-01
1.574803149606299191e-02 9.841312552607561770e-01
1.623216920806689820e-02 9.836394355429846081e-01
1.671583087512291260e-02 9.831478616121785974e-01
1.719901719901719903e-02 9.826565333455059559e-01
1.768172888015717356e-02 9.821654506201954460e-01
1.816396661757486639e-02 9.816746133135387797e-01
1.864573110893032529e-02 9.811840213028871771e-01
1.912702305051495674e-02 9.806936744656542526e-01
1.960784313725490169e-02 9.802035726793144610e-01
2.008819206271435578e-02 9.797137158214040964e-01
2.056807051909892436e-02 9.792241037695190720e-01
2.104747919725893229e-02 9.787347364013184725e-01
2.152641878669275810e-02 9.782456135945210018e-01
2.200488997555012302e-02 9.777567352269076473e-01
2.248289345063538697e-02 9.772681011763196812e-01
2.296042989741084450e-02 9.767797113206593274e-01
2.343750000000000000e-02 9.762915655378904267e-01
2.391410444119082546e-02 9.758036637060372165e-01
2.439024390243902871e-02 9.753160057031858843e-01
2.486591906387128348e-02 9.748285914074817926e-01
2.534113060428850109e-02 9.743414206971332536e-01
2.581587920116902232e-02 9.738544934504081985e-01
2.629016553067186138e-02 9.733678095456352874e-01
2.676399026763990122e-02 9.728813688612046873e-01
2.723735408560311322e-02 9.723951712755668497e-01
2.771025765678172131e-02 9.719092166672331778e-01
2.818270165208941122e-02 9.714235049147758039e-01
2.865468674113647377e-02 9.709380358968275893e-01
2.912621359223300718e-02 9.704528094920813475e-01
2.959728287239204308e-02 9.699678255792917314e-01
3.006789524733268978e-02 9.694830840372729019e-01
3.053805138148327561e-02 9.689985847449004153e-01
3.100775193798449569e-02 9.685143275811101127e-01
3.147699757869249632e-02 9.680303124248973434e-01
3.194578896418200087e-02 9.675465391553197403e-01
3.241412675374939767e-02 9.670630076514939999e-01
3.288201160541585899e-02 9.665797177925974371e-01
3.334944417593040805e-02 9.660966694578686509e-01
3.381642512077295132e-02 9.656138625266053044e-01
3.428295509415741488e-02 9.651312968781663448e-01
3.474903474903474898e-02 9.646489723919701165e-01
3.521466473709599504e-02 9.641668889474965809e-01
3.567984570877531098e-02 9.636850464242844305e-01
3.614457831325301046e-02 9.632034447019336421e-01
3.660886319845857440e-02 9.627220836601035892e-01
3.707270101107366239e-02 9.622409631785140416e-01
3.753609239653513119e-02 9.617600831369456094e-01
3.799903799903799756e-02 9.612794434152382994e-01
3.846153846153846367e-02 9.607990438932912935e-01
3.892359442575685224e-02 9.603188844510656130e-01
3.938520653218059719e-02 9.598389649685815650e-01
3.984637542006720656e-02 9.593592853259188535e-01
4.030710172744721848e-02 9.588798454032172458e-01
4.076738609112710160e-02 9.584006450806769051e-01
4.122722914669223887e-02 9.579216842385577246e-01
4.168663152850982101e-02 9.574429627571792167e-01
4.214559386973179556e-02 9.569644805169205126e-01
4.260411680229774650e-02 9.564862373982219168e-01
4.306220095693780170e-02 9.560082332815809103e-01
4.351984696317550555e-02 9.555304680475572576e-01
4.397705544933078192e-02 9.550529415767691210e-01
4.443382704252269583e-02 9.545756537498940597e-01
4.489016236867240245e-02 9.540986044476704730e-01
4.534606205250596433e-02 9.536217935508949362e-01
4.580152671755725186e-02 9.531452209404248643e-01
4.625655698617071876e-02 9.526688864971760706e-01
4.671115347950429569e-02 9.521927901021248752e-01
4.716531681753215882e-02 9.517169316363066622e-01
4.761904761904761640e-02 9.512413109808158795e-01
4.807234650166587742e-02 9.507659280168075933e-01
4.852521408182684098e-02 9.502907826254948231e-01
4.897765097479790664e-02 9.498158746881509851e-01
4.942965779467680537e-02 9.493412040861081147e-01
4.988123515439429889e-02 9.488667707007577556e-01
5.033238366571700373e-02 9.483925744135509595e-01
5.078310393925011129e-02 9.479186151059980636e-01
5.123339658444022587e-02 9.474448926596680254e-01
5.168326220957800143e-02 9.469714069561900871e-01
5.213270142180095185e-02 9.464981578772515558e-01
5.258171482709615707e-02 9.460251453045991354e-01
5.303030303030303177e-02 9.455523691200391490e-01
5.347846663511594822e-02 9.450798292054364280e-01
5.392620624408704655e-02 9.446075254427150902e-01
5.437352245862883682e-02 9.441354577138579840e-01
5.482041587901701624e-02 9.436636259009074656e-01
5.526688710439301572e-02 9.431920298859648444e-01
