Area,Province,Author,Sample,Volcano,Stage,Rock Type,Rock_Name,Sample_Comment,Age,Uncertainty,Material,Latitude,Longditude,SiO2,TiO2,Al2O3,FeO,CaO,MgO,MnO,K2O,Na2O,P2O5,H2O,LOI,Li,Sc,Ti,V ,Cr,Co,Ni,Cu,Zn,Ga,Rb,Sr,Y ,Zr,Nb,Sn,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,Tl,Pb,Th,U ,87Sr/86Sr,143Nd/144Nd,206Pb/204Pb,207Pb/206Pb,208Pb/204Pb,src_FeIII_totFe,Cr2O3,CO2,Fe2O3,NiO,CoO,FeO_tot,Total,SiO2_primary_wt,Al2O3_primary_wt,FeO_primary_wt,Fe2O3_primary_wt,MgO_primary_wt,CaO_primary_wt,Na2O_primary_wt,K2O_primary_wt,TiO2_primary_wt,MnO_primary_wt,Cr2O3_primary_wt,P2O5_primary_wt,NiO_primary_wt,CoO_primary_wt,H2O_primary_wt,CO2_primary_wt,ol_added,P,P_err,T,T_err,Fit_Tp
OIB,Hawaii,Sisson_2002,samp.K95-R6,Kilauea,Shield,VOLCANICROCK,BASALT_TRANSITIONAL,HAWAIIANISLANDS/HAWAII/KILAUEA/HILINABASALT/PACIFICOCEAN,0.05,0.05,Stratigraphic,19.43,-155.3,48.75044751,2.427575295,12.23734728,9.386973791,11.54090236,10.64551584,0.169134206,0.507402617,1.959967967,0.239928,0.421330266,0,0,32.8,0,331,772,56.6,265,117,98,0,8,317,24,137,14,0,0.08,106,11.8,29.4,0,19.6,5.5,1.8,0,0.84,0,0,0,0.32,1.85,0.26,3.5,0.93,0,0,0.61,0.3,0,0,0,0,0,0.15,0.112294547,0,1.841108318,0.03372125,0.00719669,11.0967,100,47.43310453,10.39919076,9.617336451,1.564557757,16.18291142,9.807357959,1.665563647,0.431186309,2.062932268,0.14372877,0.095426925,0.203888717,0.028656024,0.006115684,0.358042777,0,0.137931034,1.905054532,0.24,1451.938094,39,TRUE
OIB,Hawaii,Sisson_2002,samp.K95-R5,Kilauea,Shield,VOLCANICROCK,BASALT_TRANSITIONAL,HAWAIIANISLANDS/HAWAII/KILAUEA/HILINABASALT/PACIFICOCEAN,0.05,0.05,Stratigraphic,19.43,-155.3,47.5035059,2.951580893,12.82002895,9.967773131,11.22989311,9.808784406,0.168945594,0.596278566,2.325490387,0.309814,0.587090364,0,0,30.9,0,382,589,58.5,283,121,112,0,10,404,28,170,22,0,0.15,154,17.4,41,0,26,7,2.12,0,0.98,0,0,0,0.36,2.18,0.31,4.2,1.43,0,0,1.07,1.6,0,0,0,0,0,0.15,0.085605651,0,1.955023039,0.03601175,0.007438275,11.7929,100,45.93878836,10.15067063,10.27333729,1.547952428,17.60110307,8.891629392,1.841281877,0.472122751,2.337009191,0.133768113,0.06778103,0.245305208,0.028513462,0.005889494,0.464847695,0,0.18699187,2.403901983,0.24,1473.006515,39,TRUE
OIB,Hawaii,Sisson_2002,samp.S504-R3B,Kilauea,Shield,VOLCANICROCK,BASALT_TRANSITIONAL,HAWAIIANISLANDS/HAWAII/KILAUEA/HILINABASALT/PACIFICOCEAN,0.05,0.05,Stratigraphic,19.43,-155.3,48.89735488,2.161047097,11.55213979,9.311406962,11.45253263,11.85086167,0.169298308,0.448142581,1.862285377,0.259948,0.368626184,0,0,34.1,0,289,687,63.7,297,114,97,0,7,299,22,124,12,0,0.12,111,10.3,25.7,0,17.9,4.86,1.63,0,0.77,0,0,0,0.32,1.7,0.23,3.26,0.82,0,0,0.7,1.2,0,0,0,0,0,0.15,0.100017463,0,1.826287065,0.03779325,0.008099455,10.9978,100,47.87407094,10.26608438,9.437525842,1.622973532,15.80938135,10.1775661,1.65496429,0.398252587,1.920466014,0.150450977,0.088882903,0.231008986,0.033585872,0.007197774,0.327588445,0,0.103139013,1.773423795,0.24,1441.191572,39,TRUE
OIB,Hawaii,Sisson_2002,samp.S504-R3A,Kilauea,Shield,VOLCANICROCK,BASALT_TRANSITIONAL,HAWAIIANISLANDS/HAWAII/KILAUEA/HILINABASALT/PACIFICOCEAN,0.05,0.05,Stratigraphic,19.43,-155.3,49.20107543,2.191139237,12.15088296,9.143009519,11.65284697,10.85608899,0.159355581,0.507945914,1.872426083,0.259974,0.370060665,0,0,33.7,0,288,700,59.6,284,123,90,0,9,304,23,124,13,0,0.12,111,10.3,25.8,0,17.4,4.75,1.67,0,0.82,0,0,0,0.31,1.75,0.24,3.18,0.81,0,0,0.64,0.3,0,0,0,0,0,0.15,0.101910117,0,1.793258536,0.036139,0.00757814,10.7989,100,47.98136244,10.5687723,9.346027761,1.559766578,15.61893872,10.13558328,1.628626082,0.441808609,1.90584106,0.138606623,0.088640869,0.226123979,0.031433507,0.006591425,0.321876765,0,0.120105587,1.733937802,0.24,1433.200907,39,TRUE
OIB,Hawaii,Sisson_2002,samp.S504-R2B,Kilauea,Shield,VOLCANICROCK,BASALT_TRANSITIONAL,HAWAIIANISLANDS/HAWAII/KILAUEA/HILINABASALT/PACIFICOCEAN,0.05,0.05,Stratigraphic,19.43,-155.3,48.90905259,2.231291654,12.35180198,9.144337031,11.35569052,11.25609929,0.159377833,0.438289041,1.86272444,0.270054,0.388644806,0,0,32.6,0,291,750,58.8,292,102,88,0,7,315,22,128,13,0,0.1,112,10.9,27.1,0,18.4,4.93,1.71,0,0.81,0,0,0,0.33,1.73,0.24,3.39,0.87,0,0,0.74,0.3,0,0,0,0,0,0.15,0.109171903,0,1.793518907,0.037157,0.00747642,10.8022,100,47.82132647,10.88832123,9.310821841,1.581017088,15.53624763,10.01023223,1.642022929,0.386359163,1.966921129,0.140494241,0.096236869,0.238057144,0.032754521,0.00659059,0.342596934,0,0.10952805,1.740301437,0.24,1429.288978,39,TRUE
OIB,Hawaii,Sisson_2002,samp.S504-R2A,Kilauea,Shield,VOLCANICROCK,BASALT_TRANSITIONAL,HAWAIIANISLANDS/HAWAII/KILAUEA/HILINABASALT/PACIFICOCEAN,0.05,0.05,Stratigraphic,19.43,-155.3,48.99939733,2.240832901,12.54861643,8.973253978,11.65231514,10.75601386,0.169306998,0.468084054,1.952008106,0.279916,0.388765824,0,0,32.9,0,293,628,57.1,271,117,91,0,8,329,21,127,13,0,0.12,125,10.7,27.1,0,18.8,4.98,1.7,0,0.8,0,0,0,0.3,1.75,0.23,3.34,0.86,0,0,0.76,0.9,0,0,0,0,0,0.15,0.091441739,0,1.759963638,0.03448475,0.007260265,10.5968,100,47.86381444,11.01139704,9.176192661,1.544366146,15.23717397,10.22489366,1.712884955,0.41074324,1.966328393,0.148566704,0.080240025,0.245625981,0.03026033,0.006370875,0.341141581,0,0.11308204,1.71949913,0.24,1423.965292,39,TRUE
OIB,Hawaii,Sisson_2002,samp.S506-R8A,Kilauea,Shield,VOLCANICROCK,BASALT_TRANSITIONAL,HAWAIIANISLANDS/HAWAII/KILAUEA/HILINABASALT/PACIFICOCEAN,0.05,0.05,Stratigraphic,19.43,-155.3,46.54809533,1.680903719,8.87199157,9.722423447,9.080860144,19.69343644,0.159138719,0.338169779,1.511815843,0.229793,0.272372345,0,0,26.2,0,247,1470,80.5,815,122,99,0,6,225,17,98,10,2.1,0.08,74,8,19,0,12.8,3.5,1.21,0,0.54,0,0,0,0,1.25,0.17,2.31,0.61,0,0,0.51,0.2,0,0,0,0,0,0.15,0.213891136,0,1.90690153,0.10370875,0.010235575,11.4897,100,,,,,,,,,,,,,,,,,,,0.24,,39,FALSE
OIB,Hawaii,Sisson_2002,samp.S506-R8C,Kilauea,Shield,VOLCANICROCK,BASALT_TRANSITIONAL,HAWAIIANISLANDS/HAWAII/KILAUEA/HILINABASALT/PACIFICOCEAN,0.05,0.05,Stratigraphic,19.43,-155.3,47.99727164,2.096777714,10.93103752,9.37589976,11.12980356,13.71356306,0.168934216,0.377618655,1.838401764,0.249601,0.336817371,0,0,31,0,295,1340,63.8,477,136,98,0,7,278,21,119,12,0,0.08,98,10,23.5,0,16.2,4.38,1.43,0,0.67,0,0,0,0.27,1.5,0.22,2.89,0.74,0,0,0.7,0.2,0,0,0,0,0,0.15,0.194938428,0,1.83893632,0.06069825,0.00811217,11.0823,100,47.43393692,10.26194262,9.398409571,1.726374003,15.72526378,10.44854208,1.725872168,0.354504407,1.968432781,0.158593659,0.183006138,0.234322784,0.056982876,0.00761562,0.316200592,0,0.056603774,1.846831317,0.24,1447.508578,39,TRUE
OIB,Hawaii,Sisson_2002,samp.S506-R6A,Kilauea,Shield,VOLCANICROCK,BASALT_TRANSITIONAL,HAWAIIANISLANDS/HAWAII/KILAUEA/HILINABASALT/PACIFICOCEAN,0.05,0.05,Stratigraphic,19.43,-155.3,46.87669068,1.721800918,7.852588772,9.897880827,7.922251837,21.39809181,0.179146398,0.328435064,1.433171187,0.21989,0.266703192,0,0,24.9,0,259,1250,87.3,841,87,100,0,7,217,19,108,10,1.7,0.05,60,7.5,18.6,0,13.4,3.72,1.25,0,0.56,0,0,0,0.24,1.36,0.18,2.51,0.55,0,0,0.52,0.2,0,0,0,0,0,0.15,0.181924557,0,1.941314755,0.10701725,0.011100195,11.6942,100,,,,,,,,,,,,,,,,,,,0.24,,39,FALSE
OIB,Hawaii,Sisson_2002,samp.S506-R2A,Kilauea,Shield,VOLCANICROCK,BASALT_TRANSITIONAL,HAWAIIANISLANDS/HAWAII/KILAUEA/HILINABASALT/PACIFICOCEAN,0.05,0.05,Stratigraphic,19.43,-155.3,48.1474463,2.228312634,11.53944592,9.554910511,10.84313866,12.7332435,0.169112861,0.427756061,1.959725601,0.269784,0.39568252,0,0,31.3,0,315,874,67.2,429,119,96,0,9,298,23,129,14,0,0.12,115,11.3,27.6,0,18.8,4.91,1.66,0,0.76,0,0,0,0.31,1.69,0.24,3.33,0.89,0,0,0.75,0.4,0,0,0,0,0,0.15,0.127178957,0,1.874046483,0.05459025,0.00854448,11.291,100,47.28026634,10.38095839,9.625219573,1.685904047,16.19869769,9.754555994,1.762981523,0.384812053,2.004604113,0.152134998,0.114410992,0.24269939,0.049109734,0.007686668,0.355958493,0,0.092970522,1.946975831,0.24,1455.870325,39,TRUE
OIB,Hawaii,Sisson_2002,samp.S504-R5,Kilauea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/KILAUEA/HILINABASALT/PACIFICOCEAN,0.05,0.05,Stratigraphic,19.43,-155.3,50.20243352,2.559920679,12.65017153,9.821328272,10.25966008,9.104169856,0.179294334,0.478118225,2.281024356,0.320064,0.473242394,0,0,30.9,0,351,442,54,207,117,109,0,9,328,27,160,16,1.5,0.11,118,13.3,33,0,23.3,5.99,1.99,0,0.95,0,0,0,0.37,2.19,0.3,4.2,1.02,0,0,0.93,0.4,0,0,0,0,0,0.15,0.064336586,0,1.926300167,0.02634075,0.0068661,11.6023,100,47.94458456,9.852309514,10.22223785,1.500256768,17.51400487,7.990511934,1.776525948,0.372371926,1.993738251,0.139639472,0.050107144,0.249274849,0.020514917,0.005347512,0.368574492,0,0.19775371,1.978075305,0.24,1472.884926,39,TRUE
OIB,Hawaii,Sisson_2002,samp.K95-R7,Kilauea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/KILAUEA/HILINABASALT/PACIFICOCEAN,0.05,0.05,Stratigraphic,19.43,-155.3,51.07808052,2.080956621,13.24248747,9.394187958,10.25546697,8.990944675,0.169264495,0.35844246,2.220354898,0.229747,0.310035325,0,0,30.2,0,335,393,50.7,166,93,100,0,5,264,25,121,9,0,0.1,82,8.5,21.6,0,16.6,4.92,1.67,0,0.84,0,0,0,0.35,2.09,0.29,3.13,0.6,0,0,0.41,0.1,0,0,0,0,0,0.15,0.057255343,0,1.842523264,0.0211235,0.006446505,11.0878,100,48.88427558,10.59535449,9.822603108,1.474208467,16.65466518,8.205430306,1.776512706,0.286790903,1.66497972,0.135429037,0.045810174,0.183821273,0.016900977,0.005157868,0.248060206,0,0.180663662,1.702555333,0.24,1442.180578,39,TRUE
OIB,Hawaii,Sisson_2002,samp.S508-R2A,Kilauea,Shield,VOLCANICROCK,NEPHELINITE,HAWAIIANISLANDS/HAWAII/KILAUEA/HILINABASALT/PACIFICOCEAN,0.05,0.05,Stratigraphic,19.43,-155.3,37.00032785,6.368414768,10.9116073,15.09271997,12.1020041,9.324474328,0.228151789,2.013693475,2.499754,0.920737,1.4986511,0,0,17.1,0,640,0,64,104,92,156,0,58,1140,24,416,57,0,0.54,746,46.9,105,0,56.3,11.9,3.74,0,1.21,0,0,0,0.27,1.38,0.17,9.75,4.35,0,0,3.19,0.9,0,0,0,0,0,0.15,0,0,2.960201328,0.013234,0.0081376,17.9143,100,,,,,,,,,,,,,,,,,0.300209937,,0.24,,39,FALSE
OIB,Hawaii,Sisson_2002,samp.S508-R2C,Kilauea,Shield,VOLCANICROCK,NEPHELINITE,HAWAIIANISLANDS/HAWAII/KILAUEA/HILINABASALT/PACIFICOCEAN,0.05,0.05,Stratigraphic,19.43,-155.3,36.96040575,6.25862529,10.3489491,15.16361063,11.92588488,9.806819511,0.226690186,1.724821564,2.651288585,0.839916,1.95879909,0,0,14.7,0,478,0,48.6,62,84,153,0,53,1290,29,479,86,0,0.48,713,61.7,138,0,72.5,15.1,4.51,0,1.51,0,0,0,0.33,1.72,0.21,11.3,6.62,0,0,4.43,1.3,0,0,0,0,0,0.15,0,0,2.974105423,0.0078895,0.00617949,18.0982,100,,,,,,,,,,,,,,,,,0.300209937,,0.24,,39,FALSE
OIB,Hawaii,Sisson_2002,samp.S505-R2B,Kilauea,Shield,VOLCANICROCK,BASALT_ALKALINE,HAWAIIANISLANDS/HAWAII/KILAUEA/HILINABASALT/PACIFICOCEAN,0.05,0.05,Stratigraphic,19.43,-155.3,44.80289748,3.12924616,11.32485111,11.56825978,9.169189944,13.41105497,0.188748181,1.072886386,2.314650735,0.359856,0.635401724,0,0,24.3,0,378,784,75.9,451,103,129,0,16,424,29,183,28,0,0.15,201,19.4,44.4,0,25.6,6.29,2.17,0,0.9,0,0,0,0.32,1.77,0.25,4.35,1.62,0,0,1.33,0.4,0,0,0,0,0,0.15,0.113880017,0,2.268933502,0.05738975,0.009650685,13.6945,100,43.81475848,9.027678555,11.4487577,1.808695065,20.30787495,7.309279264,1.845138853,0.855258344,2.494498883,0.150461837,0.090780195,0.286861546,0.045748612,0.007693106,0.506514608,0,0.18200409,3.447768328,0.24,1575.243033,39,TRUE
OIB,Hawaii,Sisson_2002,samp.S505-R10A,Kilauea,Shield,VOLCANICROCK,BASALT_ALKALINE,HAWAIIANISLANDS/HAWAII/KILAUEA/HILINABASALT/PACIFICOCEAN,0.05,0.05,Stratigraphic,19.43,-155.3,44.86591479,3.103807379,11.14188539,11.33091309,9.35121849,13.92733188,0.169117601,0.696367588,2.437288049,0.370333,0.65121304,0,0,25.7,0,411,706,79.9,437,95,134,0,11,462,28,190,28,0,0.14,211,19.9,45.5,0,27,6.66,2.24,0,0.94,0,0,0,0.36,1.98,0.27,4.61,1.65,0,0,1.19,0.4,0,0,0,0,0,0.15,0.102561045,0,2.222381655,0.05560825,0.010159285,13.4121,100,43.98399839,9.197270916,11.22688733,1.834505153,19.76757424,7.719132523,2.011903526,0.574829227,2.562093968,0.139601184,0.08466087,0.305698076,0.045902836,0.008386166,0.537555589,0,0.157894737,3.284396724,0.24,1557.794586,39,TRUE
OIB,Hawaii,Sisson_2002,samp.S505-R10B,Kilauea,Shield,VOLCANICROCK,BASALT_ALKALINE,HAWAIIANISLANDS/HAWAII/KILAUEA/HILINABASALT/PACIFICOCEAN,0.05,0.05,Stratigraphic,19.43,-155.3,45.1874068,3.326986207,12.01690729,11.2273625,9.772386683,11.71891899,0.198625746,1.271204772,2.274269755,0.389805,0.705394644,0,0,25.8,0,402,678,69.4,363,84,129,0,15,462,28,193,27,0,0.19,209,21.2,49.3,0,30.2,7.07,2.35,0,0.99,0,0,0,0.4,2.1,0.28,4.85,1.83,0,0,1.44,0.5,0,0,0,0,0,0.15,0.098464794,0,2.202071823,0.04619175,0.00882421,13.2934,100,43.99327709,9.280725589,11.24445345,1.700672546,19.80819861,7.547269607,1.756431418,0.981758648,2.569450299,0.153399789,0.076044918,0.30104861,0.03567415,0.006814987,0.54478028,0,0.202551834,3.303491831,0.24,1554.636134,39,TRUE
OIB,Hawaii,Sisson_2002,samp.S505-R9B,Kilauea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/KILAUEA/HILINABASALT/PACIFICOCEAN,0.05,0.05,Stratigraphic,19.43,-155.3,50.40531923,1.902653859,12.15303162,9.483347872,9.48336282,11.95382119,0.1693458,0.308807047,1.892688356,0.229908,0.289876576,0,0,29,0,339,671,62.3,413,130,103,0,4,261,22,110,8,0,0.1,68,7.6,20.2,0,14.5,4.27,1.45,0,0.73,0,0,0,0.33,1.94,0.27,2.89,0.51,0,0,0.5,0.2,0,0,0,0,0,0.15,0.097735045,0,1.860010589,0.05255425,0.007921445,11.1955,100,49.1436351,10.70499029,9.607439801,1.638389163,16.19061424,8.353414203,1.667173353,0.272012494,1.675951461,0.149168142,0.086089853,0.202514318,0.046292378,0.0069776,0.255337601,0,0.110320285,1.576113374,0.24,1426.087738,39,TRUE
OIB,Hawaii,Sisson_2002,samp.S505-R9A,Kilauea,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/KILAUEA/HILINABASALT/PACIFICOCEAN,0.05,0.05,Stratigraphic,19.43,-155.3,49.45199765,1.754750876,11.16655117,9.57630632,8.863466815,14.55646293,0.169492597,0.269194125,1.944184776,0.250025,0.254093845,0,0,27.2,0,300,791,69.2,617,96,103,0,4,237,21,102,8,0,0.1,50,6.8,17.7,0,13.3,3.78,1.33,0,0.69,0,0,0,0.3,1.73,0.24,2.57,0.45,0,0,0.32,0.2,0,0,0,0,0,0.15,0.115255963,0,1.878242937,0.07851325,0.00879878,11.3011,100,48.89246636,10.61286543,9.571558807,1.785111556,16.10991244,8.423977924,1.847783714,0.25584632,1.667742764,0.161088424,0.109541076,0.237627683,0.074620225,0.008362499,0.241494776,0,0.045346062,1.64292581,0.24,1431.866187,39,TRUE
OIB,Hawaii,Wanless_2006,samp.M22-21,Mauna_Loa,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNALOA/SHIELDSTAGE/PACIFICOCEAN,0.175,0.025,Stratigraphic,19.445,-155.96,49.53886155,1.849374202,10.71219277,9.174618394,8.296899479,15.86619298,0.16169387,0.31328094,1.86958382,0.202921,0.279687556,0,4.6,25.5,0,225,949,69,765,107,95,16.2,4.7,225,20.8,111,7.7,0,0.049,60,7.6,19.5,2.95,14.4,4.17,1.43,4.73,0,4.48,0.88,2.19,0,1.85,0.26,3.01,0,0,0.68,0.5,0.16,0,0,0,0,0,0.15,0.13815633,0,1.799458123,0.09734625,0.00877335,10.8366,100,,,,,,,,,,,,,,,,,,,0.24,,39,FALSE
OIB,Hawaii,Wanless_2006,samp.M22-20,Mauna_Loa,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNALOA/SHIELDSTAGE/PACIFICOCEAN,0.175,0.025,Stratigraphic,19.445,-155.96,49.3633197,1.822643505,10.44983206,9.308889848,8.120894265,16.4038513,0.172138664,0.304786353,1.802398107,0.193194,0.281065479,0,4.6,25.4,0,223,992,71,783,106,96,16.1,4.6,221,20.5,110,7.6,0,0.048,59,7.5,19.6,3,14.3,4.21,1.42,4.71,0,4.35,0.87,2.17,0,1.83,0.25,2.98,0,0,0.69,0.5,0.16,0,0,0,0,0,0.15,0.144387352,0,1.825793372,0.09963675,0.00902765,10.9974,100,,,,,,,,,,,,,,,,,,,0.24,,39,FALSE
OIB,Hawaii,Wanless_2006,samp.M22-11,Mauna_Loa,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNALOA/SHIELDSTAGE/PACIFICOCEAN,0.175,0.025,Stratigraphic,19.445,-155.96,49.13473606,1.736420658,10.29735979,9.35059297,8.025920278,17.06139579,0.171622995,0.292769225,1.706139579,0.182433,0.258186041,0,0,0,0,203,899,0,744,0,103,14,4.2,216,19.7,108,7.3,0,0,53,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.130883828,0,1.833972788,0.094674,0,11.0439,100,,,,,,,,,,,,,,,,,,,0.24,,39,FALSE
OIB,Hawaii,Wanless_2006,samp.M22-17,Mauna_Loa,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNALOA/SHIELDSTAGE/PACIFICOCEAN,0.175,0.025,Stratigraphic,19.445,-155.96,49.23411983,1.794727038,10.23395847,9.284804732,7.884721057,17.03983364,0.171407153,0.298449293,1.814893406,0.192367,0.278206243,0,4.6,24.9,0,221,988,73,835,105,98,15.6,4.6,217,20.2,109,7.5,0,0.048,59,7.5,19.4,2.97,14.1,4.17,1.43,4.68,0,4.27,0.84,2.13,0,1.83,0.25,2.92,0,0,0.68,0.49,0.16,0,0,0,0,0,0.15,0.143809683,0,1.821069453,0.10625375,0.00928195,10.9686,100,,,,,,,,,,,,,,,,,,,0.24,,39,FALSE
OIB,Hawaii,Wanless_2006,samp.M22-4,Mauna_Loa,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNALOA/SHIELDSTAGE/PACIFICOCEAN,0.175,0.025,Stratigraphic,19.445,-155.96,48.87323512,1.663722453,9.931941523,9.316019131,7.753979395,18.1497176,0.171414553,0.282329383,1.623397936,0.182242,0.258140648,0,0,0,0,190,1023,0,886,0,103,14,4.1,204,18.6,104,7.1,0,0,46,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.148910584,0,1.82719167,0.1127435,0,11.005,100,,,,,,,,,,,,,,,,,,,0.24,,39,FALSE
OIB,Hawaii,Wanless_2006,samp.J2-13-01,Mauna_Loa,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/HAWAII/MAUNALOA/DIVE13/SHIELDSTAGE/PACIFICOCEAN,0.175,0.025,Stratigraphic,19.42,-155.99,49.5890905,1.747814247,10.78152738,9.823806758,8.59679941,15.48647635,0.182910816,0.274365727,1.188914829,0.183667,0.258132836,0,0,0,0,213,985,0,590,0,111,15,4.3,229,19.1,104,7,0,0,63,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.143374865,0,1.926786283,0.0750775,0,11.6052,100,49.15159064,10.36836414,9.807265189,1.852949132,16.65357991,8.267358008,1.143353947,0.263851648,1.680835555,0.175901418,0.137880539,0.176628623,0.072200425,0,0.248240824,0,0.035214665,1.506088061,0.24,1427.634594,39,TRUE
OIB,Maui,Sherrodd_2007,samp.SO2-WM40(MWM32),West_Maui,Shield,VOLCANICROCK,BASALT_THOLEIITIC,HAWAIIANISLANDS/MAUI/WESTMAUI/SHIELDSTAGE/WAILUKUSERIES/PACIFICOCEAN,1.28,0.14,K-Ar,20.91,-156.59,48.36662259,2.843927461,12.70818346,9.576337534,11.25633666,9.645474753,0.178988191,0.576739727,2.227404626,0.360036,0.658610683,0,0,29,0,309,572,0,234,84,108,20,10,451,33,184,19,0,0,144,21,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0.15,0.083125259,0,1.878249059,0.0297765,0,11.3311,100,46.75615411,10.29756246,9.903279307,1.521963157,16.76129692,9.121117134,1.804887248,0.467337711,2.304461592,0.145035841,0.067357191,0.29174061,0.024128182,0,0.533678529,0,0.171156237,2.106558657,0.24,1442.784684,39,TRUE
OIB,Maui,Sherrodd_2007,samp.SO2-WM50(MWM40),West_Maui,Shield,VOLCANICROCK,BASALT_THOLEIITIC,HAWAIIANISLANDS/MAUI/WESTMAUI/SHIELDSTAGE/WAILUKUSERIES/PACIFICOCEAN,1.37,0.22,K-Ar,20.91,-156.59,47.10575931,2.613122695,12.70792368,10.59904424,11.18774203,10.40281164,0.188780727,0.248395693,2.10639548,0.33,0.672456821,0,0,23,0,294,611,0,335,87,114,18,2,395,33,160,14.2,0,0,152,11,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0.15,0.088730678,0,2.078837009,0.04262875,0,12.55,100,45.48938416,9.811646291,10.80137042,1.605046894,18.79778791,8.63793098,1.626324483,0.191783548,2.01756292,0.145755496,0.068507968,0.254789323,0.032913183,0,0.51919642,0,0.203187251,2.566365065,0.24,1499.824021,39,TRUE
OIB,Maui,Sherrodd_2007,samp.SO2-WM44(MWM35),West_Maui,Shield,VOLCANICROCK,BASALT_ALKALINE,HAWAIIANISLANDS/MAUI/WESTMAUI/SHIELDSTAGE/WAILUKUSERIES/PACIFICOCEAN,1.51,0.14,K-Ar,20.91,-156.59,47.07748418,3.267618158,13.93454682,10.13060641,10.19017239,8.819588742,0.188707374,0.715101629,2.721355004,0.480048,0.929539164,0,0,28,0,305,264,0,208,63,123,22,11,546,32,225,20.6,0,0,164,21,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0.15,0.038319895,0,1.986960243,0.026468,0,12.0012,100,45.30422343,10.52641293,10.53705414,1.50098631,18.11277512,7.69784363,2.055761618,0.540200922,2.468418851,0.142553021,0.028947553,0.362637088,0.019994414,0,0.702190979,0,0.215993728,2.633147949,0.24,1479.07578,39,TRUE
OIB,Maui,Sherrodd_2007,samp.SO2-WM37(MWM30),West_Maui,Shield,VOLCANICROCK,BASALT_THOLEIITIC,HAWAIIANISLANDS/MAUI/WESTMAUI/SHIELDSTAGE/WAILUKUSERIES/PACIFICOCEAN,1.58,0.06,K-Ar,20.91,-156.59,49.44148811,2.202046667,12.23578446,9.545006814,10.11346188,11.79741157,0.169388282,0.278992464,1.933015231,0.230023,0.315628482,0,0,26,0,262,657,0,398,84,101,18,4,301,25,124,10.1,0,0,51,21,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0.15,0.095672014,0,1.872104028,0.0506455,0,11.2711,100,48.22535286,10.67703765,9.681355887,1.63361207,16.35419463,8.825082984,1.686763644,0.243450925,1.921522502,0.14780949,0.08348412,0.200719802,0.044193645,0,0.27541979,0,0.117776798,1.750031384,0.24,1441.555294,39,TRUE
OIB,Maui,Sherrodd_2007,samp.SO2-WM33(MWM42),West_Maui,Shield,VOLCANICROCK,BASALT_THOLEIITIC,HAWAIIANISLANDS/MAUI/WESTMAUI/SHIELDSTAGE/WAILUKUSERIES/PACIFICOCEAN,2.15,0.35,K-Ar,20.91,-156.59,46.26105662,2.14659063,11.73668588,10.5084128,9.282038058,15.19513601,0.168944946,0.14906907,1.808706702,0.279972,0.543858353,0,0,28,0,221,953,0,557,65,110,18,1,340,24,131,11.9,0,0,90,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.15,0.138439859,0,2.061061068,0.07087825,0,12.4388,100,45.64246515,10.69460584,10.46317622,1.87806302,18.0284794,8.457901951,1.648114762,0.135833485,1.95599856,0.153944616,0.126148024,0.25511377,0.064585093,0,0.49557011,0,0.082147774,2.382002773,0.24,1470.400004,39,TRUE
