Area,Province,Author,Sample,Unique_Id,Flow,Rock Type,Rock_Name,Sample_Comment,Age,Uncertainty,Material,Latitude,Longditude,SiO2,TiO2,Al2O3,FeO,CaO,MgO,MnO,K2O,Na2O,P2O5,H2O,LOI,Li,Sc,Ti,V ,Cr,Co,Ni,Cu,Zn,Ga,Rb,Sr,Y ,Zr,Nb,Sn,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,Tl,Pb,Th,U ,87Sr/86Sr,143Nd/144Nd,206Pb/204Pb,207Pb/206Pb,208Pb/204Pb
OIB,Oahu,Haskins_2004,samp.-306.3,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,51.4874,2.08855,13.4798,10.6764,9.9282,8.93942,0.181613,0.353137,2.12891,0.211882,0,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.-318.5,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,51.1549,1.8038,12.201,10.6411,9.13046,12.353,0.222941,0.263476,1.78353,0.172273,0,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.-330.7,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,50.7801,2.34681,12.958,11.0134,10.3583,9.4277,0.171965,0.252889,1.87138,0.222542,0,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.33,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,51.6596,2.35365,14.3331,10.6518,10.9435,7.15148,0.150875,0.402334,2.14243,0.211225,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Haskins_2004,samp.101,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,51.4159,2.37831,14.3807,10.4706,11.0652,7.13494,0.171319,0.362794,2.38839,0.231785,0,,,31.2,,264,245,,88,,,,5.07,336,24.1,134,9.41,,0.057,67.9,9.15,23.5,3.41,17.6,5.03,1.8,5.48,,4.96,0.97,2.38,,2.04,0.29,3.46,0.62,,1.11,0.58,0.19,,,,,
OIB,Oahu,Weinstein_2004,samp.B-5A,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.92,52.5018,1.7014,13.8327,10.148,9.57415,8.40632,0.161079,0.453035,2.89943,0.281889,0,0.04,,26.2,,,416,,154,,,,5,415,24,132,9,,,86,11.4,28.4,,16.5,5,1.71,,0.8,,,,,2.7,0.39,,,,,,,,,,,
OIB,Oahu,Weinstein_2004,samp.B-14,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.92,48.5742,2.54671,13.9725,11.3766,10.6785,8.04326,0.176991,0.334317,2.78269,0.353982,0,1.18,,30.4,,,360,,108,,,,10,582,25,174,14,,,372,13.6,32.6,,18.3,6.24,2.13,,0.94,,,,,2.4,0.25,,,,,,,,,,,
OIB,Oahu,Weinstein_2004,samp.B-20,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.92,52.5072,2.00379,13.5281,10.5772,9.69993,7.58648,0.159506,0.468548,2.54212,0.299073,0,0.63,,,,,,,135,,,,7,400,24,144,9,,,102,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Weinstein_2004,samp.B-11,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.92,50.1488,1.98334,13.3082,9.75803,11.781,7.51686,0.138834,0.446251,2.80643,0.307418,0,1.82,,,,,,,115,,,,6,558,21,145,8.5,,,126,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Weinstein_2004,samp.B-1,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.92,52.203,1.99362,13.6164,10.4864,9.94817,7.46611,0.15949,0.438596,2.70136,0.279107,0,0.71,,27.4,,,327,,133,,,,5,378,23,137,9,,,71,11.1,26.2,,21.2,5.48,1.67,,0.84,,,,,2.5,0.47,,,,,,,,,,,
OIB,Oahu,Weinstein_2004,samp.B-10,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.92,48.6909,2.68833,14.0235,11.5157,11.1947,7.22239,0.170529,0.331026,3.24004,0.341057,0,0.58,,,,,,,80,,,,4,455,25,176,13,,,155,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Weinstein_2004,samp.C-2,Hawaii,,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.92,50.0954,2.19857,14.4564,11.2439,10.2299,7.13784,0.170666,0.47184,3.21253,0.291135,0,0.49,,28.6,,,205,,107,,,,5,460,23,151,8.5,,,211,11.6,30.2,,16.6,5.55,1.85,,0.88,,,,,2.4,0.32,,,,,,,,,,,
OIB,Oahu,Norman_2004,samp.496-12,Hawaii,,VOLCANICROCK,BASALT,HAWAIIANISLANDS/OAHU/KOOLAU/DIVE496/SHIELDSTAGE/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.92,51.0717,2.49399,13.7921,11.0176,11.2179,7.59215,0,0.350561,2.25361,0.210337,0,,,33.3,,282,444,,114,128,87,,6.4,313,24.9,143,13.7,,0.064,73,10.7,27,3.8,19.1,5.28,1.86,5.74,,5.15,1.01,2.43,,2.01,0.28,3.64,0.9,,0.94,0.79,0.25,,,,,
OIB,Oahu,Norman_2004,samp.500-1,Hawaii,,VOLCANICROCK,PICRITE,HAWAIIANISLANDS/OAHU/KOOLAU/DIVE500/SHIELDSTAGE/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.92,53.5291,1.91032,14.5586,9.67223,10.0442,7.06817,0,0.452443,2.54374,0.221194,0,,,27.9,,237,314,,117,115,85,,6.3,384,21.2,126,8.4,,0.066,85,9.7,24.1,3.4,17.2,4.66,1.67,4.86,,4.38,0.84,2.06,,1.75,0.24,3.14,0.54,,1.15,0.56,0.17,,,,,
OIB,Oahu,Clague_2006,samp.298-PC65,Hawaii,,VOLCANICROCK,BASALT_ALKALINE,HAWAIIANISLANDS/OAHU/KOOLAU/DIVET298/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.535,-157.665,46.1801,2.3862,14.7283,12.0814,12.0313,7.0383,0.190495,1.06276,3.79988,0.501303,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Clague_2006,samp.298-PC65,Hawaii,,VOLCANICROCK,BASALT_ALKALINE,HAWAIIANISLANDS/OAHU/KOOLAU/DIVET298/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.535,-157.665,46.54,2.33,14.74,12.14,11.81,7.04,0.16,0.98,3.75,0.51,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Clague_2006,samp.298-PC66,Hawaii,,VOLCANICROCK,BASALT_THOLEIITIC,HAWAIIANISLANDS/OAHU/KOOLAU/DIVET298/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.535,-157.665,52.8792,2.16808,13.2471,10.7807,10.91,7.17056,0.179015,0.31825,2.13824,0.208851,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Clague_2006,samp.298-PC69,Hawaii,,VOLCANICROCK,BASALT_THOLEIITIC,HAWAIIANISLANDS/OAHU/KOOLAU/DIVET298/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.535,-157.665,52.5805,1.88038,13.7027,10.4821,10.6621,7.73155,0.130026,0.35007,2.27045,0.210042,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Clague_2006,samp.272-PC63,Hawaii,,VOLCANICROCK,BASALT_ALKALINE,HAWAIIANISLANDS/OAHU/KOOLAU/DIVET272/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.215,-157.8,45.4718,2.61183,14.0598,11.378,14.5002,7.46523,0.140098,0.910637,2.96207,0.50035,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Clague_2006,samp.272-R1,Hawaii,,VOLCANICROCK,BASALT_ALKALINE,HAWAIIANISLANDS/OAHU/KOOLAU/DIVET272/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.215,-157.8,45.1649,2.25171,12.4045,12.6156,11.1279,12.304,0.190993,0.874548,2.68396,0.381986,0,,,24.3,,292,483,,304,84,107,19,20.9,516,20.78,111,30.56,,0.27,340,21.24,41.77,5.29,22.49,5.56,1.83,5.42,0.79,4.19,0.75,1.85,0.24,1.4,0.21,2.97,1.9,,1.32,1.77,0.47,,,,,
OIB,Oahu,Clague_2006,samp.272-R6,Hawaii,,VOLCANICROCK,BASALT_ALKALINE,HAWAIIANISLANDS/OAHU/KOOLAU/DIVET272/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.215,-157.8,44.8859,2.23179,12.3499,13.0304,11.0789,12.3399,0.180144,0.810649,2.70216,0.390312,0,,,22.1,,281,477,,299,82,106,23,19.6,515,20.41,108,30.85,,0.46,343,22.25,43.58,5.53,23.64,5.77,1.88,5.49,0.8,4.23,0.75,1.86,0.24,1.39,0.21,2.97,1.92,,1.38,1.86,0.52,,,,,
OIB,Oahu,Clague_2006,samp.272-R7,Hawaii,,VOLCANICROCK,BASALT_ALKALINE,HAWAIIANISLANDS/OAHU/KOOLAU/DIVET272/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.215,-157.8,45.3313,2.27912,12.5402,12.1687,11.255,12.2791,0.190763,0.903614,2.6506,0.401606,0,,,25.3,,284,474,,299,81,106,16,22.2,540,21.81,115,32.28,,0.29,359,22.44,43.79,5.56,23.51,5.73,1.9,5.59,0.81,4.31,0.76,1.9,0.25,1.45,0.21,3.02,1.93,,1.37,1.89,0.5,0.703451,0.513075,18.242,15.541,38.001
OIB,Oahu,Clague_2006,samp.272-R9,Hawaii,,VOLCANICROCK,BASALT_ALKALINE,HAWAIIANISLANDS/OAHU/KOOLAU/DIVET272/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.215,-157.8,45.634,1.99416,12.7304,12.2067,11.4513,11.7132,0.191359,0.765435,2.86031,0.453218,0,,,24.8,,259,439,,286,83,107,18,17.9,609,22.41,106,31.62,,0.26,374,26.89,51.4,6.38,26.72,6.3,2.06,5.99,0.85,4.48,0.8,1.96,0.26,1.5,0.22,2.76,1.76,,1.79,2.32,0.62,0.703378,0.513075,18.021,15.349,37.509
OIB,Oahu,Clague_2006,samp.272-R11,Hawaii,,VOLCANICROCK,BASALT_ALKALINE,HAWAIIANISLANDS/OAHU/KOOLAU/DIVET272/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.215,-157.8,45.6075,1.96454,12.7947,12.0391,11.1626,12.3212,0.191416,0.705219,2.7705,0.44328,0,,,24,,270,449,,304,83,104,18,16.4,589,22.19,105,30.67,,0.23,344,25.65,49.18,6.15,25.72,6.11,2,5.83,0.83,4.4,0.79,1.94,0.25,1.49,0.22,2.73,1.69,,1.7,2.19,0.58,,,,,
OIB,Oahu,Clague_2006,samp.273-R1,Hawaii,,VOLCANICROCK,BASANITE,HAWAIIANISLANDS/OAHU/KOOLAU/DIVET273/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.21,-157.735,46.6787,1.89645,13.516,11.9908,10.4555,11.6998,0.180614,0.642183,2.65904,0.280955,0,,,24.3,,265,438,,293,79,100,18,15.7,427,19.02,84,19.76,,0.18,254,13.18,27.42,3.65,16.3,4.31,1.47,4.42,0.66,3.66,0.68,1.74,0.24,1.4,0.22,2.36,1.24,,0.9,0.99,0.32,0.703467,0.51307,18.116,15.462,37.759
OIB,Oahu,Clague_2006,samp.273-R5,Hawaii,,VOLCANICROCK,BASANITE,HAWAIIANISLANDS/OAHU/KOOLAU/DIVET273/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.21,-157.735,46.4669,1.94447,13.6514,12.1479,10.855,11.2759,0.170392,0.651498,2.53583,0.300692,0,,,26,,274,414,,277,73,101,23,12.1,476,19.6,87,20.45,,0.16,265,13.64,28.16,3.75,16.66,4.41,1.51,4.59,0.68,3.75,0.71,1.8,0.24,1.45,0.22,2.45,1.27,,0.92,1.02,0.3,,,,,
OIB,Oahu,Clague_2006,samp.273-R6,Hawaii,,VOLCANICROCK,BASANITE,HAWAIIANISLANDS/OAHU/KOOLAU/DIVET273/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.21,-157.735,46.2879,1.86354,13.4956,12.0729,10.6502,12.0028,0.180343,0.631199,2.53482,0.280533,0,,,26.5,,263,454,,303,83,107,21,12.3,442,19.3,84,19.63,,0.17,248,12.66,26.31,3.51,15.55,4.13,1.41,4.29,0.65,3.54,0.67,1.72,0.23,1.4,0.22,2.29,1.21,,0.87,0.94,0.34,,,,,
OIB,Oahu,Clague_2006,samp.273-R9,Hawaii,,VOLCANICROCK,BASANITE,HAWAIIANISLANDS/OAHU/KOOLAU/DIVET273/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.21,-157.735,44.1443,2.20161,12.5471,12.8325,11.2731,12.9039,0.203853,0.550403,2.81317,0.530017,0,,,26.7,,267,458,,259,71,114,18,12.2,768,23.98,120,34.5,,0.15,418,28.11,54.26,6.78,28.39,6.73,2.21,6.36,0.9,4.65,0.81,1.98,0.25,1.46,0.22,2.97,1.87,,2.07,2.49,0.6,,,,,
OIB,Oahu,Clague_2006,samp.273-R12,Hawaii,,VOLCANICROCK,BASANITE,HAWAIIANISLANDS/OAHU/KOOLAU/DIVET273/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.21,-157.735,43.51,2.21811,12.6823,13.1855,11.2549,13.0828,0.205381,0.523722,2.79318,0.54426,0,,,25.1,,260,455,,254,82,116,17,12.3,768,23.98,119,34.77,,0.15,430,28.52,54.61,6.85,28.46,6.72,2.19,6.36,0.89,4.64,0.81,1.95,0.25,1.43,0.21,2.95,1.86,,2.1,2.5,0.63,0.703426,0.513067,18.094,15.431,37.708
OIB,Oahu,Clague_2006,samp.298-R2,Hawaii,,VOLCANICROCK,NEPHELINITE,HAWAIIANISLANDS/OAHU/KOOLAU/DIVET298/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.535,-157.665,41.0841,3.16032,11.0211,13.7414,12.1212,12.7913,0.180018,1.35014,3.66037,0.890089,0,,,22.2,,340,523,,293,72,132,22,30.2,937,26.09,226,71.83,,0.39,738,51.41,99.08,12.35,51.2,11.46,3.5,9.69,1.23,5.78,0.89,1.96,0.23,1.27,0.18,5.24,4.03,,2.88,4.31,0.74,,,,,
OIB,Oahu,Clague_2006,samp.298-R6,Hawaii,,VOLCANICROCK,NEPHELINITE,HAWAIIANISLANDS/OAHU/KOOLAU/DIVET298/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.535,-157.665,40.8922,3.09774,10.807,14.1053,11.9398,12.9323,0.190476,1.30326,3.85965,0.87218,0,,,24.7,,303,539,,307,78,131,22,29.8,1031,26.16,229,70.95,,0.3,738,50.88,97.98,12.21,50.25,11.17,3.41,9.48,1.21,5.66,0.88,1.94,0.23,1.28,0.18,5.18,3.87,,3.05,4.23,0.98,,,,,
OIB,Oahu,Clague_2006,samp.298-R7,Hawaii,,VOLCANICROCK,NEPHELINITE,HAWAIIANISLANDS/OAHU/KOOLAU/DIVET298/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.535,-157.665,41.253,3.13251,10.8987,13.8311,12.0096,12.6601,0.20016,1.41113,3.72298,0.880705,0,,,23.7,,323,535,,291,74,130,20,32.9,1062,26.22,228,71.93,,0.46,720,50.79,97.88,12.2,50.28,11.18,3.45,9.52,1.21,5.66,0.89,1.95,0.23,1.27,0.18,5.21,3.96,,3.16,4.25,1.04,,,,,
OIB,Oahu,Clague_2006,samp.298-R8,Hawaii,,VOLCANICROCK,NEPHELINITE,HAWAIIANISLANDS/OAHU/KOOLAU/DIVET298/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.535,-157.665,40.979,3.15684,11.0589,13.8961,12.1379,12.2777,0.18981,1.52847,3.88611,0.889111,0,,,24.2,,318,522,,268,63,129,21,33.9,1101,26.9,233,66.6,,0.41,810,51.9,100.07,12.5,51.47,11.48,3.47,9.61,1.22,5.8,0.92,1.98,0.23,1.3,0.19,5.28,3.63,,2.77,4.33,1.01,,,,,
OIB,Oahu,Clague_2006,samp.298-R16,Hawaii,,VOLCANICROCK,NEPHELINITE,HAWAIIANISLANDS/OAHU/KOOLAU/DIVET298/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.535,-157.665,41.2347,3.15189,11.0466,13.5081,12.1273,12.5675,0.190114,1.59095,3.68221,0.90054,0,,,24.7,,320,516,,282,79,138,21,41,985,27.56,239,74.09,,0.54,818,52.44,101.39,12.59,51.79,11.48,3.52,9.75,1.24,5.85,0.92,2.03,0.24,1.31,0.19,5.39,4.03,,2.84,4.37,0.98,0.703633,0.513002,18.002,15.419,37.652
OIB,Oahu,Clague_2006,samp.298-R18,Hawaii,,VOLCANICROCK,NEPHELINITE,HAWAIIANISLANDS/OAHU/KOOLAU/DIVET298/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.535,-157.665,40.6105,3.18356,10.9913,14.1447,12.301,12.7242,0.191416,1.29962,3.63691,0.916784,0,,,19,,325,521,,288,74,131,22,29.4,962,25.63,219,66.45,,0.26,720,51.53,99.43,12.44,51.08,11.45,3.48,9.78,1.24,5.9,0.91,1.97,0.24,1.28,0.18,5.21,4.03,,2.9,4.34,0.66,0.703624,0.513041,18.02,15.432,37.695
OIB,Oahu,Yokose_2005,samp.S713-1,Hawaii,,VOLCANICROCK,NOTGIVEN,HAWAIIANISLANDS/OAHU/DIVES713/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.7,-157.4,50.8488,2.01541,14.8032,9.65919,11.5483,7.87018,0.141079,0.251926,2.63011,0.231772,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Yokose_2005,samp.S713-2,Hawaii,,VOLCANICROCK,NOTGIVEN,HAWAIIANISLANDS/OAHU/DIVES713/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.7,-157.4,52.2609,2.24931,13.7491,10.5141,10.4157,7.58888,0.162112,0.395148,2.43168,0.233036,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Yokose_2005,samp.S713-3A,Hawaii,,VOLCANICROCK,NOTGIVEN,HAWAIIANISLANDS/OAHU/DIVES713/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.7,-157.4,53.1548,1.68395,13.4416,10.4798,9.39205,8.83073,0.150353,0.200471,2.49586,0.1704,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Yokose_2005,samp.S713-3B,Hawaii,,VOLCANICROCK,NOTGIVEN,HAWAIIANISLANDS/OAHU/DIVES713/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.7,-157.4,53.1177,1.6877,13.3718,10.4918,9.35726,8.94782,0.149796,0.199728,2.51657,0.159783,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Yokose_2005,samp.S713-4,Hawaii,,VOLCANICROCK,NOTGIVEN,HAWAIIANISLANDS/OAHU/DIVES713/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.7,-157.4,53.1087,1.64709,13.0261,10.4042,9.10922,9.68169,0.150649,0.281211,2.43047,0.160692,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Yokose_2005,samp.S713-5A,Hawaii,,VOLCANICROCK,NOTGIVEN,HAWAIIANISLANDS/OAHU/DIVES713/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.7,-157.4,52.4826,2.14877,13.4399,10.4005,10.3688,8.00719,0.152035,0.354749,2.38189,0.263528,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Yokose_2005,samp.S713-5B,Hawaii,,VOLCANICROCK,NOTGIVEN,HAWAIIANISLANDS/OAHU/DIVES713/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.7,-157.4,52.1658,2.05891,12.9862,10.6433,9.95308,9.13956,0.160695,0.341478,2.33008,0.220956,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Yokose_2005,samp.S713-6,Hawaii,,VOLCANICROCK,NOTGIVEN,HAWAIIANISLANDS/OAHU/DIVES713/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.7,-157.4,50.9116,3.10918,14.0065,13.5202,5.92466,7.0387,0.162042,1.32672,3.81812,0.182297,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Yokose_2005,samp.S713-7,Hawaii,,VOLCANICROCK,NOTGIVEN,HAWAIIANISLANDS/OAHU/DIVES713/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.7,-157.4,52.3434,2.16711,13.9098,10.4125,10.7852,7.1162,0.151194,0.393104,2.49974,0.221751,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Yokose_2005,samp.S713-8A,Hawaii,,VOLCANICROCK,NOTGIVEN,HAWAIIANISLANDS/OAHU/DIVES713/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.7,-157.4,52.742,2.28143,13.5989,10.1872,10.4009,7.39224,0.149439,0.438354,2.55042,0.259027,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Yokose_2005,samp.S713-8B,Hawaii,,VOLCANICROCK,NOTGIVEN,HAWAIIANISLANDS/OAHU/DIVES713/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.7,-157.4,49.5596,1.96027,11.0177,11.1345,8.73576,14.9181,0.15079,0.241264,2.09095,0.191,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Yokose_2005,samp.S713-9,Hawaii,,VOLCANICROCK,NOTGIVEN,HAWAIIANISLANDS/OAHU/DIVES713/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.7,-157.4,49.9426,2.407,13.4651,10.8606,10.8667,9.42656,0.151067,0.302133,2.35664,0.221564,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Yokose_2005,samp.S713-10,Hawaii,,VOLCANICROCK,NOTGIVEN,HAWAIIANISLANDS/OAHU/DIVES713/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.7,-157.4,52.086,1.98279,13.95,10.3719,10.9607,7.3172,0.150974,0.483116,2.42565,0.271753,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Yokose_2005,samp.K203-3B,Hawaii,,VOLCANICROCK,NOTGIVEN,HAWAIIANISLANDS/OAHU/DIVEK203/PACIFICOCEAN,3.4,1.2,Stratigraphic,20.6667,-158.857,44.6483,2.0492,12.3154,14.287,11.1747,11.5381,0.201892,0.958985,2.56402,0.262459,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Yokose_2005,samp.K203-4A,Hawaii,,VOLCANICROCK,NOTGIVEN,HAWAIIANISLANDS/OAHU/DIVEK203/PACIFICOCEAN,3.4,1.2,Stratigraphic,20.6667,-158.857,44.5437,1.96487,12.0186,14.1243,10.7519,12.7467,0.179531,0.907629,2.51343,0.249349,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Yokose_2005,samp.K203-8,Hawaii,,VOLCANICROCK,NOTGIVEN,HAWAIIANISLANDS/OAHU/DIVEK203/PACIFICOCEAN,3.4,1.2,Stratigraphic,20.6667,-158.857,44.3344,2.97225,13.046,13.0169,11.3903,8.3582,0.189506,2.1843,3.48092,1.02732,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Yokose_2005,samp.K203-11,Hawaii,,VOLCANICROCK,NOTGIVEN,HAWAIIANISLANDS/OAHU/DIVEK203/PACIFICOCEAN,3.4,1.2,Stratigraphic,20.6667,-158.857,43.7256,2.86346,11.9462,13.433,10.9414,10.841,0.210992,1.91902,3.14478,0.974582,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Yokose_2005,samp.K203-12A,Hawaii,,VOLCANICROCK,NOTGIVEN,HAWAIIANISLANDS/OAHU/DIVEK203/PACIFICOCEAN,3.4,1.2,Stratigraphic,20.6667,-158.857,44.0971,2.88654,12.545,13.2141,11.0468,9.62846,0.189772,2.10747,3.28606,0.998802,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
