Area,Province,Author,Sample,Unique_Id,Flow,Rock Type,Rock_Name,Sample_Comment,Age,Uncertainty,Material,Latitude,Longditude,SiO2,TiO2,Al2O3,FeO,CaO,MgO,MnO,K2O,Na2O,P2O5,H2O,LOI,Li,Sc,Ti,V ,Cr,Co,Ni,Cu,Zn,Ga,Rb,Sr,Y ,Zr,Nb,Sn,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,Tl,Pb,Th,U ,87Sr/86Sr,143Nd/144Nd,206Pb/204Pb,207Pb/206Pb,208Pb/204Pb
OIB,Oahu,Jackson_1999,samp.5483,Hawaii,,VOLCANICROCK,BASALT,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.9,50.8954,1.88276,12.5315,10.5484,9.06966,12.0659,0.161958,0.445385,2.17631,0.222693,0,,,23.9,,239,547,53,427,,108,18.1,4.9,337,19.5,133,9,,,77,8.81,25,,16,4.23,1.47,,0.63,,,,,1.48,0.23,2.87,0.45,,,0.51,,,,,,
OIB,Oahu,Jackson_1999,samp.5015,Hawaii,,VOLCANICROCK,BASALT,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.9,51.9862,1.99674,13.3082,10.694,9.52759,9.54787,0.162172,0.304072,2.24,0.233122,0,,,,,241,539,,213,,109,19.1,3.1,332,22.2,135,7.9,,,69,,26,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Jackson_1999,samp.4784,Hawaii,,VOLCANICROCK,BASALT,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.9,52.0407,2.23798,14.2988,10.5819,10.4709,7.12914,0.162026,0.475951,2.33925,0.263292,0,,,,,272,280,,86,,110,20.4,5.1,394,22.7,159,11.3,,,98,,31,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Jackson_1999,samp.4349,Hawaii,,VOLCANICROCK,BASALT,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.9,59.0715,2.24266,16.0013,0,10.6975,8.05113,0.168199,0.504597,2.99394,0.269119,0,,,25.1,,228,281,40.3,190,,104,19.7,6.2,352,23,136,8.4,,,98,9.7,26,,16.9,4.7,1.62,,0.82,,,,,1.89,0.29,3.05,0.49,,,0.75,,,,,,
OIB,Oahu,Jackson_1999,samp.3754,Hawaii,,VOLCANICROCK,BASALT,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.9,51.4892,2.04907,15.0198,10.7292,10.4674,7.21717,0.161503,0.191785,2.46292,0.211973,0,,,27.9,,258,233,42.8,108,,115,20.1,2,349,23,140,7.9,,,70,8.35,24,,17.6,4.7,1.64,,0.73,,,,,1.78,0.27,3.04,0.45,,,0.46,,,,,,
OIB,Oahu,Jackson_1999,samp.3506,Hawaii,,VOLCANICROCK,BASALT,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.9,52.2572,2.06598,14.7151,10.3728,10.1577,7.17017,0.162038,0.273439,2.58248,0.243057,0,,,,,249,233,,111,,107,19.7,2.7,374,22.8,144,8.6,,,72,,27,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Jackson_1999,samp.3143,Hawaii,,VOLCANICROCK,BASALT,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.9,52.6395,2.1072,14.3351,10.3325,9.98895,7.15233,0.151962,0.486277,2.54283,0.2634,0,,,,,253,243,,121,,104,19.9,5,385,22.4,149,8.8,,,89,,27,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Jackson_1999,samp.2819,Hawaii,,VOLCANICROCK,BASALT,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.9,52.148,2.2761,14.648,10.352,9.89345,7.32398,0.161856,0.2529,2.64028,0.30348,0,,,,,243,272,,92,,110,20.7,2.6,437,23.5,174,13.1,,,119,,34,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Jackson_1999,samp.2737,Hawaii,,VOLCANICROCK,BASALT,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.9,52.8998,2.23151,14.3584,10.1239,9.64293,7.1186,0.15146,0.504865,2.66569,0.302919,0,,,,,233,255,,91,,104,21,6.3,428,23.4,171,13.2,,,109,,31,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Jackson_1999,samp.2394A,Hawaii,,VOLCANICROCK,BASALT,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.9,50.7941,2.53005,14.4995,11.2754,10.5978,7.18373,0.172735,0.314987,2.32684,0.304826,0,,,,,293,251,,123,,122,20.4,3.4,417,25.4,180,12.7,,,90,,32,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Jackson_1999,samp.1502,Hawaii,,VOLCANICROCK,BASALT,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.9,50.4541,2.17422,15.5447,11.2226,10.485,7.13226,0.162559,0.0914393,2.48918,0.243838,0,,,28.7,,263,252,45.2,150,,114,19.3,0.5,387,24,151,9.6,,,71,10.1,27,,19.3,5.11,1.79,,0.89,,,,,1.87,0.28,3.48,0.53,,,0.64,,,,,,
OIB,Oahu,Jackson_1999,samp.5800,Hawaii,,VOLCANICROCK,BASALT,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.9,53.3377,1.91578,13.674,10.1206,9.33562,8.13953,0.152046,0.587911,2.49355,0.243274,0,,,,,235,415,,179,,105,19.6,6.6,381,19.9,137,9.1,,,95,,28,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Jackson_1999,samp.5313,Hawaii,,VOLCANICROCK,BASALT,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.9,53.3252,1.99337,13.6399,10.3793,9.43056,7.85206,0.151779,0.465457,2.50942,0.252966,0,,,,,233,377,,130,,104,19.4,6.4,404,21,151,9.7,,,106,,34,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Jackson_1999,samp.4886,Hawaii,,VOLCANICROCK,BASALT,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.9,53.27,1.91257,14.5456,9.84767,9.91515,7.07649,0.150992,0.44291,2.587,0.251653,0,,,,,236,236,,103,,99,19.5,5.4,410,21.2,137,7.6,,,92,,25,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Jackson_1999,samp.2668,Hawaii,,VOLCANICROCK,BASALT,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.9,52.5488,1.89192,13.4761,10.5031,9.61136,8.82221,0.161875,0.485626,2.25614,0.242813,0,,,,,247,426,,210,,108,18.8,5.9,374,19.8,136,8.1,,,88,,25,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Jackson_1999,samp.1929,Hawaii,,VOLCANICROCK,BASALT,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.9,53.2201,2.03222,14.3966,9.83775,9.5776,7.34417,0.150908,0.362178,2.80688,0.271634,0,,,,,232,275,,108,,100,20.4,4.5,430,21,149,9,,,110,,28,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Hauri_2002,samp.KOO-17A,Hawaii,,VOLCANICROCK,PICRITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.65,53.0178,2.76424,13.692,7.27851,8.88933,10.9178,0.0696033,0.302277,2.62504,0.288356,0.155116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Hauri_2002,samp.KOO-17A,Hawaii,,VOLCANICROCK,PICRITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.65,51.5102,2.9592,12.6594,8.0049,8.91773,12.4387,0.100312,0.235733,2.0564,0.270842,0.846633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Hauri_2002,samp.KOO-17A,Hawaii,,VOLCANICROCK,PICRITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.65,49.305,3.46262,14.1698,8.99085,9.6694,12.0244,0.119745,0.222526,1.36709,0.169639,0.498937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Hauri_2002,samp.KOO-17A,Hawaii,,VOLCANICROCK,PICRITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.65,50.5484,3.45165,14.0736,8.8121,8.69342,11.7297,0.128572,0.413407,1.58242,0.247253,0.319451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Hauri_2002,samp.KOO-17A,Hawaii,,VOLCANICROCK,PICRITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.65,53.0057,2.93091,14.1262,6.2905,9.09182,11.0757,0.10966,0.249227,2.77141,0.229289,0.119629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Hauri_2002,samp.KOO-17A,Hawaii,,VOLCANICROCK,PICRITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.65,52.4473,2.98189,15.9067,6.60204,8.57667,9.23488,0.0897559,0.462741,3.2711,0.329105,0.0977342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Hauri_2002,samp.KOO-17A,Hawaii,,VOLCANICROCK,PICRITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.65,53.2421,2.71837,13.2234,7.31868,8.53348,11.5804,0.119489,0.331581,2.38977,0.398295,0.144382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Hauri_2002,samp.KOO-17A,Hawaii,,VOLCANICROCK,PICRITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.65,52.4058,3.06332,13.6502,7.51362,8.57131,11.7444,0.109761,0.38516,2.10541,0.299347,0.151669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Hauri_2002,samp.KOO-17A,Hawaii,,VOLCANICROCK,PICRITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.65,51.3464,2.97529,13.6056,9.0469,8.50227,11.8608,0.1412,0.159355,1.95663,0.322743,0.082703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Hauri_2002,samp.KOO-17A,Hawaii,,VOLCANICROCK,PICRITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.65,53.1194,3.18557,14.2753,6.21186,8.99923,10.4825,0.0796392,0.48779,2.72764,0.328512,0.102536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Hauri_2002,samp.KOO-17A,Hawaii,,VOLCANICROCK,PICRITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.65,53.0406,3.24636,14.1442,6.82236,8.40059,10.3684,0.119866,0.590339,2.677,0.409541,0.180798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Hauri_2002,samp.KOO-17A,Hawaii,,VOLCANICROCK,PICRITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.65,53.8178,2.71777,13.5192,6.57043,9.18865,10.9905,0.0796416,0.192135,2.63813,0.189149,0.0965655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Hauri_2002,samp.KOO-17A,Hawaii,,VOLCANICROCK,PICRITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.65,53.3384,2.89472,13.6778,6.54544,9.01241,11.0715,0.0795798,0.309367,2.65598,0.318319,0.0964905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Hauri_2002,samp.KOO-17A,Hawaii,,VOLCANICROCK,PICRITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.65,53.074,2.72866,13.2635,6.83665,9.06556,11.3145,0.0899559,0.377815,2.63871,0.539736,0.0709652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Hauri_2002,samp.KOO-17A,Hawaii,,VOLCANICROCK,PICRITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.65,53.1223,2.94182,13.1933,6.86093,8.90524,11.4781,0.0997228,0.36698,2.67257,0.289196,0.0698059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Hauri_2002,samp.KOO-17A,Hawaii,,VOLCANICROCK,PICRITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.65,53.6608,2.82058,13.5846,6.74746,9.31887,10.6644,0.119601,0.219268,2.59134,0.229234,0.0438535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Hauri_2002,samp.KOO-17A,Hawaii,,VOLCANICROCK,PICRITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.65,53.6005,2.79533,13.4575,6.2895,9.12476,11.3211,0.08985,0.325456,2.66555,0.259567,0.0708816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Hauri_2002,samp.KOO-49,Hawaii,,VOLCANICROCK,BASALT,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,54.0519,2.72053,13.6924,5.74999,9.05848,11.3007,0.0797226,0.269064,2.66074,0.269064,0.147487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Hauri_2002,samp.KOO-49,Hawaii,,VOLCANICROCK,BASALT,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,53.6085,2.82202,13.5735,5.83284,9.57898,11.4073,0.099367,0.10831,2.59348,0.228544,0.147063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Hauri_2002,samp.KOO-49,Hawaii,,VOLCANICROCK,BASALT,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,52.469,2.91051,13.7153,6.6882,9.82796,11.0041,0.0996751,0.317963,2.48191,0.269123,0.216295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Hauri_2002,samp.KOO-49,Hawaii,,VOLCANICROCK,BASALT,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,53.2604,2.49142,13.2776,7.14407,9.3053,11.3665,0.0900513,0.318181,2.35134,0.240137,0.155088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Hauri_2002,samp.KOO-49,Hawaii,,VOLCANICROCK,BASALT,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,52.7239,2.81951,13.9083,6.82461,10.0426,10.5607,0.129518,0.263022,2.38114,0.209222,0.137489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Hauri_2002,samp.KOO-49,Hawaii,,VOLCANICROCK,BASALT,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,53.3857,2.45612,13.7283,6.55964,9.78454,10.8229,0.0998422,0.40536,2.28639,0.289543,0.181713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Hauri_2002,samp.KOO-49,Hawaii,,VOLCANICROCK,BASALT,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,53.5672,2.63429,13.5082,6.23911,9.13088,11.3987,0.0891301,0.330772,2.61448,0.277294,0.209951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Hauri_2002,samp.KOO-49,Hawaii,,VOLCANICROCK,BASALT,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,53.8592,2.65292,13.7752,6.17679,9.05997,11.5627,0.0700771,0.270297,2.13235,0.240264,0.20022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Hauri_2002,samp.KOO-49,Hawaii,,VOLCANICROCK,BASALT,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,53.7947,2.74624,13.2256,6.41451,9.31939,11.3815,0.109057,0.175482,2.48847,0.168542,0.176474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Hauri_2002,samp.KOO-49,Hawaii,,VOLCANICROCK,BASALT,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,52.7848,2.73332,14.0132,6.56592,9.72508,10.8838,0.11884,0.338694,2.43622,0.217874,0.182222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Hauri_2002,samp.KOO-49,Hawaii,,VOLCANICROCK,BASALT,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,53.1787,2.68078,13.9301,6.38423,9.5813,11.021,0.0794305,0.296871,2.42263,0.228363,0.19659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Hauri_2002,samp.KOO-49,Hawaii,,VOLCANICROCK,BASALT,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,52.3736,2.65497,13.3842,6.67224,9.80451,11.6342,0.0795497,0.306267,2.23734,0.706004,0.147167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Hauri_2002,samp.KOO-49,Hawaii,,VOLCANICROCK,BASALT,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,52.9562,2.74876,13.4639,6.27718,9.59568,11.5148,0.0899595,0.317857,2.37893,0.509771,0.146934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Hauri_2002,samp.KOO-49,Hawaii,,VOLCANICROCK,BASALT,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,51.5347,2.91331,13.0751,7.52687,9.55525,12.0907,0.0994303,0.301274,2.15764,0.348006,0.397721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Hauri_2002,samp.KOO-49,Hawaii,,VOLCANICROCK,BASALT,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,53.1274,2.77797,13.267,6.98941,9.44114,11.0624,0.0988601,0.328216,2.45173,0.266922,0.188823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Hauri_2002,samp.KOO-49,Hawaii,,VOLCANICROCK,BASALT,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,53.2316,2.64918,13.5336,5.97305,9.48544,11.5195,0.119064,0.223245,2.6591,0.357192,0.249043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Hauri_2002,samp.KOO-49,Hawaii,,VOLCANICROCK,BASALT,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,53.3744,2.68363,13.9251,6.30156,9.37283,10.814,0.109333,0.238545,2.73333,0.208727,0.238545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Hauri_2002,samp.KOO-49,Hawaii,,VOLCANICROCK,BASALT,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,52.7931,2.62277,13.243,7.64974,9.60688,11.0772,0.129151,0.231479,2.26512,0.178825,0.202668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Hauri_2002,samp.KOO-49,Hawaii,,VOLCANICROCK,BASALT,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,52.9377,2.62452,13.3512,7.20748,9.70275,11.0747,0.109355,0.220698,2.44557,0.188886,0.137191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Hauri_2002,samp.KOO-49,Hawaii,,VOLCANICROCK,BASALT,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,53.032,2.59514,13.5205,6.93358,9.47919,11.3017,0.089146,0.21395,2.48618,0.188197,0.160463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Hauri_2002,samp.KOO-49,Hawaii,,VOLCANICROCK,BASALT,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,51.9324,2.92001,13.8427,6.95621,9.88619,11.122,0.109625,0.328875,2.46158,0.279046,0.161448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Hauri_2002,samp.KOO-49,Hawaii,,VOLCANICROCK,BASALT,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.34,-157.85,53.5627,2.79232,13.463,6.05335,9.19471,11.5582,0.0797806,0.244328,2.60284,0.249314,0.199452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Guillou_2000,samp.OW174,Hawaii,,VOLCANICROCK,BASALT_ALKALINE,HAWAIIANISLANDS/OAHU/WAIANAE/SHIELDSTAGE/KAMEILE+AF4-UNUMEMBER/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.408,-158.127,47.4411,2.56028,12.5282,12.4748,9.73514,11.3442,0.172035,0.718498,2.40849,0.425027,0,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Oahu,Guillou_2000,samp.KA7,Hawaii,,VOLCANICROCK,BASALT_THOLEIITIC,HAWAIIANISLANDS/OAHU/WAIANAE/SHIELDSTAGE/KAMAILEUNUMEMBER/PACIFICOCEAN,3.4,1.2,Stratigraphic,21.43,-158.18,52.0883,2.37088,14.2455,10.6666,10.0205,7.27474,0.151979,0.344486,1.94533,0.253299,0,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
