Unnamed: 0,Area,Province,Author,Sample,Unique_Id,Flow,RockType,Rock_Name,Sample_Comment,Age,Uncertainty,Material,Latitude,Longitude,SiO2,TiO2,Al2O3,FeO,CaO,MgO,MnO,K2O,Na2O,P2O5,H2O,LOI,Li,Sc,Ti,V,Cr,Co,Ni,Cu,Zn,Ga,Rb,Sr,Y,Zr,Nb,Sn,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,Tl,Pb,Th,U,87Sr/86Sr,143Nd/144Nd,206Pb/204Pb,207Pb/206Pb,208Pb/204Pb,Fe2O3,Cr2O3,NiO,CoO,CO2,FeO_tot,src_FeIII_totFe,Total,SiO2_primary_wt,Al2O3_primary_wt,FeO_primary_wt,Fe2O3_primary_wt,MgO_primary_wt,CaO_primary_wt,Na2O_primary_wt,K2O_primary_wt,TiO2_primary_wt,MnO_primary_wt,Cr2O3_primary_wt,P2O5_primary_wt,NiO_primary_wt,CoO_primary_wt,H2O_primary_wt,CO2_primary_wt,ol_added,P,T,P_err,T_err
2687,1,MARR89,JennerandO'Neill/2012,GIL0103-008-001,0.0,0.0,0.0,0.0,LA-ICP-MS,0.0,0.0,GL,36.48,-33.67,49.7422039842458,1.1416571882834747,15.702793607267445,7.742638934644614,12.418025556767622,8.993053991917197,0.0,0.12017444087194475,2.3734452072209087,0.10014536739328729,0.18213882344858798,0.0,4.6,36.5,1.049141443,248.0,402.0,45.4,143.0,82.0,89.4,17.0,2.890975158,93.0,19.9,51.3,5.14238585,0.740259456,0.0,0.325843585,3.595114122,9.093721866,1.308558055,6.615897029,2.10813728,0.812389393,2.811952551,0.483214476,3.41521059,0.788656723,2.207257275,0.0,2.196043794,0.32,1.433002342,0.279193245,0.0,0.337871439,0.332,0.119,0.0,0.0,0.0,0.0,0.0,1.4008769617745163,0.058841732530775535,0.018223202141138005,0.005781001492681641,0.0,8.99,0.14,99.99999999999999,48.83342482682143,14.130915693363619,8.05822876591754,1.2606466555383704,12.94186619584259,11.174958839139594,2.135859068448454,0.10814476295941539,1.0273752481144482,0.0,0.05295156915639628,0.0901206357995128,0.01639902679484786,0.005202312834226258,0.16390639926957057,0.0,0.09543193125282684,1.354702534277106,1359.9247647699672,0.24,39.0
2692,1,MARR89,JennerandO'Neill/2012,ALV0826-002,0.0,0.0,0.0,0.0,LA-ICP-MS,0.0,0.0,GL,36.46,-33.7,49.29553747206956,0.7309718130126098,16.361752636474034,7.1647253650244185,13.598078384535947,9.272327381502421,0.0,0.05006656253511027,1.9525959388693004,0.10013312507022054,0.08949799112351477,0.0,3.4,40.9,0.721851902,220.0,425.0,47.5,155.0,117.0,76.5,15.4,1.114427741,76.0,17.2,30.7,1.859667173,0.634226522,0.013,0.187018448,1.698747734,4.468950263,0.734545236,4.230427479,1.589863,0.649256759,2.320420093,0.414167266,2.972966374,0.647388222,1.930678463,0.0,1.898834658,0.27,0.944289506,0.117965018,0.002,0.187375517,0.126,0.042,0.0,0.0,0.0,0.0,0.0,1.296314962640695,0.06220069463111958,0.019750007256037618,0.006047665255022307,0.0,8.32,0.14,100.0,48.79360181774845,15.401448674464365,7.358689505628337,1.2202316467334953,11.591521660410042,12.799979987712701,1.8379941808571252,0.0471280559194135,0.688069616423437,0.0,0.05855001155204248,0.094256111838827,0.018590839858810652,0.00569271569464575,0.08424517515829663,0.0,0.05704856199905709,1.1356739373614004,1326.6966050620767,0.24,39.0
2693,1,MARR89,Cooperetal./2004,AII0127-1-012-A,0.0,0.0,0.0,0.0,ICP-MS,0.0,0.0,GL,36.284,-33.761,50.142287123169446,1.0302524583455919,15.233732952042104,7.922541380167083,12.31301724488761,9.302279478266025,0.1700416678822822,0.09002205946709056,2.110517171950679,0.1000245105189895,0.15185721186992987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.067,0.0,26.2,55.1,0.0,0.0,0.0,0.0,2.935,7.591,1.196,6.26,2.189,0.836,3.02529,0.635,4.145,0.924,2.69977,0.0,2.568,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4334267414331867,0.0,0.0,0.0,0.0,9.21,0.14,100.00000000000001,49.176868769038386,13.68142547436951,8.22307661852048,1.2873614889814315,13.29243306174284,11.058328797733964,1.895456845103059,0.0808488701702727,0.9252704030597874,0.1527145325438482,0.0,0.08983207796696978,0.0,0.0,0.13638306076945347,0.0,0.0970654627539504,1.2970757453107318,1363.3345647149076,0.24,39.0
2706,1,MARR89,Galeetal./thisstudy,KNO0042-146-107,0.0,0.0,0.0,0.0,ICP-MS,0.0,0.0,GL,36.532,-33.49,56.98883343160932,1.1870404823323937,16.270077803711892,0.0,13.743532923885146,8.679552884577227,0.20691531343408698,0.1742444744708101,2.3414101257015103,0.13068335585310756,0.2320829675210577,0.0,5.0,43.3,1.05544,269.0,195.0,43.3,62.0,78.0,71.2,13.1,3.43314,97.0,26.5,61.8,6.77112,0.0,0.0,0.0,4.55306,10.65551,1.63379,8.08281,2.51213,0.91496,3.59312,0.63806,4.29817,0.94226,2.63076,0.0,2.67261,0.42,1.70948,0.41175,0.0,0.0,0.447,0.134,0.0,0.0,0.0,0.0,0.0,0.0,0.03103860384867158,0.0085918861333591,0.005995746921400748,0.0,0.0,0.14,99.99999999999996,,,,,,,,,,,,,,,,,,,,0.24,39.0
2708,1,MARR89,Galeetal./thisstudy,KNO0042-011-203,0.0,0.0,0.0,0.0,ICP-MS,0.0,0.0,GL,36.615,-33.46,55.9413437263585,1.1412078438928352,16.508734829129367,0.0,14.126601951100632,9.118583063337898,0.19943438048612652,0.19943438048612652,2.3156547512000247,0.1329562536574177,0.25841000751470344,0.0,4.7,43.4,1.01982,261.0,250.0,42.7,79.0,82.0,64.3,13.2,4.25441,105.0,23.4,57.0,8.52767,0.0,0.048,0.0,5.21548,11.66143,1.67967,7.9233,2.38567,0.85176,3.248,0.58114,3.86734,0.83605,2.36757,0.0,2.34741,0.38,1.5891,0.48589,0.0,0.0,0.565,0.177,0.0,0.0,0.0,0.0,0.0,0.0,0.04048517923868368,0.011138133157955048,0.006015500439695719,0.0,0.0,0.14,99.99999999999996,,,,,,,,,,,,,,,,,,,,0.24,39.0
2709,1,MARR89,Galeetal./thisstudy,KNO0042-024-009,0.0,0.0,0.0,0.0,ICP-MS,0.0,0.0,GL,36.607,-33.475,56.356615779032694,1.1919939694117052,16.440925830354242,0.0,13.562958408711564,9.138620432156406,0.18255763495494587,0.25772842581874705,2.244385041504922,0.17181895054583138,0.3665463069942503,0.0,4.8,41.7,1.09013,269.0,411.0,43.2,113.0,78.0,66.3,13.6,7.18072,129.0,22.6,69.6,12.40985,0.0,0.0,0.0,7.58271,17.06663,2.28373,9.98141,2.60622,0.92287,3.27975,0.56178,3.74889,0.79806,2.24622,0.0,2.22561,0.34,1.761,0.68557,0.0,0.0,0.728,0.226,0.0,0.0,0.0,0.0,0.0,0.0,0.06450916725400656,0.01544142277897591,0.005898630481713666,0.0,0.0,0.14,99.99999999999999,,,,,,,,,,,,,,,,,,,,0.24,39.0
2710,1,MARR89,Galeetal./thisstudy,KNO0042-011-094,0.0,0.0,0.0,0.0,ICP-MS,0.0,0.0,GL,36.615,-33.46,56.01516621395691,1.2469885307677564,16.442592131362453,0.0,13.297532562611917,9.567602267041105,0.18760004445178638,0.30898830850882464,2.3284476105486425,0.1655294509868703,0.353260153351969,0.0,4.6,40.4,1.1377,257.0,396.0,41.7,118.0,72.0,64.5,13.2,6.66922,123.0,23.1,69.7,11.59967,0.0,0.074,0.0,7.18975,16.00592,2.16337,9.61987,2.59179,0.92077,3.37756,0.56315,3.78554,0.81517,2.30975,0.0,2.30161,0.37,1.80368,0.64718,0.0,0.0,0.706,0.217,0.0,0.0,0.0,0.0,0.0,0.0,0.06387159122847615,0.01657004980862234,0.005851085374648597,0.0,0.0,0.14,99.99999999999997,,,,,,,,,,,,,,,,,,,,0.24,39.0
2715,1,MARR89,Galeetal./thisstudy,GIL0103-004-005,0.0,0.0,0.0,0.0,ICP-MS,0.0,0.0,GL,36.443,-33.627,50.7226969387064,0.9109464024910761,15.3259224419103,7.661960180952413,13.043551235668923,8.538871223350416,0.0,0.11011440030111908,1.9019760052011474,0.10010400027374462,0.2087769029709218,0.0,4.7,39.1,0.879,249.0,464.0,44.2,120.0,84.0,71.2,14.3,3.442,96.0,21.3,48.1,7.485,0.469,0.038,0.294,4.579,10.428,1.479,7.092,2.065,0.762,2.923,0.517,3.467,0.76,2.183,0.0,2.144,0.35,1.348,0.426,0.008,0.301,0.5,0.164,0.0,0.0,0.0,0.0,0.0,1.3862797413298993,0.06788877115524879,0.015285880841800801,0.00562587484658453,0.0,8.9,0.14,100.00000000000001,49.61837924117989,13.647749855831877,8.031277444515347,1.2344835497888307,12.89571094231326,11.615295925636117,1.6937116084964388,0.09805698786032027,0.8111987177535598,0.0,0.06045502123989345,0.08914271623665482,0.013612092769337215,0.005009847395314882,0.18591604898316763,0.0,0.10394265232974917,1.1385469942472712,1346.9994326323122,0.24,39.0
2719,1,MARR90,Cooperetal./2004,AII0127-1-011-006,0.0,0.0,0.0,0.0,ICP-MS,0.0,0.0,GL,36.152,-33.986,50.548872345992166,1.1108542527034513,15.181674786947166,8.047188329719326,12.19938138779736,8.656657014310678,0.16012313552482177,0.16012313552482177,2.1216315457038886,0.14010774358421907,0.21740718725882677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.022,0.0,23.4,58.7,7.966,0.0,0.045,0.0,4.742,10.862,1.569,7.457,2.285,0.816,2.85324,0.591,3.785,0.842,2.4299,0.0,2.336,0.39,1.669,0.495,0.0,0.0,0.537,0.187,0.0,0.0,0.0,0.0,0.0,1.4559791349332745,0.0,0.0,0.0,0.0,9.35,0.14,100.00000000000003,49.272316992847095,13.231805751262993,8.450001059369981,1.2689794348574002,13.73631978002373,10.632545293862611,1.8491383119761098,0.13955760845102688,0.9681809086289968,0.13955760845102688,0.0,0.12211290739464879,0.0,0.0,0.1894843428743816,0.0,0.12087912087912095,1.3286154509414705,1370.4812242004418,0.24,39.0
2721,1,MARR91,Cooperetal./2004,AII0127-1-010-A,0.0,0.0,0.0,0.0,ICP-MS,0.0,0.0,GL,35.945,-34.167,50.92822264587523,1.0005544724140518,14.768184012831403,7.95080605959102,12.606986352417051,8.684812820553969,0.17009426031038882,0.12006653668968621,2.0411311237246657,0.11006099196554571,0.18054004900239154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.237,0.0,21.9,51.3,5.588,0.0,0.029,0.0,3.798,9.022,1.325,6.635,2.09,0.774,2.63004,0.552,3.557,0.796,2.3265,0.0,2.237,0.37,1.449,0.36,0.0,0.0,0.362,0.123,0.0,0.0,0.0,0.0,0.0,1.4385406746245908,0.0,0.0,0.0,0.0,9.24,0.14,100.0,49.667469896683436,12.961815319347558,8.338924680727727,1.2625857409179673,13.524871863776008,11.064964297004014,1.7914704099911285,0.10538061235241925,0.8781717696034953,0.14928920083259392,0.0,0.09659889465638441,0.0,0.0,0.15845731410725464,0.0,0.11543564794338795,1.230134888402172,1365.7210103986836,0.24,39.0
2736,1,MARR92,Kelley/Kingsley/andSchilling/inrevision,TRI0119-007-001,0.0,0.0,0.0,0.0,ICP-MS,0.0,0.0,WR,35.33,-34.9,49.72644341168197,1.3146648005913901,15.294268367185332,6.662841636707142,13.397538235034395,8.530267790096806,0.1404985283074768,0.6723858140429247,2.0472642696232333,0.26092583828531407,0.6753964967923707,0.0,0.0,38.0,1.242070117,241.0,356.0,36.9,118.0,57.0,0.0,17.3,14.63,277.0,20.2,107.1,29.02,0.861,0.167,0.0,16.47,33.65,4.03,16.14,3.48,1.185,3.7,0.567,3.43,0.704,2.02,0.0,1.86,0.28,2.07,1.7283,0.0,0.0,1.712,0.458,0.703556,0.512835,18.737,15.507,38.557,1.2055090554527415,0.05221824502487007,0.015068968941435128,0.004708542232582218,0.0,7.72,0.14,99.99999999999996,49.27156737709468,14.519479147319798,6.854676840305989,1.144439418240214,10.57044183440848,12.71883507983722,1.9435523268065844,0.638323558313928,1.2480654647630516,0.13338104203574613,0.04957293160717353,0.24770764949495716,0.014305593119198188,0.004470013152569896,0.6411817235004095,0.0,0.04942965779467684,1.063362642001087,1290.659890550235,0.24,39.0
2738,1,MARR93,DEBAILLE/2006,NAUOCNT-019-002,0.0,0.0,0.0,0.0,ICP-MS,0.0,0.0,WR,34.74,-36.49,50.18185592883185,0.8907429552584831,15.112605195958533,7.591531982277131,13.241044155134531,8.99750468289187,0.1701419128021822,0.09007513030703763,2.15179477955701,0.09007513030703763,0.10909099114963444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13,81.0,18.6,44.2,0.0,0.0,0.0,0.0,1.99,5.45,0.9,4.94,1.86,0.73,2.8,0.5,3.44,0.74,2.25,0.0,2.13,0.31,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3735371555246876,0.0,0.0,0.0,0.0,8.82,0.14,99.99999999999999,49.3121304354808,13.729587405932056,7.886810697820248,1.2478390183258803,12.612886236226622,12.029300753674255,1.9548750279969482,0.0818319779161514,0.8092273371708301,0.15457151384161907,0.0,0.0818319779161514,0.0,0.0,0.09910761769844982,0.0,0.08759124087591247,1.2110840539899723,1353.9308157669493,0.24,39.0
2780,1,MARR93,NIU/2001,NAUOCNT-019-004,0.0,0.0,0.0,0.0,ICP-MS,0.0,0.0,WR,34.738,-36.492,48.57052109691085,0.7500080465860229,17.820191186883907,7.439079811404567,11.970128423512929,9.3100998849545,0.15000160931720458,0.0500005364390682,2.380025534499646,0.07000075101469548,0.07328078620509837,0.0,3.4,32.6,0.0,167.0,288.0,49.9,175.0,92.0,54.8,14.5,0.0,101.0,15.9,33.3,1.22,0.0,0.0,0.18,1.152,3.664,0.648,3.375,1.335,0.563,1.977,0.364,2.582,0.586,1.793,0.0,1.71,0.28,0.963,0.084,0.0,0.0,0.067,0.038,0.0,0.0,0.0,0.0,0.0,1.3459539586649865,0.04209453161818104,0.02226898891655,0.006344853071811068,0.0,8.65,0.14,100.00000000000003,47.99951533605349,16.524613877054993,7.669853236360545,1.2480993739058606,12.171686132220627,11.099866897213703,2.20699107897816,0.04636535880206233,0.6954803820309334,0.13909607640618682,0.03903414245285424,0.0649115023228872,0.020649971676468468,0.005883564660938859,0.06795306986030239,0.0,0.07019990701999074,1.419045157906401,1341.0205151970417,0.24,39.0
2782,1,MARR93,PINEAU/2004+ADs-NIU/2001,NAUOCNT-019-007,0.0,0.0,0.0,0.0,MS+ADs-ICP-MS,0.0,0.0,GL,34.746,-36.479,50.21782896150388,0.999757693838421,14.766421137993479,8.279793268831035,11.757150479539831,9.437712629834694,0.21994669264445263,0.06998303856868948,2.4694015037809,0.08997819244545789,0.06790354256550556,0.0,2.7,42.8,0.0,184.0,595.0,55.5,252.0,81.0,41.8,14.1,0.51,102.0,14.3,27.1,1.05,0.0,0.0,0.12,1.106,3.396,0.639,3.382,1.278,0.538,1.748,0.329,2.403,0.534,1.543,0.0,1.522,0.23,0.799,0.0,0.0,0.09,0.066,0.0,0.0,0.0,0.0,0.0,0.0,1.4980643856013034,0.08694412779619706,0.032059229968316644,0.007055115087821317,0.0,9.63,0.14,99.99999999999999,49.07620156340916,13.00569710672152,8.604480229614495,1.319437625638851,14.077991568654976,10.355246985446536,2.1749540862289947,0.06163837491337219,0.8805482130481754,0.19372060687059833,0.07657705145737731,0.07924933917433574,0.02823653954781587,0.006213874643543682,0.059806834630232134,0.0,0.11268855368234258,1.458608346460989,1391.4670043464407,0.24,39.0
2784,1,MARR93,Galeetal./thisstudy,AII0127-1-008,0.0,0.0,0.0,0.0,ICP-MS,0.0,0.0,GL,34.708,-36.486,50.010312363095046,0.8101670602821397,16.23334739306065,7.311507667484494,12.292534778848761,9.421942849207106,0.1500309370892851,0.040008249890476036,2.240461993866658,0.07001443730833307,0.09679996061000677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,91.0,20.6,42.7,1.746,0.0,0.007,0.0,1.624,4.839,0.856,4.89,1.772,0.749,2.51844,0.488,3.338,0.738,2.13004,0.0,2.111,0.32,1.219,0.0,0.0,0.189,0.105,0.04,0.702824,0.513164,18.481,15.521,38.101,1.3228723092570367,0.0,0.0,0.0,0.0,8.5,0.14,99.99999999999999,49.43129222313403,15.219594768569694,7.510425163562766,1.240260556862149,11.878856691975505,11.524881066279828,2.100547891657187,0.03750978377959263,0.7595731215367504,0.14066168917347224,0.0,0.06564212161428709,0.0,0.0,0.09075492185472432,0.0,0.060591827148896236,1.1576078987451464,1328.6601316592487,0.24,39.0
2792,1,MARR95,DEBAILLE/2006,CHR0098-003-010,0.0,0.0,0.0,0.0,ICP-MS,0.0,0.0,WR,33.733,-37.667,49.18843807163198,0.8413416408098322,16.856880731939853,6.942671092187422,13.761945410389401,8.773991397016822,0.15023957871604146,0.17027152254484704,1.7828430007636922,0.1101756910584304,0.1650632171493576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,86.0,18.3,52.4,0.0,0.0,0.0,0.0,3.55,8.24,1.17,5.64,1.86,0.65,2.66,0.47,3.28,0.71,2.17,0.0,2.06,0.31,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2561386457923074,0.0,0.0,0.0,0.0,8.06,0.14,99.99999999999997,48.676143292160646,15.83582130820192,7.1603856962012795,1.1800514845788188,11.194349073503698,12.928353224877847,1.6748521645038272,0.15995779099193855,0.7903796731366373,0.14113922734582823,0.0,0.10350210005360726,0.0,0.0,0.15506496444394988,0.0,0.05882352941176475,1.101661696297511,1312.1634509592154,0.24,39.0
2826,1,MARR95,NIU/2001,NAUOCNT-010-011,0.0,0.0,0.0,0.0,ICP-MS,0.0,0.0,WR,33.996,-37.676,50.450755179634676,0.79969495034095,15.394127794063284,7.444760140199073,13.584817968916884,8.63670546368226,0.15993899006818996,0.04998093439630937,1.899275507059756,0.07996949503409498,0.08784649029495335,0.0,3.7,43.4,0.0,130.0,341.0,39.5,81.0,82.0,59.5,13.3,1.0,70.0,18.5,33.3,1.7,0.0,0.01,0.17,1.635,4.394,0.84,4.342,1.635,0.679,2.37,0.435,3.109,0.666,2.015,0.0,1.87,0.29,1.015,0.107,0.0,0.077,0.106,0.051,0.0,0.0,0.0,0.0,0.0,1.3469817015070198,0.04982155519270642,0.010303319721127193,0.0050205098887076815,0.0,8.66,0.14,100.0,49.52868789671071,13.943463977330724,7.7687561491639485,1.2200490397598125,12.388608964139523,12.304654250124935,1.7202975036966435,0.04527098693938548,0.7243357910301677,0.1448671582060334,0.04512662681623313,0.0724335791030167,0.009332387602619613,0.004547402731580849,0.07956828664466374,0.0,0.0900818926296634,1.100223355435672,1342.796500835711,0.24,39.0
2827,1,MARR95,NIU/2001,NAUOCNT-009-006,0.0,0.0,0.0,0.0,ICP-MS,0.0,0.0,WR,33.938,-37.697,49.265145399548615,0.7697678968679471,16.285089662310202,7.5227317193913015,12.866120561935688,9.497136389929217,0.15995177077775524,0.03998794269443881,1.9993971347219406,0.06997889971526793,0.08393469171562706,0.0,3.2,38.7,0.0,60.0,391.0,44.2,133.0,89.0,58.2,13.0,0.66,93.0,17.3,35.3,1.14,0.0,0.01,0.12,1.392,4.198,0.753,3.876,1.586,0.673,2.178,0.405,2.787,0.602,1.877,0.0,1.711,0.28,0.976,0.073,0.0,0.014,0.07,0.027,0.0,0.0,0.0,0.0,0.0,1.361089112415053,0.057131333558742455,0.016919148478658903,0.005618335939525674,0.0,8.75,0.14,100.0,48.64398501551052,15.101118489736717,7.74557576710369,1.2621341600126341,12.346625726646058,11.930717922830668,1.8540354192433046,0.03708070838486613,0.7138036364086737,0.14832283353946452,0.052977727199375664,0.06489123967351575,0.01568907947206427,0.005209867338604982,0.07783240689983405,0.0,0.07019990701999074,1.2555236557805445,1343.6094193006543,0.24,39.0
2828,1,MARR95,NIU/2001,NAUOCNT-010-006,0.0,0.0,0.0,0.0,ICP-MS,0.0,0.0,WR,33.984,-37.677,50.24180324237033,0.7698743979427892,15.32749937722462,7.3861949706007275,13.567786467641104,8.988533555202176,0.15997390087122892,0.049991844022259035,1.929685179259199,0.07998695043561446,0.08636590973285471,0.0,3.2,40.6,0.0,80.0,400.0,43.3,94.0,81.0,59.4,13.0,0.95,69.0,17.9,31.4,1.52,0.0,0.01,0.12,1.477,4.319,0.766,3.912,1.605,0.663,2.33,0.423,2.984,0.64,1.947,0.0,1.777,0.28,0.988,0.092,0.0,0.045,0.101,0.047,0.0,0.0,0.0,0.0,0.0,1.3363854955434902,0.058454463378347046,0.01195954884544503,0.005504696929794586,0.0,8.59,0.14,99.99999999999996,49.4774776954707,14.099924292842223,7.652385823906665,1.2293547596690606,12.160340765302765,12.481146291837513,1.7751372397381289,0.04598801139217947,0.7082153754395634,0.1471616364549744,0.05377286196064758,0.0735808182274872,0.011001711965351088,0.005063827311614533,0.07944888848112924,0.0,0.0770650669127827,1.0928338877548065,1339.162265697555,0.24,39.0
2829,1,MARR95,NIU/2001,NAUOCNT-014-001,0.0,0.0,0.0,0.0,ICP-MS,0.0,0.0,WR,34.07,-37.636,48.64327205560106,0.6896210749612641,16.8507410490535,7.452105303081419,13.162767474260653,9.474793899467805,0.15991213332435114,0.029983524998315834,1.9789126498888452,0.05996704999663167,0.07887665976223619,0.0,3.2,42.3,0.0,72.0,342.0,40.4,123.0,101.0,53.7,12.7,0.53,79.0,16.7,30.4,0.92,0.0,0.01,0.13,1.324,3.946,0.742,3.918,1.448,0.646,2.121,0.395,2.807,0.607,1.936,0.0,1.784,0.28,0.905,0.062,0.0,0.014,0.055,0.034,0.0,0.0,0.0,0.0,0.0,1.3483106630599495,0.04995926895679381,0.01564315457974633,0.00513403900742829,0.0,8.67,0.14,99.99999999999999,48.09713435308746,15.688257523041507,7.666431580023126,1.2552946390648796,12.181818889790444,12.254706499315345,1.8423932322433094,0.027915048973383486,0.6420461263878193,0.1488802611913789,0.04651272456062691,0.05583009794676697,0.014563978925638496,0.004779856615647155,0.07343518883264744,0.0,0.0667288847410173,1.3100720634345886,1342.720572153196,0.24,39.0
2830,1,MARR95,NIU/2001,NAUOCNT-012-003,0.0,0.0,0.0,0.0,ICP-MS,0.0,0.0,WR,33.927,-37.664,48.126823122448705,0.5497352589272438,17.241696757263554,7.16035172345998,13.43353069087665,10.025172085527737,0.1599229844151982,0.02998555957784966,1.76914801509313,0.05997111915569932,0.06510864503003758,0.0,2.9,49.2,0.0,92.0,394.0,48.3,152.0,86.0,49.1,12.5,0.77,67.0,19.6,22.9,1.17,0.0,0.0,0.06,1.103,3.257,0.573,2.919,1.178,0.525,1.771,0.373,2.838,0.684,2.197,0.0,2.365,0.38,0.728,0.075,0.0,0.001,0.075,0.041,0.0,0.0,0.0,0.0,0.0,1.2955236389384792,0.05755932062773372,0.01933268977849227,0.006138388879520971,0.0,8.33,0.14,100.00000000000003,47.86413746753697,16.623873122626925,7.2688960922891805,1.2491009965132505,11.422279896166833,12.952165493803253,1.7057539377999809,0.028911083691525095,0.5300365343446269,0.1541924463548005,0.05549679109957353,0.05782216738305019,0.018639939358715944,0.00591843130911764,0.06277559972219819,0.0,0.03521466473709602,1.2263169437559056,1322.9373337328975,0.24,39.0
2831,1,MARR95,NIU/2001,NAUOCNT-014-002,0.0,0.0,0.0,0.0,ICP-MS,0.0,0.0,WR,34.07,-37.636,48.67125419363052,0.6898760352014186,16.926958370956548,7.3946712410865105,13.117642872235669,9.518289645097832,0.1599712545394594,0.03999281363486485,1.939651461290945,0.059989220452297265,0.07370675552905592,0.0,3.2,39.9,0.0,70.0,334.0,40.2,127.0,101.0,52.3,12.5,0.56,81.0,16.0,29.3,0.88,0.0,0.0,0.11,1.268,3.686,0.726,3.812,1.433,0.629,2.075,0.394,2.753,0.593,1.845,0.0,1.737,0.28,0.891,0.068,0.0,0.042,0.056,0.033,0.0,0.0,0.0,0.0,0.0,1.3379191085849258,0.04880866950127991,0.01615784657374105,0.005110511684941432,0.0,8.6,0.14,100.00000000000004,48.16082343688326,15.838190445939745,7.595147596431959,1.2518620994181915,12.041920119554064,12.27389596283102,1.8148901042600747,0.037420414520826305,0.6455021504842537,0.14968165808330522,0.04566922101613916,0.05613062178123949,0.015118549099186107,0.004781795734854671,0.06896582396188292,0.0,0.06235349273323961,1.2826898528843031,1337.8712619334378,0.24,39.0
2832,1,MARR95,NIU/2001,NAUOCNT-009-012,0.0,0.0,0.0,0.0,ICP-MS,0.0,0.0,WR,33.921,-37.691,49.55425837078428,0.7899084768547131,16.06813825703195,7.481133194717675,13.11848002067574,9.20893300231887,0.15998146366677735,0.04999420739586792,1.989769454355543,0.06999189035421509,0.08045067854143065,0.0,3.3,39.1,0.0,285.0,379.0,40.3,117.0,93.0,57.2,13.1,0.68,89.0,16.5,34.1,1.19,0.0,0.01,0.16,1.391,4.023,0.775,4.059,1.517,0.671,2.267,0.414,2.843,0.61,1.844,0.0,1.729,0.27,0.989,0.091,0.0,0.023,0.073,0.032,0.0,0.0,0.0,0.0,0.0,1.3535626843650066,0.05538822241558882,0.01488652516523061,0.005123551357129992,0.0,8.7,0.14,100.00000000000001,48.85769671295671,14.803428570717953,7.732742583559663,1.2470249006737046,12.310766174632832,12.08593546034969,1.8331563693670592,0.04605920526047896,0.7277354431155668,0.14738945683353277,0.051028661881806874,0.06448288736467064,0.013714819254386506,0.0047202809267891405,0.07411847310516285,0.0,0.07578558225508322,1.2158653123232024,1343.2307842721311,0.24,39.0
2833,1,MARR95,NIU/2001,NAUOCNT-009-005,0.0,0.0,0.0,0.0,ICP-MS,0.0,0.0,WR,33.942,-37.694,49.029003133275786,0.7896618241648905,16.41297107947785,7.487393493784213,13.004430800487626,9.51592476715159,0.1499357893983969,0.029987157879679382,1.999143858645292,0.06997003505258523,0.0834442646598545,0.0,3.4,38.2,0.0,39.0,360.0,39.9,124.0,92.0,57.3,13.0,0.65,90.0,16.7,34.4,1.14,0.0,0.01,0.15,1.499,4.174,0.798,4.081,1.559,0.694,2.209,0.413,2.872,0.602,1.912,0.0,1.756,0.28,1.007,0.075,0.0,0.042,0.064,0.027,0.0,0.0,0.0,0.0,0.0,1.354695361325686,0.05259507594832727,0.01577224547278203,0.00507111327545364,0.0,8.71,0.14,100.00000000000003,48.44847915410191,15.265418792963976,7.702420616486302,1.2599785820240497,12.256353442054468,12.095194792719917,1.8593689150991446,0.02789053372648715,0.7344507214641612,0.139452668632436,0.04891776491356031,0.06507791202847017,0.014669491055674692,0.0047165542132193775,0.07761005851623819,0.0,0.06759906759906764,1.2711751917268768,1343.132081095755,0.24,39.0
