Area,Province,Author,Sample,Volcano,Stage,Rock Type,Rock_Name,Sample_Comment,Age,Uncertainty,Material,Latitude,Longditude,SiO2,TiO2,Al2O3,FeO,CaO,MgO,MnO,K2O,Na2O,P2O5,H2O,LOI,Li,Sc,Ti,V ,Cr,Co,Ni,Cu,Zn,Ga,Rb,Sr,Y ,Zr,Nb,Sn,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,Tl,Pb,Th,U ,87Sr/86Sr,143Nd/144Nd,206Pb/204Pb,207Pb/206Pb,208Pb/204Pb
OIB,Kauai,Garcia_2010,samp.KV05-1,Kauai,Rejuvenated,VOLCANICROCK,BASANITE,HAWAIIANISLANDS/KAUAI/KAUAI/REJUVENATEDSTAGE/KOLOASERIES/PACIFICOCEAN,3.7,0.2,Stratigraphic,21.8985,-159.576,44.8733,2.54561,11.9871,12.2374,11.0898,12.2895,0.201633,0.936584,3.27653,0.391167,0,0.17,5.09,25.3,,257,492,,349,,115,,22.9,534,21.4,128,39.8,,0.2,459,27.8,49.8,5.86,23.4,5.31,1.87,5.09,0.76,4.45,0.74,1.96,0.23,1.4,0.2,,2.09,,,2.88,0.7,0.703165,0.513049,18.1373,15.4356,37.784
OIB,Kauai,Garcia_2010,samp.KALOKO,Kauai,Rejuvenated,VOLCANICROCK,FOIDITE,HAWAIIANISLANDS/KAUAI/KAUAI/REJUVENATEDSTAGE/KOLOASERIES/PACIFICOCEAN,3.7,0.2,Stratigraphic,22,-159.5,40.3369,3.13512,10.852,13.4163,11.9974,14.1401,0.217237,0.503594,2.03413,0.543092,0,2.86,,,,325,497,,385,,114,,4.5,680,20.6,167,55.7,,,890,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Kauai,Garcia_2010,samp.KV03-15,Kauai,Rejuvenated,VOLCANICROCK,FOIDITE,HAWAIIANISLANDS/KAUAI/KAUAI/REJUVENATEDSTAGE/KOLOASERIES/PACIFICOCEAN,3.7,0.2,Stratigraphic,21.9688,-159.463,40.5337,2.92037,9.85574,12.7299,12.5923,15.3996,0.222158,1.14411,3.21119,0.640219,0,0.743407518,6.82,23.4,,303,648,,413,,122,,32.8,790,20.6,168,63.4,,0.55,669,37,77.2,9.58,42.8,8.93,2.85,10.9,1,5.62,0.9,2.18,0.24,1.57,0.17,,3.96,,,4.7,1.16,0.703156,0.513044,18.1754,15.4552,37.8472
OIB,Kauai,Garcia_2010,samp.KV03-20,Kauai,Rejuvenated,VOLCANICROCK,BASALT_ALKALINE,HAWAIIANISLANDS/KAUAI/KAUAI/REJUVENATEDSTAGE/KOLOASERIES/PACIFICOCEAN,3.7,0.2,Stratigraphic,21.9756,-159.456,46.2092,2.00929,11.8292,11.4949,11.1161,13.2807,0.19218,0.79957,2.33651,0.34643,0,0.381611878,,,,232,561.5,,368,,111,,19.6,512.5,18.8,110,34.85,,,491,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Kauai,Garcia_2010,samp.KV04-13,Kauai,Rejuvenated,VOLCANICROCK,BASALT_ALKALINE,HAWAIIANISLANDS/KAUAI/KAUAI/REJUVENATEDSTAGE/KOLOASERIES/PACIFICOCEAN,3.7,0.2,Stratigraphic,22.1955,-159.333,47.3648,2.18514,12.4851,12.0669,10.5937,10.6943,0.181089,0.726368,2.52518,0.323948,0,0.848399152,,,,259,492,,312,,118,,15.2,466,72.8,113,28.1,,,392,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Kauai,Garcia_2010,samp.KV04-1,Kauai,Rejuvenated,VOLCANICROCK,BASALT_ALKALINE,HAWAIIANISLANDS/KAUAI/KAUAI/REJUVENATEDSTAGE/KOLOASERIES/PACIFICOCEAN,3.7,0.2,Stratigraphic,22.1955,-159.333,47.1978,1.64315,11.5424,11.6013,10.2319,13.7501,0.181452,0.58468,2.60082,0.253025,0,0.410194958,4.66,24.4,,207,698,,505,,107,,13.4,404,25,85,23.2,,0.15,345,19.8,35.2,4.69,19.9,4.62,1.66,4.77,0.75,4.33,0.81,2.2,0.27,1.64,0.23,,0.97,,,1.96,0.52,0.703162,0.513055,18.213,15.4509,37.8613
OIB,Kauai,Garcia_2010,samp.KV03-21,Kauai,Rejuvenated,VOLCANICROCK,BASANITE,HAWAIIANISLANDS/KAUAI/KAUAI/REJUVENATEDSTAGE/KOLOASERIES/PACIFICOCEAN,3.7,0.2,Stratigraphic,21.9202,-159.533,44.1416,2.70026,12.0323,12.0855,11.9023,11.1029,0.189878,1.19423,2.40845,0.541651,0,1.702088081,6.33,22.9,,261,437,,291,,125,,28.8,751,31,169,54.5,,0.27,762,41.1,83.4,9.98,39.9,8.31,2.87,8.67,1.15,6.19,1.04,2.68,0.31,1.86,0.24,,2.94,,,4.46,1.09,0.703176,0.513048,18.2423,15.4546,37.9105
OIB,Kauai,Garcia_2010,samp.KV04-8,Kauai,Rejuvenated,VOLCANICROCK,FOIDITE,HAWAIIANISLANDS/KAUAI/KAUAI/REJUVENATEDSTAGE/KOLOASERIES/PACIFICOCEAN,3.7,0.2,Stratigraphic,22.2225,-159.429,38.896,3.3134,9.86629,13.9455,12.7323,14.6596,0.219695,0.996615,2.34674,0.709015,0,2.318049322,,,,324,512,,348,,130,,25.6,980,21.1,200,72.9,,,1230,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Kauai,Garcia_2010,samp.KV04-3,Kauai,Rejuvenated,VOLCANICROCK,BASALT_ALKALINE,HAWAIIANISLANDS/KAUAI/KAUAI/REJUVENATEDSTAGE/KOLOASERIES/PACIFICOCEAN,3.7,0.2,Stratigraphic,22.2098,-159.469,47.853,2.20766,12.6138,12.1912,10.7029,10.8045,0.182955,0.733854,2.55121,0.327287,0,-0.165646712,,,,254,500,,332,,121,,20.6,518,90.7,135,36,,,442,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Kauai,Garcia_2010,samp.KV03-18,Kauai,Rejuvenated,VOLCANICROCK,BASANITE,HAWAIIANISLANDS/KAUAI/KAUAI/REJUVENATEDSTAGE/KOLOASERIES/PACIFICOCEAN,3.7,0.2,Stratigraphic,21.9692,-159.371,42.6221,2.36914,10.3046,13.0066,11.9932,14.9839,0.213619,1.02232,2.6855,0.474031,0,0.319547156,,,,295,672,,435,,123,,25.6,588,19.4,136,47.1,,,565,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Kauai,Garcia_2010,samp.KV03-19,Kauai,Rejuvenated,VOLCANICROCK,BASANITE,HAWAIIANISLANDS/KAUAI/KAUAI/REJUVENATEDSTAGE/KOLOASERIES/PACIFICOCEAN,3.7,0.2,Stratigraphic,21.9669,-159.452,42.0331,2.3396,10.6427,12.8818,11.9568,14.5951,0.189159,0.595353,1.97123,0.531636,0,2.273582146,,,,287,694,,485,,123,,15.7,573,20.9,148,49.5,,,656,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Kauai,Garcia_2010,samp.KV04-4,Kauai,Rejuvenated,VOLCANICROCK,BASANITE,HAWAIIANISLANDS/KAUAI/KAUAI/REJUVENATEDSTAGE/KOLOASERIES/PACIFICOCEAN,3.7,0.2,Stratigraphic,22.2098,-159.469,44.7383,2.13675,11.7967,12.3352,11.392,13.2333,0.202344,0.900431,2.68106,0.394571,0,0.187203594,5.4,25.3,,262,575,,348,,115,,22.5,560,19.9,112,39.5,,0.32,487,29.1,54,6.62,26.8,5.8,1.93,5.77,0.8,4.54,0.81,2.18,0.26,1.64,0.22,,2.42,,,3.22,0.77,0.70307,0.513087,18.1402,15.4426,37.767
OIB,Kauai,Garcia_2010,samp.KV03-17,Kauai,Rejuvenated,VOLCANICROCK,BASANITE,HAWAIIANISLANDS/KAUAI/KAUAI/REJUVENATEDSTAGE/KOLOASERIES/PACIFICOCEAN,3.7,0.2,Stratigraphic,21.9692,-159.371,43.088,2.37444,11.1456,12.8744,11.8108,13.827,0.204693,1.15856,3.54119,0.539367,0,-0.551068884,6.57,23.2,,281,594,,370,,120,,28.5,686,20.4,139,52.2,,0.3,678,31.3,62.3,7.79,34.6,7.28,2.42,9.55,0.86,4.8,0.85,2.08,0.24,1.57,0.17,,3.07,,,3.83,1.14,0.703008,0.513072,18.1404,15.4386,37.7642
OIB,Kauai,Garcia_2010,samp.KR-2,Kauai,Rejuvenated,VOLCANICROCK,FOIDITE,HAWAIIANISLANDS/KAUAI/KAUAI/REJUVENATEDSTAGE/KOLOASERIES/PACIFICOCEAN,3.7,0.2,Stratigraphic,22.2267,-159.394,40.3147,3.32441,10.0834,12.9202,12.7269,14.289,0.200266,0.523695,3.56473,0.690917,0,1.360033766,7.62,22.7,,270,528,,331,,111,,10.4,802,22,203,69.1,,0.88,763,47.8,94,10.5,40.3,8.18,2.77,7.32,1.07,5.55,0.81,2.02,0.23,1.31,0.18,,4.16,,,6.01,1.25,0.703055,0.513059,18.2239,15.4486,37.8731
OIB,Kauai,Garcia_2010,samp.0301-4,Kauai,Rejuvenated,VOLCANICROCK,FOIDITE,HAWAIIANISLANDS/KAUAI/KAUAI/REJUVENATEDSTAGE/KOLOASERIES/PACIFICOCEAN,3.7,0.2,Stratigraphic,21.9677,-159.571,39.5833,3.30316,10.8553,13.0112,13.002,13.5286,0.21265,1.68905,3.8277,0.715922,0,0.267684529,,,,318,542,,308,,116,,35.7,907,25,233,76.8,,,876,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Kauai,Garcia_2010,samp.KV03-1,Kauai,Rejuvenated,VOLCANICROCK,FOIDITE,HAWAIIANISLANDS/KAUAI/KAUAI/REJUVENATEDSTAGE/KOLOASERIES/PACIFICOCEAN,3.7,0.2,Stratigraphic,21.9369,-159.611,40.2034,3.60893,9.7148,14.0008,12.2402,13.6252,0.203664,1.70467,3.39101,0.708752,0,0.587823653,6.91,21.2,,315,539,,387,,144,,39.2,761,23.6,252,73.5,,0.19,924,52.5,102,12.7,52.5,10.6,3.42,10.5,1.33,6.47,1.05,2.43,0.26,1.42,0.17,,4.52,,,5.66,1.02,0.70313,0.513016,18.3206,15.4603,38.0253
OIB,Kauai,Garcia_2010,samp.PV-2,Kauai,Rejuvenated,VOLCANICROCK,BASALT_ALKALINE,HAWAIIANISLANDS/KAUAI/KAUAI/REJUVENATEDSTAGE/KOLOASERIES/PACIFICOCEAN,3.7,0.2,Stratigraphic,22.2309,-159.491,46.0976,2.03545,12.658,12.085,11.7633,11.2245,0.203342,0.71678,2.5011,0.505305,0,0.20613131,5.43,26,,235,431,,275,,113,,16.6,629,27.9,125,36.3,,0.22,672,27.7,53.1,7.01,31.8,6.83,2.25,8.96,0.91,4.97,0.88,2.32,0.27,1.79,0.21,,2.28,,,2.83,0.86,0.703243,0.513025,18.2932,15.4539,37.9961
OIB,Kauai,Garcia_2010,samp.KV03-3,Kauai,Rejuvenated,VOLCANICROCK,FOIDITE,HAWAIIANISLANDS/KAUAI/KAUAI/REJUVENATEDSTAGE/KOLOASERIES/PACIFICOCEAN,3.7,0.2,Stratigraphic,21.9307,-159.618,39.4366,3.58294,9.6798,13.8195,12.6908,13.287,0.212188,1.72781,3.8699,0.723459,0,0.96,,,,300,454,,347,,144,,39.5,816,23.9,266,81.7,,,870,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Kauai,Garcia_2010,samp.KV03-2,Kauai,Rejuvenated,VOLCANICROCK,BASANITE,HAWAIIANISLANDS/KAUAI/KAUAI/REJUVENATEDSTAGE/KOLOASERIES/PACIFICOCEAN,3.7,0.2,Stratigraphic,21.931,-159.617,44.946,2.74497,13.3114,11.8687,13.0492,8.2591,0.191603,1.1597,2.84379,0.485058,0,1.130960624,,,,302,445,,148,,115,,26,667,42.2,176,48.2,,,3068,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Kauai,Garcia_2010,samp.KV04-10,Kauai,Rejuvenated,VOLCANICROCK,BASANITE,HAWAIIANISLANDS/KAUAI/KAUAI/REJUVENATEDSTAGE/KOLOASERIES/PACIFICOCEAN,3.7,0.2,Stratigraphic,22.2172,-159.522,45.4844,2.3742,11.7847,12.4215,11.0235,12.5968,0.19286,0.90441,2.82184,0.372524,0,0.022934728,,,,250,570,,337,,108,,18.9,542,19.8,140,35,,,423,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Kauai,Garcia_2010,samp.KV05-16,Kauai,Rejuvenated,VOLCANICROCK,BASANITE,HAWAIIANISLANDS/KAUAI/KAUAI/REJUVENATEDSTAGE/KOLOASERIES/PACIFICOCEAN,3.7,0.2,Stratigraphic,22.2206,-159.545,43.311,2.50939,11.8504,12.4461,10.3201,12.8216,0.186389,0.968243,1.6775,0.358064,0,3.62,,,,255,560,,356,,114,,20.1,477,20.1,153,38.7,,,532,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Kauai,Garcia_2010,samp.KV05-8,Kauai,Rejuvenated,VOLCANICROCK,FOIDITE,HAWAIIANISLANDS/KAUAI/KAUAI/REJUVENATEDSTAGE/KOLOASERIES/PACIFICOCEAN,3.7,0.2,Stratigraphic,22,-159.5,41.3326,3.34588,10.9606,12.9677,12.5597,13.2681,0.202412,1.20132,2.58076,0.537405,0,1.03102811,5.07,25.9,,336,664,,354,,113,,38.8,653,19.9,182,61.5,,0.35,675,38.7,73.8,8.53,33.2,6.87,2.24,6.31,0.92,4.69,0.74,1.83,0.21,1.24,0.17,,3.8,,,3.99,0.97,0.702959,0.513077,18.1984,15.4483,37.8518
OIB,Kauai,Garcia_2010,samp.0301-1,Kauai,Rejuvenated,VOLCANICROCK,BASANITE,HAWAIIANISLANDS/KAUAI/KAUAI/REJUVENATEDSTAGE/KOLOASERIES/PACIFICOCEAN,3.7,0.2,Stratigraphic,21.952,-159.589,44.3054,2.5871,11.5862,12.4884,11.4847,12.5601,0.192765,1.13427,3.12482,0.449446,0,0.085512399,5.5,26.3,,286,526,,314,,112,,24.4,601,22.5,164,42.8,,0.29,566,33.9,62.4,7.25,28.9,6.1,2.08,5.66,0.87,4.46,0.73,1.9,0.22,1.38,0.19,,2.62,,,3.16,0.71,0.703248,0.513019,18.2023,15.4405,37.9104
OIB,Kauai,Garcia_2010,samp.KV04-6,Kauai,Rejuvenated,VOLCANICROCK,BASANITE,HAWAIIANISLANDS/KAUAI/KAUAI/REJUVENATEDSTAGE/KOLOASERIES/PACIFICOCEAN,3.7,0.2,Stratigraphic,22.1667,-159.461,43.1223,2.30919,11.4805,13.0939,11.0978,14.3103,0.201412,0.835859,2.26588,0.372612,0,0.903980211,,,,286,629,,376,,108,,18,535,18.8,131,37.5,,,441,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Kauai,Garcia_2010,samp.PV-1,Kauai,Rejuvenated,VOLCANICROCK,BASANITE,HAWAIIANISLANDS/KAUAI/KAUAI/REJUVENATEDSTAGE/KOLOASERIES/PACIFICOCEAN,3.7,0.2,Stratigraphic,22.2309,-159.491,45.6647,2.36822,11.7438,12.511,10.9862,12.7575,0.204775,0.920462,2.91804,0.391119,0,-0.454907846,,,,245,571,,341,,110,,20.8,530,19.7,154,36,,,427,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Kauai,Garcia_2010,samp.KV03-4,Kauai,Rejuvenated,VOLCANICROCK,FOIDITE,HAWAIIANISLANDS/KAUAI/KAUAI/REJUVENATEDSTAGE/KOLOASERIES/PACIFICOCEAN,3.7,0.2,Stratigraphic,21.9316,-159.62,39.8649,3.63169,9.96874,14.0126,12.5088,12.5189,0.231831,1.66011,3.45731,0.783186,0,1.351235415,,,,325,494,,369,,160,,39.3,784,34.5,277,87.3,,,1280,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Kauai,Garcia_2010,samp.KV06-1,Kauai,Rejuvenated,VOLCANICROCK,BASANITE,HAWAIIANISLANDS/KAUAI/KAUAI/REJUVENATEDSTAGE/KOLOASERIES/PACIFICOCEAN,3.7,0.2,Stratigraphic,22,-159.5,42.0119,3.32716,10.9933,12.9054,12.502,13.3569,0.211216,0.390247,3.1783,0.519995,0,0.6,,,,331,597,,300,,106,,42.4,631,21.6,196,58.9,,,518,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Kauai,Garcia_2010,samp.KR-5,Kauai,Rejuvenated,VOLCANICROCK,FOIDITE,HAWAIIANISLANDS/KAUAI/KAUAI/REJUVENATEDSTAGE/KOLOASERIES/PACIFICOCEAN,3.7,0.2,Stratigraphic,22.2249,-159.386,38.3044,3.48108,9.3478,13.8499,13.2938,15.1011,0.210853,1.03217,3.12263,0.963898,0,1.287239748,7.34,22,,323,493,,329,,135,,27.1,1085,25.4,292,88.4,,0.3,991,69.4,133,14.7,55,10.5,3.54,8.99,1.27,6.12,0.9,2.22,0.23,1.33,0.16,,5.58,,,7.64,1.79,0.703092,0.513022,18.6136,15.4771,38.3757
OIB,Kauai,Garcia_2010,samp.KR-11,Kauai,Rejuvenated,VOLCANICROCK,FOIDITE,HAWAIIANISLANDS/KAUAI/KAUAI/REJUVENATEDSTAGE/KOLOASERIES/PACIFICOCEAN,3.7,0.2,Stratigraphic,22,-159.5,38.3035,3.50812,9.38394,14.0516,13.4446,14.3436,0.232326,1.46971,3.34347,0.929303,0,0.98,8.22,21.7,,315,466,,315,,140,,31.4,1176,27.1,302,91.5,,0.36,1068,54.8,117,13.9,63.2,12.4,3.79,16.3,1.27,6.79,1.1,2.58,0.28,1.77,0.18,,5.74,,,6.57,1.97,0.703113,0.513012,18.5714,15.4848,38.3315
OIB,Kauai,Garcia_2010,samp.KR-12,Kauai,Rejuvenated,VOLCANICROCK,FOIDITE,HAWAIIANISLANDS/KAUAI/KAUAI/REJUVENATEDSTAGE/KOLOASERIES/PACIFICOCEAN,3.7,0.2,Stratigraphic,22,-159.5,38.6878,3.50644,9.26228,14.2964,13.4863,15.4609,0.223923,1.07381,3.14511,0.857016,0,,,,,314,502,,337,,136,,25.6,1140,24.8,284,78.9,,,906,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Kauai,Garcia_2010,samp.KV03-6,Kauai,Rejuvenated,VOLCANICROCK,BASALT_ALKALINE,HAWAIIANISLANDS/KAUAI/KAUAI/REJUVENATEDSTAGE/KOLOASERIES/PACIFICOCEAN,3.7,0.2,Stratigraphic,21.8762,-159.45,45.8446,2.37425,13.4665,11.3655,13.386,8.14231,0.181164,1.14335,2.85836,0.523363,0,0.71,,,,272,302,,134,,112,,26.4,716,24.3,145,50.7,,,632,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Kauai,Garcia_2010,samp.KV03-8,Kauai,Rejuvenated,VOLCANICROCK,BASANITE,HAWAIIANISLANDS/KAUAI/KAUAI/REJUVENATEDSTAGE/KOLOASERIES/PACIFICOCEAN,3.7,0.2,Stratigraphic,21.8923,-159.419,44.0452,2.27461,11.1302,12.2364,11.97,13.3562,0.192249,0.972375,2.88373,0.44622,0,0.486911247,,,,253,529,,377,,118,,23.3,600,20,136,44.3,,,528,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Kauai,Garcia_2010,samp.KV03-10,Kauai,Rejuvenated,VOLCANICROCK,FOIDITE,HAWAIIANISLANDS/KAUAI/KAUAI/REJUVENATEDSTAGE/KOLOASERIES/PACIFICOCEAN,3.7,0.2,Stratigraphic,21.8882,-159.446,41.012,2.89349,10.9097,13.1219,12.7615,12.4596,0.21135,1.07185,3.47218,0.69645,0,1.380987114,,,,290,520,,317,,135,,20.2,873,24.5,189,64.1,,,744,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Kauai,Garcia_2010,samp.KV03-7,Kauai,Rejuvenated,VOLCANICROCK,BASANITE,HAWAIIANISLANDS/KAUAI/KAUAI/REJUVENATEDSTAGE/KOLOASERIES/PACIFICOCEAN,3.7,0.2,Stratigraphic,21.8916,-159.426,45.0645,2.18005,12.0508,12.0784,12.0206,11.8692,0.191764,0.837705,2.84618,0.391602,0,0.464919696,,,,255,482,,328,,116,,19.6,559,19.4,113,37.5,,,434,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Kauai,Garcia_2010,samp.KR-3,Kauai,Rejuvenated,VOLCANICROCK,BASANITE,HAWAIIANISLANDS/KAUAI/KAUAI/REJUVENATEDSTAGE/KOLOASERIES/PACIFICOCEAN,3.7,0.2,Stratigraphic,22.2274,-159.398,43.6226,2.81184,13.5032,11.9536,14.2677,7.27782,0.178719,1.33145,2.62121,0.48254,0,1.963304379,,,,310,336,,111,,116,,30.4,699,21,151,50.8,,,708,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Kauai,Garcia_2010,samp.KV04-9,Kauai,Rejuvenated,VOLCANICROCK,FOIDITE,HAWAIIANISLANDS/KAUAI/KAUAI/REJUVENATEDSTAGE/KOLOASERIES/PACIFICOCEAN,3.7,0.2,Stratigraphic,22.2228,-159.428,39.4974,3.35007,9.95749,14.1651,12.6283,14.7649,0.221725,1.07537,2.23741,0.715569,0,1.375907387,,,,326,498,,351,,132,,29.5,932,21,201,73.3,,,941,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Kauai,Garcia_2010,samp.KV05-15,Kauai,Rejuvenated,VOLCANICROCK,FOIDITE,HAWAIIANISLANDS/KAUAI/KAUAI/REJUVENATEDSTAGE/KOLOASERIES/PACIFICOCEAN,3.7,0.2,Stratigraphic,22.0951,-159.374,39.2313,2.9508,9.63107,13.8749,13.3606,14.4364,0.215162,1.66597,4.17005,0.886264,0,-0.412246745,,,,278,493,,329,,148,,33,1034,23.7,235,77.2,,,801,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Kauai,Garcia_2010,samp.KR-1,Kauai,Rejuvenated,VOLCANICROCK,FOIDITE,HAWAIIANISLANDS/KAUAI/KAUAI/REJUVENATEDSTAGE/KOLOASERIES/PACIFICOCEAN,3.7,0.2,Stratigraphic,22,-159.5,39.2067,3.35391,9.21031,13.0039,14.0641,16.0335,0.198927,0.736029,1.67098,0.658448,0,1.873232253,,,,335,612,,400,,108,,17.8,1395,20.3,196,62.4,,,658,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Kauai,Garcia_2010,samp.0225-2,Kauai,Rejuvenated,VOLCANICROCK,FOIDITE,HAWAIIANISLANDS/KAUAI/KAUAI/REJUVENATEDSTAGE/KOLOASERIES/PACIFICOCEAN,3.7,0.2,Stratigraphic,22.2127,-159.433,39.4558,3.09604,10.1307,13.2248,12.7631,14.7274,0.229336,0.883442,2.48281,0.697979,0,2.315399512,,,,312,674,,367,,123,,24.8,742,21.3,182,68.8,,,1482,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Kauai,Garcia_2010,samp.0713-4,Kauai,Rejuvenated,VOLCANICROCK,FOIDITE,HAWAIIANISLANDS/KAUAI/KAUAI/REJUVENATEDSTAGE/KOLOASERIES/PACIFICOCEAN,3.7,0.2,Stratigraphic,22.2092,-159.426,39.0072,3.2202,9.95225,12.8959,12.3877,15.9857,0.25056,1.31293,2.76618,0.726624,0,1.491358484,,,,316,618,,370,,113,,32,693,22,200,70.9,,,876,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Kauai,Garcia_2010,samp.KV05-18,Kauai,Rejuvenated,VOLCANICROCK,FOIDITE,HAWAIIANISLANDS/KAUAI/KAUAI/REJUVENATEDSTAGE/KOLOASERIES/PACIFICOCEAN,3.7,0.2,Stratigraphic,22.2266,-159.416,39.2202,3.13663,10.3144,13.567,13.0111,13.9657,0.216523,0.710589,1.8306,0.621028,0,3.460887853,,,,334,422,,288,,123,,34.5,817,20.1,192,64.3,,,961,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Kauai,Garcia_2010,samp.0623-6,Kauai,Rejuvenated,VOLCANICROCK,FOIDITE,HAWAIIANISLANDS/KAUAI/KAUAI/REJUVENATEDSTAGE/KOLOASERIES/PACIFICOCEAN,3.7,0.2,Stratigraphic,22,-159.5,39.6808,3.54373,9.33785,13.5419,12.7104,14.3106,0.212684,1.5293,3.53461,0.918594,0,0.670892518,,,,295,542,,360,,142,,30.2,1050,26.5,297,84.7,,,885,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Kauai,Garcia_2010,samp.0710-2,Kauai,Rejuvenated,VOLCANICROCK,FOIDITE,HAWAIIANISLANDS/KAUAI/KAUAI/REJUVENATEDSTAGE/KOLOASERIES/PACIFICOCEAN,3.7,0.2,Stratigraphic,22.1047,-159.386,38.722,2.95658,9.68553,13.8098,13.9258,14.188,0.221845,1.29577,3.57976,0.877294,0,0.731553704,,,,285,511,,313,,144,,27.1,1100,24.3,245,82.3,,,893,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Kauai,Garcia_2010,samp.0705-5,Kauai,Rejuvenated,VOLCANICROCK,FOIDITE,HAWAIIANISLANDS/KAUAI/KAUAI/REJUVENATEDSTAGE/KOLOASERIES/PACIFICOCEAN,3.7,0.2,Stratigraphic,22.0398,-159.369,40.3105,3.23021,10.5651,12.8811,12.5249,13.8978,0.198966,0.81178,2.38759,0.642659,0,2.56269449,,,,319,415,,321,,128,,24.8,816,20.7,169,65.5,,,1321,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Kauai,Garcia_2010,samp.0623-3,Kauai,Rejuvenated,VOLCANICROCK,FOIDITE,HAWAIIANISLANDS/KAUAI/KAUAI/REJUVENATEDSTAGE/KOLOASERIES/PACIFICOCEAN,3.7,0.2,Stratigraphic,21.9221,-159.52,38.77,2.77963,9.18942,13.5135,13.5115,15.5239,0.218088,0.67508,2.41879,0.835672,0,2.586895725,,,,277,700,,412,,142,,16.5,1128,22.9,228,78.8,,,817,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Kauai,Garcia_2010,samp.0221-1B,Kauai,Rejuvenated,VOLCANICROCK,FOIDITE,HAWAIIANISLANDS/KAUAI/KAUAI/REJUVENATEDSTAGE/KOLOASERIES/PACIFICOCEAN,3.7,0.2,Stratigraphic,22.2206,-159.545,37.6568,3.33605,10.4536,13.1206,13.8788,13.2947,0.227683,0.613755,3.66273,0.95132,0,2.832442765,,,,322,425,,294,,135,,16,1323,25.5,159,75.4,,,1004,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Kauai,Garcia_2010,samp.0220-4,Kauai,Rejuvenated,VOLCANICROCK,FOIDITE,HAWAIIANISLANDS/KAUAI/KAUAI/REJUVENATEDSTAGE/KOLOASERIES/PACIFICOCEAN,3.7,0.2,Stratigraphic,22.0555,-159.442,39.2226,4.00766,10.7898,14.5349,13.1957,13.6227,0.239543,1.68409,4.03057,0.973794,0,-2.209736059,,,,345,383,,272,,139,,41.6,848,25.6,194,72.1,,,768,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Kauai,Garcia_2010,samp.0301-9,Kauai,Rejuvenated,VOLCANICROCK,BASANITE,HAWAIIANISLANDS/KAUAI/KAUAI/REJUVENATEDSTAGE/KOLOASERIES/PACIFICOCEAN,3.7,0.2,Stratigraphic,21.9694,-159.565,42.2345,2.91685,11.0315,13.0171,12.105,13.3727,0.204476,1.33625,3.40452,0.490742,0,-0.111106363,,,,300,494,,323,,117,,37.6,619,19.1,158,52.5,,,646,,,,,,,,,,,,,,,,,,,,,,,,,
OIB,Kauai,Garcia_2010,samp.0623-7,Kauai,Rejuvenated,VOLCANICROCK,FOIDITE,HAWAIIANISLANDS/KAUAI/KAUAI/REJUVENATEDSTAGE/KOLOASERIES/PACIFICOCEAN,3.7,0.2,Stratigraphic,21.9339,-159.509,38.563,3.71554,9.87283,13.4646,12.7279,14.375,0.199653,1.13902,2.84505,0.818577,0,2.282869087,,,,310,404,,312,,130,,33.3,1057,23.2,249,81,,,880,,,,,,,,,,,,,,,,,,,,,,,,,
