Area,Province,Author,Sample,Unique_Id,Flow,RockType,Rock_Name,Sample_Comment,Age,Uncertainty,Material,Latitude,Longitude,SiO2,TiO2,Al2O3,FeO,CaO,MgO,MnO,K2O,Na2O,P2O5,H2O,LOI,Li,Sc,Ti,V,Cr,Co,Ni,Cu,Zn,Ga,Rb,Sr,Y,Zr,Nb,Sn,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,Tl,Pb,Th,U,87Sr/86Sr,143Nd/144Nd,206Pb/204Pb,207Pb/206Pb,208Pb/204Pb
1,MARR195,Kelley/Kingsley/andSchilling/inrevision,END0063-002-005,,,,,ICP-MS,,,GL,-21.5,-11.82,,,,,,,,,,,,,4.8,35,1.142237062,240,361,40.6,116,69,77.3,14.5,0.24,100,26.4,69.7,0.805,,0.014,,1.68,7.69,1.3,7.09,2.6,1.029,3.31,0.658,4.46,0.962,2.75,,2.55,0.39,1.46,,0.015,0.226,,,0.702374,0.513152,18.316,15.511,37.836
1,MARR197,Sunetal./2008,t835/1-1+ACM-,,,,,LA-ICP-MS,,,GL,-23.32,-13.52,51.67,1.64,14.89,9.68,11.27,7.02,,0.13,2.72,0.12,,,6.5,38.4,1.614430718,320,,,,,,18.1,0.551499,115,33.3,98.9,2.11803,,,,3.3444,11.0874,,10.44,3.54353,1.33656,4.8687,,5.74987,,3.57021,,3.40163,0.51,2.69742,0.145355,,0.508013,0.116,0.055,,,,,
1,MARR197,Kelley/Kingsley/andSchilling/inrevision,END0063-007-005,,,,,ICP-MS,,,GL,-23.487,-13.395,,,,,,,,,,,,,,38.9,1.85375626,316,199,41.3,93,57,98.3,17.8,,123,39.3,132.5,2.37,,,,3.74,13.85,2.37,12.83,4.36,1.463,4.81,1.001,6.91,1.499,4.48,,4.08,0.62,3.2,0.1818,0.021,0.475,0.139,0.038,0.70234,0.513123,18.315,15.492,37.812
1,MARR199,Kelley/Kingsley/andSchilling/inrevision,END0063-009-005,,,,,ICP-MS,,,WR,-24.52,-13.36,50.14,1.06,16.63,8.56,12.5,7.84,0.1,0.09,2.6,0.15,,,4.5,35.5,1.156928214,252,384,45.2,204,66,78.6,15.5,,94,25.4,64.1,0.83,,,,1.34,5.09,1.02,5.63,2.15,0.893,2.97,0.602,4.11,0.897,2.6,,2.45,0.36,1.27,,0.016,0.318,0.047,0.021,0.702693,0.513083,18.295,15.511,37.965
1,MARR20,HAASE/2003,POS0221-700-003,,,,,ICP-MS,,,GL,70.85,-13.65,,,,,,,,,,,,,,,,,,67.1,,,51.8,20.7,10.07,141,30,76.9,15,,0.13,,9.19,18.8,2.41,10.6,3.06,1.08,3.97,0.75,5,1.1,3.19,,3.29,0.5,2.18,,,0.66,1,0.28,,,,,
1,MARR20,HAASE/2003,POS0221-700-004,,,,,ICP-MS,,,GL,70.85,-13.65,,,,,,,,,,,,,,,,,,53.1,,,40.7,16.1,7.96,113,24.1,61.7,12,,0.1,,7.37,15.1,1.93,8.54,2.47,0.85,3.24,0.59,4.01,0.89,2.57,,2.61,0.4,1.69,,,0.53,0.8,0.22,,,,,
1,MARR20,HAASE/2003,POS0221-700-005,,,,,ICP-MS,,,GL,70.85,-13.65,,,,,,,,,,,,,,,,,,53.7,,,39.4,15.9,7.93,112,24,61.3,11.9,,0.1,,7.45,15.4,1.96,8.69,2.44,0.86,3.24,0.6,4.08,0.9,2.64,,2.7,0.4,1.71,0.63,,0.51,0.81,0.22,,,,,
1,MARR20,HAASE/2003,POS0210-1-646-001,,,,,ICP-MS,,,GL,71.32,-12.77,51.4,2.01,13.24,13.71,8.87,4.31,0.24,0.86,2.88,0.39,,,,,,,,,,,,,22.9,206,40.6,138,32.9,,0.26,,23,44.4,5.38,21.2,5.19,1.67,6.31,1.06,6.97,1.46,4.44,,4.39,0.65,3.59,1.84,,0.74,2.59,0.75,,,,,
1,MARR20,HAASE/2003,POS0221-700-001,,,,,ICP-MS,,,GL,70.85,-13.65,50.2,1.02,14.41,9.99,12.1,7.76,0.21,0.3,2.06,0.26,,,,,,,,52.9,,,39.9,15.7,7.86,111,23.8,61.2,11.9,,0.1,,7.57,15.4,1.98,8.66,2.46,0.87,3.28,0.61,4.1,0.9,2.6,,2.64,0.41,1.78,0.64,,0.55,0.83,0.24,,,,,
1,MARR20,HAASE/2003,POS0210-1-644-001,,,,,ICP-MS,,,GL,71.23,-12.91,50.6,1.36,13.84,11.42,10.9,6.2,0.2,0.45,2.41,0.32,,,,,,,,,,,,,12.1,148,28.6,83.2,16.4,,0.13,,12.1,24.2,3.06,12.6,3.32,1.12,4.18,0.72,4.78,1.02,3.1,,3.07,0.46,2.26,0.9,,0.81,1.22,0.33,,,,,
1,MARR20,HAASE/2003,POS0210-1-649-001,,,,,ICP-MS,,,GL,71.38,-12.71,51.1,1.5,13.22,13.14,10.13,5.45,0.2,0.42,2.48,0.31,,,,,,,,,,,,,10.9,122,33.4,80.2,14.1,,0.12,,10.5,22.1,2.85,12.3,3.54,1.2,4.58,0.82,5.51,1.2,3.62,,3.59,0.54,2.26,0.79,,0.57,1.03,0.32,,,,,
1,MARR20,HAASE/2003,POS0210-1-657-001,,,,,ICP-MS,,,GL,71.62,-12.24,50.7,0.98,14.35,9.73,12.29,7.57,0.2,0.34,1.96,0.3,,,,,,,,,,,,,9.05,120,22.1,54.1,11.9,,0.09,,8.51,17.1,2.18,9,2.45,0.83,3.11,0.55,3.65,0.79,2.41,,2.41,0.35,1.55,0.65,,0.84,0.82,0.25,,,,,
1,MARR20,HAASE/2003,POS0210-1-641-001,,,,,ICP-MS,,,GL,71.1,-13.09,50.4,1.06,13.5,11.18,11.67,6.81,0.2,0.22,1.99,,,,,,,,,,,,,,5.68,102,26.9,54.4,7.55,,0.06,,5.77,12.2,1.67,7.6,2.46,0.9,3.45,0.63,4.39,0.94,2.88,,2.89,0.43,1.55,0.42,,0.42,0.56,0.21,,,,,
1,MARR20,HAASE/2003,POS0210-1-655-001,,,,,ICP-MS,,,GL,71.56,-12.31,50.7,1.22,13.51,12.16,10.6,6.16,0.19,0.39,2.39,0.29,,,,,,,,,,,,,10.1,109,29.9,72.7,11.8,,0.12,,8.87,18.1,2.38,10.4,3.03,1.03,4.05,0.73,4.93,1.08,3.27,,3.26,0.49,2,0.64,,1.08,0.92,0.37,,,,,
1,MARR20,HAASE/2003,POS0210-1-642-001,,,,,ICP-MS,,,GL,71.17,-13,49.8,0.88,14.59,8.87,13.45,8.2,0.19,0.24,1.87,0.26,,,,,,,,,,,,,5.72,113,19.3,43.7,7.42,,0.06,,5.75,11.8,1.53,6.73,2,0.73,2.64,0.48,3.26,0.7,2.13,,2.11,0.32,1.24,0.43,,,0.58,0.17,,,,,
1,MARR20,HAASE/2003,POS0221-703-003,,,,,ICP-MS,,,GL,70.78,-13.74,49.8,0.92,14.61,9.81,12.53,8.3,0.18,0.18,1.91,0.25,,,,,,,,52.9,,,38.4,15.5,4.94,101,22.4,49.3,7.04,,0.06,,4.73,10.3,1.4,6.51,2.19,0.75,2.91,0.55,3.68,0.82,2.39,,2.49,0.37,1.41,,,0.45,0.48,0.13,,,,,
1,MARR20,HAASE/2003,POS0210-1-653-001,,,,,ICP-MS,,,GL,71.52,-12.35,50.2,0.9,14.02,10.71,12.25,7.37,0.18,0.17,2.05,0.26,,,,,,,,,,,,,4.3,95,23.3,40.4,5.49,,0.05,,4.33,9.23,1.29,6.04,2.1,0.77,2.98,0.55,3.82,0.84,2.58,,2.6,0.38,1.25,0.32,,0.62,0.42,0.14,,,,,
1,MARR20,HAASE/2003,POS0221-698-004,,,,,ICP-MS,,,GL,71.06,-13.12,51.18,1.17,14.12,11,11.81,6.92,0.23,0.33,2.28,0.27,,,,,,,,54.9,,,45.9,17,8.36,122,26.9,70,12.4,,0.1,,8.43,17.5,2.25,10.1,2.93,1,3.81,0.7,4.68,1.05,3,,3.12,0.45,1.97,0.67,,0.65,0.9,0.33,,,,,
1,MARR20,HAASE/2003,POS0221-698-003,,,,,ICP-MS,,,GL,71.06,-13.12,51.29,1.15,14.13,11.24,11.79,6.75,0.23,0.3,2.18,0.28,,,,,,,,53.7,,,45.4,17,8.49,121,26.8,70.3,12.6,,0.1,,8.43,17.3,2.23,9.99,2.83,1,3.7,0.68,4.54,1.01,2.96,,3.01,0.45,1.99,,,0.63,0.87,0.39,,,,,
1,MARR20,HAASE/2003,POS0210-1-643-001,,,,,ICP-MS,,,GL,71.21,-12.94,51.57,1.25,13.72,11.77,11.29,6.5,0.22,0.33,2.34,0.31,,,,,,,,,,,,,9.04,127,29.3,68.9,12.1,,0.11,,8.96,18.6,2.45,10.6,3.08,1.08,4.05,0.73,4.94,1.06,3.24,,3.17,0.47,1.99,0.67,,0.66,0.88,0.29,,,,,
1,MARR20,HAASE/2003,POS0221-698-005,,,,,ICP-MS,,,GL,71.06,-13.12,51.51,1.13,13.83,11.3,11.63,6.9,0.21,0.34,2.24,0.2,,,,,,,,52.2,,,44.1,16.6,8.31,117,25.7,67.8,12.1,,0.1,,8.07,16.8,2.16,9.64,2.7,0.97,3.54,0.66,4.42,0.98,2.84,,2.86,0.44,1.94,0.65,,0.5,0.85,0.24,,,,,
1,MARR20,HAASE/2003,POS0210-1-654-001,,,,,ICP-MS,,,GL,71.54,-12.3,51.79,0.98,14.3,9.88,12.2,7.36,0.2,0.34,1.94,0.29,,,,,,,,,,,,,10.2,130,21.2,55.3,12.3,,0.12,,8.87,17.7,2.24,9.08,2.39,0.82,2.99,0.52,3.44,0.73,2.24,,2.23,0.33,1.52,0.69,,0.66,0.91,0.28,,,,,
1,MARR20,HAASE/2003,POS0221-698-001,,,,,ICP-MS,,,GL,71.06,-13.12,51.17,1.07,14.22,11.15,11.8,6.96,0.2,0.31,2.2,0.26,,,,,,,,,,,,,8.36,114,25.6,65.6,11.1,,0.09,,8.77,17.9,2.3,9.84,2.8,0.97,3.7,0.65,4.36,0.93,2.87,,2.8,0.41,1.85,0.63,,0.63,0.86,0.26,,,,,
1,MARR20,HAASE/2003,POS0221-695-002,,,,,ICP-MS,,,GL,70.93,-13.48,50.26,1.13,14.99,9.42,12.9,7.7,0.2,0.4,2,0.2,,,,,,,,52,,,37.2,15.5,9.47,182,21.1,69,14.9,,0.13,,9.69,19.7,2.48,10.7,2.69,0.94,3.25,0.57,3.72,0.81,2.29,,2.32,0.34,1.94,0.8,,0.74,1.02,0.29,,,,,
1,MARR20,HAASE/2003,POS0221-703-004,,,,,ICP-MS,,,GL,70.78,-13.74,50.51,0.83,14.88,8.93,13.41,8.29,0.19,0.25,1.86,0.27,,,,,,,,51.5,,,32.8,14.1,6.24,111,18.7,49.1,9.38,,0.07,,6.37,12.8,1.62,7.09,1.93,0.71,2.57,0.48,3.2,0.72,2.05,,2.09,0.32,1.4,0.51,,0.47,0.68,0.24,,,,,
1,MARR20,HAASE/2003,POS0221-703-005,,,,,ICP-MS,,,GL,70.78,-13.74,50.59,0.87,14.97,8.94,13.32,8.22,0.19,0.27,1.76,0.27,,,,,,,,50,,,32.6,14.5,6.38,112,18.6,49.4,9.58,,0.09,,6.26,12.8,1.62,7.04,2.03,0.72,2.52,0.47,3.2,0.71,2.03,,2.08,0.3,1.35,,,0.48,0.67,0.2,,,,,
1,MARR20,HAASE/2003,POS0221-701-001,,,,,ICP-MS,,,GL,70.81,-13.75,50.27,0.83,14.35,9.58,13.81,8.42,0.19,0.12,1.77,0.27,,,,,,,,54.7,,,34,14.3,2.88,81,19,38.3,4.16,,0.03,,2.98,6.77,0.99,4.97,1.75,0.65,2.45,0.47,3.25,0.72,2.09,,2.17,0.32,1.17,,,0.29,0.29,0.09,,,,,
1,MARR20,HAASE/2003,POS0221-704-001,,,,,ICP-MS,,,GL,70.74,-13.83,50.84,0.7,14.44,9.57,13.09,8.62,0.19,0.09,1.88,0.24,,,2.8,37.4,,,213,58.3,99,110,78.8,13.7,,58,20.3,35,2.83,,0.03,,2.38,5.67,0.89,4.6,1.73,0.68,2.52,0.48,3.31,0.74,2.23,,2.15,0.32,1.06,0.16,,0.3,0.21,0.08,,,,,
1,MARR20,HAASE/2003,POS0221-701-003,,,,,ICP-MS,,,GL,70.81,-13.75,50.31,0.83,14.4,9.57,13.84,8.37,0.18,0.12,1.77,0.23,,,,,,,,54.3,,,34.3,14.1,2.81,81,19.1,38.4,4.12,,0.03,,2.98,6.85,0.98,4.95,1.76,0.66,2.41,0.47,3.29,0.73,2.11,,2.16,0.33,1.15,0.22,,0.29,0.29,0.08,,,,,
1,MARR20,HAASE/2003,POS0221-698-002,,,,,ICP-MS,,,GL,71.06,-13.12,51.36,1.14,14.15,11.05,11.78,6.87,0.18,0.32,2.27,0.2,,,,,,,,52.8,,,43.6,16.4,8.02,118,25.8,68,12,,0.11,,8.18,16.9,2.16,9.67,2.79,0.99,3.64,0.67,4.48,0.99,2.85,,2.95,0.45,1.9,0.65,,0.63,0.88,0.35,,,,,
1,MARR20,HAASE/2003,POS0221-697-001,,,,,ICP-MS,,,GL,70.86,-13.55,50.1,0.82,14.65,9.55,13.7,8.14,0.17,0.24,1.8,0.27,,,,,,,,,,,,,6.51,142,21.3,63.1,9.3,,0.08,,8.21,17.6,2.31,9.88,2.61,0.9,3.18,0.54,3.61,0.77,2.31,,2.28,0.34,1.68,0.53,,0.34,0.75,0.22,,,,,
1,MARR20,HAASE/2003,POS0221-694-001,,,,,ICP-MS,,,GL,70.91,-13.42,50.17,0.62,14.75,9.3,13.9,8.54,0.17,0.14,1.77,0.23,,,,,,,,,,,,,3.72,91,19.1,41.7,5.19,,0.05,,4.53,9.87,1.36,6.07,1.87,0.66,2.48,0.45,3.07,0.67,2.03,,2.03,0.3,1.16,0.28,,0.73,0.41,0.12,,,,,
1,MARR20,HAASE/2003,POS0221-695-003,,,,,ICP-MS,,,GL,70.93,-13.48,50.01,1.15,14.48,9.63,12.55,8.33,0.17,0.47,2.09,0.2,,,,,,,,52.4,,,37.7,15.2,10.71,204,20.8,71.1,17.97,,0.13,,11.2,22.2,2.74,11.3,2.78,0.96,3.33,0.58,3.77,0.81,2.32,,2.34,0.35,1.99,0.97,,0.44,1.23,0.34,,,,,
1,MARR20,HAASE/2003,POS0221-695-001,,,,,ICP-MS,,,GL,70.93,-13.48,49.65,1.02,14.59,9.71,12.76,8.44,0.17,0.46,2.02,0.28,,,,,,,,,,,,,11.7,208,21.7,71.2,17.3,,0.13,,12.3,24,2.93,11.8,2.91,0.97,3.37,0.57,3.63,0.78,2.31,,2.24,0.33,1.87,0.96,,0.68,1.31,0.36,,,,,
1,MARR20,HAASE/2003,POS0221-703-002,,,,,ICP-MS,,,GL,70.78,-13.74,51.06,0.73,14.48,8.91,13.27,8.51,0.15,0.23,1.87,0.25,,,3.4,39.3,,,349,52.9,106,115,76,13.8,5,101,19.3,46.3,8.65,,0.08,,6.33,12.8,1.62,7.15,2.01,0.74,2.66,0.48,3.18,0.71,2.12,,2.07,0.3,1.33,0.48,,,0.7,0.21,,,,,
1,MARR20,HAASE/2003,POS0221-701-004,,,,,ICP-MS,,,GL,70.81,-13.75,50.91,0.72,14.05,9.46,13.55,8.66,0.15,0.11,1.79,0.24,,,,41.4,,,335,60.1,117,124,75.1,13.6,,71,19.3,36.8,3.89,,0.03,,3.01,6.89,1.01,4.85,1.73,0.65,2.39,0.45,3.1,0.68,2.05,,2.03,0.3,1.11,0.21,,0.33,0.28,0.1,,,,,
1,MARR20,HAASE/2003,POS0221-700-002,,,,,ICP-MS,,,GL,70.85,-13.65,51.23,0.94,14.21,9.85,12.02,8.31,0.15,0.26,2.17,0.29,,,3,41.7,,,334,53.5,115,96,86.5,15.1,6.61,104,24.8,57.5,11,,0.09,,7.53,15.4,2,8.62,2.5,0.86,3.23,0.59,3.95,0.87,2.61,,2.58,0.38,1.63,,,0.58,0.82,0.23,,,,,
1,MARR200,Sunetal./2008,838/2+ACM-,,,,,LA-ICP-MS,,,GL,-25.16,-13.7,50.91,1.6,15.36,9.32,10.79,7.83,,0.08,2.85,0.15,,,6.8,36,1.600539232,296,,,,,,18.1,0.285316,121,32.5,100.5,1.58818,,,,3.22604,11.2487,,10.5245,3.54433,1.3598,4.80839,,5.56739,,3.49584,,3.30937,0.49,2.70875,0.111867,,0.548465,0.088,0.042,,,,,
1,MARR201,Sunetal./2008,T845/1,,,,,LA-ICP-MS,,,GL,-26.06,-13.85,50.82,1.29,15.93,8.58,11.5,7.62,,0.23,2.85,0.15,,,5.5,34.8,1.306445743,243,,,,,,17.4,2.28172,176,23.4,79.1,5.14103,,,,4.09722,11.3269,,8.98441,2.90555,1.12162,3.64269,,4.18787,,2.49578,,2.33104,0.35,2.05979,,,0.587471,0.309,0.12,,,,,
1,MARR201,Sunetal./2008,840/1-2,,,,,LA-ICP-MS,,,GL,-26.06,-13.85,51.92,1.5,15.59,9.38,11.33,7.37,,0.14,2.32,0.13,,,4.7,38.6,1.567312187,294,,,,,,18.7,0.819149,151,31.8,103.6,2.52917,,,,3.90315,12.4297,,10.8484,3.62536,1.33968,4.72938,,5.4375,,3.34878,,3.19599,0.47,2.70491,,,0.681232,0.154,0.066,,,,,
1,MARR201,Sunetal./2008,840/1-1,,,,,LA-ICP-MS,,,GL,-26.06,-13.85,51.32,1.2,15.43,8.77,12.19,7.96,,0.03,2.57,0.1,,,5.4,37.9,1.19587813,268,,,,,,16.3,0.188847,108,24.8,65.9,0.852409,,,,2.03796,7.36296,,7.3703,2.61823,1.04391,3.54471,,4.31537,,2.64555,,2.52797,0.38,1.88857,0.0623149,,0.424027,0.049,0.026,,,,,
1,MARR201,ArevaloandMcDonough(2008),CON2802-027-002,,,,,ICP-MS,,,,-26.493,346.245,50.46,1.47,15.51,9.18,11.66,8.53,,0.07,2.53,0.12,,,,35.5,1.551903172,,369,,,,,,,112,29.6,85.6,1.3869,,,,2.87265,9.91591,1.68073,9.29251,3.13902,1.18971,4.25132,0.781056,5.06323,1.07268,3.30061,,3.22439,0.47,2.34875,0.102388,,0.543049,0.103,0.032,,,,,
1,MARR201,ArevaloandMcDonough(2008),CON2802-027-005,,,,,ICP-MS,,,GL,-26.493,346.245,50.53,1.47,15.46,9.32,11.59,8.39,,0.07,2.58,0.11,,,,37.9,1.541146912,,355,,,,,,,111,33.6,94.4,1.35856,,,,2.87617,9.69569,1.64978,9.31151,3.17936,1.15941,4.58208,0.836392,5.4754,1.21476,3.59737,,3.4266,0.52,2.58623,0.106043,,0.506293,0.107,0.035,,,,,
1,MARR201,ArevaloandMcDonough(2008),CON2802-027-006,,,,,ICP-MS,,,,-26.493,346.245,50.31,1.44,15.61,9.33,11.6,8.46,,0.08,2.54,0.14,,,,36.2,1.567412354,,362,,,,,,,110,30.9,88.3,1.38888,,,,2.85574,9.80956,1.69265,9.26212,3.13813,1.17849,4.46198,0.799317,5.26376,1.14474,3.45256,,3.26753,0.46,2.34587,0.107575,,0.53339,0.115,0.035,,,,,
1,MARR201,Kelley/Kingsley/andSchilling/inrevision,END0063-012-005,,,,,ICP-MS,,,GL,-26,-13.9,50.94,1.28,15.38,8.12,12.54,8.22,0.12,0.07,2.75,0.27,,,4,36.7,1.169282137,242,239,39.7,73,69,79.1,15.3,,106,27,75.8,0.971,,,,2.01,7.55,1.48,7.61,2.69,1.008,3.43,0.665,4.63,1.012,2.81,,2.64,0.39,1.44,,0.015,0.247,0.062,0.029,0.702489,0,18.302,15.495,37.9
1,MARR202,Sunetal./2008,842/1-1,,,,,LA-ICP-MS,,,GL,-27.18,-13.57,50.36,1.48,15.75,8.98,11.51,7.86,,0.09,2.61,0.12,,,6.3,36.8,1.542646077,299,,,,,,18.1,0.405071,129,30.8,96.1,1.793,,,,3.29352,11.208,,10.314,3.4545,1.27703,4.51382,,5.29556,,3.29079,,3.09764,0.45,2.58205,0.12968,,0.566497,0.105,0.051,,,,,
1,MARR203,Kelley/Kingsley/andSchilling/inrevision,END0063-016-006,,,,,ICP-MS,,,GL,-28.01,-13.2,50,1.24,16.06,8.19,12.43,8.46,0.15,0.06,2.62,0.5,,,4.6,35.9,1.30984975,253,329,42.2,97,72,82.6,15.8,,118,29,85.2,1.554,,,,2.67,9.99,1.66,8.81,3.05,1.121,3.57,0.731,5.02,1.106,3.18,,2.92,0.44,1.9,0.12555,0.018,0.353,0.1,0.023,0.702755,0.513011,18.324,15.515,38.013
1,MARR204,Kelley/Kingsley/andSchilling/inrevision,END0063-017-005,,,,,ICP-MS,,,GL,-28.54,-12.54,50.78,1.48,15.29,9.06,11.73,7.6,0.18,0.12,2.88,0.5,,,,40.6,1.645742905,292,293,42.5,85,68,91.5,17.5,1,145,38.6,123.2,3.689,1.123,0.024,,4.33,13.5,2.24,11.89,4.13,1.403,4.97,1.02,6.64,1.453,4.18,,3.87,0.58,2.88,0.2597,0.024,0.608,0.232,0.077,0.702719,0.513,18.128,15.492,37.846
1,MARR207,Kelley/Kingsley/andSchilling/inrevision,END0063-022-005,,,,,ICP-MS,,,GL,-30.5,-13.77,50.83,1.42,14.85,9.16,12.59,7.56,0.19,0.08,2.6,0.4,,,5.7,41.9,1.497829716,295,325,42.8,91,67,87.3,16.4,,117,32.5,98.1,,,,,2.85,10.82,1.84,10.02,3.49,1.236,4.01,0.814,5.66,1.233,3.64,,3.36,0.5,2.35,,0.017,0.401,0.047,0.022,0.702829,0.513033,18.299,15.559,38.2
1,MARR208,Kelley/Kingsley/andSchilling/inrevision,END0063-024-005,,,,,ICP-MS,,,GL,-30.98,-13.46,50.32,1.3,15.59,8.59,12.38,8.23,0.17,0.06,2.73,0.35,,,4.8,36.7,1.177796327,238,410,42.2,160,62,77.2,15.1,,122,26.2,75,1.942,,,,2.44,8.97,1.47,7.71,2.73,1.039,3.34,0.661,4.49,0.967,2.82,,2.59,0.39,1.59,0.143,0.017,0.32,0.121,0.029,0.702599,0.513092,18.333,15.5,37.947
1,MARR21,Arevaloetal.(2009),LYN1973-007-VG962,,,,,ICP-MS,,,,70.17,-15.28,50.88,0.8,14.66,10.16,12.84,8.29,,0.05,1.8,0.06,,,,42.4,0.770145242,,104,,,,,,,65,18.7,30.9,1.06893,,,,1.12641,3.77201,0.659227,4.01667,1.54429,0.639818,2.4576,0.464176,3.15118,0.685034,2.08939,,2.19363,0.32,0.950904,,,,0.068,0.019,,,,,
1,MARR21,JennerandO'Neill/2012,LYN1973-030-VG1677,,,,,LA-ICP-MS,,,GL,70.57,-14.69,51.08,1.96,13.95,11.57,10.15,5.19,,0.75,3.02,0.3,,,6.8,35.5,2.054119533,384,5,44.2,19,76,120.5,18.2,23.40876122,253,29.9,135.4,38.8729194,1.320502802,0.247,0.834335472,22.46443064,46.16249082,5.752289125,23.80230596,5.190984392,1.762732734,5.233017699,0.889545491,5.617061591,1.144976459,3.301081532,,3.167628834,0.46,3.420601383,2.056112074,0.031,1.302290279,2.391,0.615,,,,,
1,MARR21,JennerandO'Neill/2012,LYN1973-030-VG1678,,,,,LA-ICP-MS,,,GL,70.57,-14.69,50.39,0.76,14.97,9.19,13.59,8.81,,0.03,1.78,0.06,,,3.9,45.2,0.696337309,262,163,49.2,70,126,82,14.9,0.334005292,61,17.5,27.2,0.399194292,0.407836828,0.006,0.115191122,0.628411268,2.452432045,0.510309732,3.22313258,1.454054381,0.664718313,2.198287562,0.423023896,3.157522229,0.68628356,2.00111541,,2.092644743,0.29,0.861314046,0.024301548,0.004,0.130471261,0.03,,,,,,
1,MARR21,JennerandO'Neill/2012,LYN1973-030-VG1676,,,,,LA-ICP-MS,,,GL,70.57,-14.69,50.06,0.73,15.19,9.37,13.47,8.89,,0.03,1.77,0.08,,,4,44.9,0.713665165,271,320,48.6,94,122,85.1,15.1,0.287282929,60,17.1,29.7,0.329517631,0.419394202,0.004,0.135761863,0.619749396,2.562695821,0.544973111,3.515575277,1.462057196,0.590473966,2.159147066,0.413721572,2.896070356,0.637168218,1.890468272,,2.023806896,0.28,0.879469215,0.01872473,0.004,0.155528076,0.022,,,,,,
1,MARR210,Galeetal./thisstudy,WASPLUM-5-070-003,,,,,ICP-MS,,,GL,-31.4,-13.452,,,,,,,,,,,,,7,41,,294,296,40,82,72,78.9,15.6,1.499,136,38.6,126.5,3.956,,0.018,0.82,4.662,14.386,2.401,12.721,4.132,1.476,5.28147,0.99,6.494,1.399,4.02123,,3.692,0.57,3.135,0.249,,0.734,0.259,0.085,,,,,
1,MARR210,Galeetal./thisstudy,WASPLUM-5-064-001,,,,,ICP-MS,,,GL,-31.911,-13.327,51.08,2.4,14.06,11.93,9.53,6.15,0.24,0.29,3.44,0.25,,,9.9,39.2,,349,79,38.8,48,55,118.1,18,3.684,139,55.4,198.4,7.789,,0.043,1.33,7.957,22.525,3.624,18.578,5.896,1.898,6.95268,1.277,8.267,1.792,5.05729,,4.537,0.7,4.203,0.5,,1.032,0.594,0.182,,,,,
1,MARR210,Galeetal./thisstudy,WASPLUM-5-063-001,,,,,ICP-MS,,,GL,-31.986,-13.323,50.63,1.85,15.16,10.04,10.88,7.38,0.19,0.19,2.99,0.2,,,6.5,35.2,,284,197,36.7,89,59,82.6,14.5,2.095,135,39.2,134.9,5.161,,0.025,0.84,5.38,15.73,2.559,13.309,4.263,1.469,5.34564,0.988,6.449,1.406,4.03674,,3.714,0.57,3.297,0.312,,0.929,0.335,0.107,,,,,
1,MARR210,Galeetal./thisstudy,WASPLUM-5-062-001,,,,,ICP-MS,,,GL,-32.074,-13.304,50.73,2.09,14.67,10.8,10.31,7.18,0.19,0.2,3.1,0.22,,,8.3,39.1,,335,191,40.3,88,60,99.3,17.1,2.601,131,49.1,170.4,6.248,,0.03,1.07,6.543,18.748,3.042,15.308,4.887,1.568,5.84505,1.106,7.024,1.512,4.35417,,4.934,0.75,4.307,0.394,,1.055,0.433,0.139,,,,,
1,MARR210,Galeetal./thisstudy,WASPLUM-5-070-002,,,,,ICP-MS,,,GL,-31.4,-13.452,50.94,1.47,15.14,9.01,11.91,7.85,0.18,0.14,2.83,0.12,,,5.9,40.3,,264,380,40.8,99,80,72.7,14.4,1.445,145,32,103.2,3.477,,0.017,0.7,4.007,11.748,1.941,10.209,3.361,1.248,4.23894,0.799,5.239,1.144,3.22401,,2.999,0.46,2.48,0.214,,0.679,0.229,0.072,,,,,
1,MARR212,Galeetal./thisstudy,WASPLUM-5-032-006,,,,,ICP-MS,,,GL,-32.534,-14.5,,,,,,,,,,,,,6.1,40.8,,258,343,43,81,105,78.5,15,2.138,135,30.7,89.6,4.699,,0.024,0.63,4.059,11.331,1.813,9.52,3.18,1.204,4.12269,0.772,5.046,1.089,3.12682,,2.896,0.44,2.246,0.274,,0.796,0.313,0.096,,,,,
1,MARR212,Galeetal./thisstudy,WASPLUM-5-045-001,,,,,ICP-MS,,,GL,-33.338,-14.33,50.95,2.06,14.27,10.75,10.91,6.69,0.23,0.29,2.99,0.23,,,7.5,41,,330,225,41.2,80,73,95,16.9,5.264,138,44.9,151.6,11.18,,0.063,0.93,8.268,21.27,3.196,16.031,4.959,1.65,6.06453,1.125,7.318,1.583,4.52375,,4.231,0.65,3.737,0.641,,0.998,0.748,0.223,,,,,
1,MARR212,Galeetal./thisstudy,WASPLUM-5-037-001,,,,,ICP-MS,,,GL,-32.935,-14.458,51.2,2.02,14.3,11.03,10.5,6.63,0.23,0.25,3.06,0.2,,,7.9,41.8,,341,147,40.5,60,67,100.2,17.4,4.499,139,42.2,136.9,9.623,,0.05,0.89,7.28,18.861,2.908,14.511,4.505,1.559,5.55396,1.044,6.714,1.443,4.11946,,4.065,0.62,3.445,0.567,,1.424,0.643,0.201,,,,,
