,Area,Province,Author,Sample,Volcano,Stage,Rock Type,Rock_Name,Sample_Comment,Age,Uncertainty,Material,Latitude,Longditude,SiO2,TiO2,Al2O3,FeO,CaO,MgO,MnO,K2O,Na2O,P2O5,H2O,LOI,Li,Sc,Ti,V ,Cr,Co,Ni,Cu,Zn,Ga,Rb,Sr,Y ,Zr,Nb,Sn,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,Tl,Pb,Th,U ,87Sr/86Sr,143Nd/144Nd,206Pb/204Pb,207Pb/206Pb,208Pb/204Pb,src_FeIII_totFe
979,OIB,Oahu,Frey_1994,samp.KOO-27,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.25,0.45,Stratigraphic,21.34,-157.65,50.7048,2.29838,14.6032,11.0358,10.2172,7.75827,0.180658,0.170622,2.70987,0.32117,0.4392,,,27.3,,252.0,348.0,45.8,162.0,,118.0,21.0,1.1,436.0,26.3,154.0,9.1,,,70.0,11.2,30.5,,21.1,5.89,1.92,,0.83,,,,,2.01,0.29,3.46,0.58,,,0.54,,,,,,,0.15
980,OIB,Oahu,Frey_1994,samp.KOO-30,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.25,0.45,Stratigraphic,21.34,-157.65,50.1449,1.94668,12.6687,11.0233,8.54095,12.6687,0.183457,0.234417,2.3136,0.275186,0.6048,,,24.0,,232.0,680.0,57.9,433.0,,117.0,18.9,2.95,453.6,20.9,153.0,10.9,,0.035,76.0,16.4,42.0,,23.2,5.18,1.76,,0.72,,,,,1.5,0.24,3.6,0.61,,,0.62,,,,,,,0.15
981,OIB,Oahu,Frey_1994,samp.KOO-32,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.25,0.45,Stratigraphic,21.34,-157.85,53.4122,1.79052,13.3429,10.049,8.63902,9.31679,0.161855,0.343942,2.69084,0.252899,0.3312,,,,,193.0,502.0,,207.0,,98.0,20.2,5.0,372.0,18.6,120.0,7.8,,,81.0,,23.0,,,,,,,,,,,,,,,,,,,,,,,,0.15
982,OIB,Oahu,Frey_1994,samp.KM1,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/MAKAPUUSTAGE/PACIFICOCEAN,2.25,0.45,Stratigraphic,21.27,-157.7,51.5434,1.5659,11.7291,10.7538,7.62745,13.7092,0.171744,0.303077,2.38421,0.212154,0.29375999999999997,,,,,186.0,846.0,,519.0,,122.0,17.1,3.2,322.0,17.8,104.0,5.6,,,72.0,,20.4,,,,,,,,,,,,,,,,,,,,,,,,0.15
983,OIB,Oahu,Frey_1994,samp.KM2,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/MAKAPUUSTAGE/PACIFICOCEAN,2.25,0.45,Stratigraphic,21.27,-157.7,51.9372,2.20794,14.6251,10.69,9.66226,7.4847,0.16205,0.354485,2.59281,0.283588,0.4248,,,,,265.0,295.0,,135.0,,121.0,21.4,3.8,410.0,25.9,162.0,10.1,,,75.0,,29.5,,,,,,,,,,,,,,,,,,,,,,,,0.15
984,OIB,Oahu,Frey_1994,samp.KM3,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/MAKAPUUSTAGE/PACIFICOCEAN,2.25,0.45,Stratigraphic,21.27,-157.7,51.5866,1.47304,12.5915,10.1042,8.11181,12.7529,0.15134,0.312769,2.72411,0.191697,0.24912000000000004,,,,,200.0,735.0,,499.0,,121.0,17.7,3.1,307.0,20.5,100.0,6.2,,,62.0,,17.3,,,,,,,,,,,,,,,,,,,,,,,,0.15
985,OIB,Oahu,Frey_1994,samp.KM6,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/MAKAPUUSTAGE/PACIFICOCEAN,2.25,0.45,Stratigraphic,21.27,-157.7,52.7685,2.19575,14.0709,10.1053,9.47798,7.41317,0.161156,0.574118,2.92095,0.312239,0.48528000000000004,,,,,243.0,245.0,,172.0,,110.0,20.0,6.7,449.0,22.7,163.0,11.0,,,107.0,,33.7,,,,,,,,,,,,,,,,,,,,,,,,0.15
986,OIB,Oahu,Frey_1994,samp.KM10,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/MAKAPUUSTAGE/PACIFICOCEAN,2.25,0.45,Stratigraphic,21.27,-157.7,52.3986,1.93656,14.4279,10.7561,9.43945,7.78679,0.172364,0.152086,2.68685,0.243337,0.34847999999999996,,,,,238.0,405.0,,174.0,,114.0,20.4,1.1,358.0,23.4,131.0,7.5,,,71.0,,24.2,,,,,,,,,,,,,,,,,,,,,,,,0.15
987,OIB,Oahu,Frey_1994,samp.KOO-54,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.25,0.45,Stratigraphic,21.34,-157.85,51.3671,2.16888,15.6361,10.6927,9.97684,7.00094,0.161405,0.110966,2.63292,0.252195,0.4694400000000001,,,26.6,,249.0,266.0,39.0,99.0,,107.0,20.1,0.1,419.0,52.3,151.0,9.6,,,56.0,19.2,32.6,,33.8,8.92,3.01,,1.53,,,,,3.18,0.5,3.37,0.57,,,0.52,,,,,,,0.15
988,OIB,Oahu,Frey_1994,samp.KOO-55,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.25,0.45,Stratigraphic,21.34,-157.85,52.6985,2.22471,13.4087,10.5887,9.03978,8.40559,0.150999,0.634194,2.53678,0.312064,0.4665599999999999,,,24.3,,195.0,474.0,44.4,212.0,,93.0,20.3,9.1,474.0,22.4,155.0,9.9,,,141.0,13.2,32.4,,22.4,5.46,1.85,,0.76,,,,,1.76,0.24,3.58,0.57,,,0.49,,,,,,,0.15
989,OIB,Oahu,Frey_1994,samp.KOO-55D,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.25,0.45,Stratigraphic,21.34,-157.85,51.9112,2.0627,12.6087,10.8995,8.39235,10.5562,0.151669,0.606676,2.50759,0.303338,0.42912,,,23.3,,199.0,590.0,50.8,369.0,,99.0,20.9,9.6,425.0,21.2,149.0,8.3,,,132.0,12.0,29.8,,19.5,5.07,1.71,,0.68,,,,,1.48,0.22,3.5,0.58,,,0.52,,,,,,,0.15
990,OIB,Oahu,Frey_1994,samp.KOO-49,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.25,0.45,Stratigraphic,21.34,-157.85,51.8185,2.09653,13.0529,10.7564,8.77922,10.2307,0.161271,0.463655,2.3586,0.282225,0.40896,,,22.7,,241.0,367.0,49.5,383.0,,107.0,19.1,6.4,395.0,22.0,151.0,9.1,,,102.0,11.6,28.4,,18.4,4.83,1.66,,0.66,,,,,1.6,0.24,3.21,0.48,,,0.53,,,,,,,0.15
991,OIB,Oahu,Frey_1994,samp.KOO-50,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.25,0.45,Stratigraphic,21.34,-157.85,50.8775,2.16543,15.7348,11.0352,10.2909,7.01235,0.161901,0.0910695,2.36781,0.26309,0.42048,,,26.7,,253.0,238.0,41.8,116.0,,109.0,20.0,0.4,400.0,27.6,149.0,9.7,,,91.0,12.7,29.2,,20.2,5.56,1.88,,0.88,,,,,1.94,0.29,3.3,0.57,,,0.51,,,,,,,0.15
992,OIB,Oahu,Frey_1994,samp.H3-1,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.25,0.45,Stratigraphic,21.34,-157.85,54.2888,1.78674,14.3242,9.67352,9.45864,7.06622,0.151419,0.434068,2.58422,0.232176,0.38448,,,23.7,,226.0,240.0,40.6,125.0,,104.0,19.5,4.5,353.0,20.6,129.0,8.2,,,71.0,10.1,26.7,,17.2,4.52,1.53,,0.63,,,,,1.6,0.25,2.79,0.49,,,0.22,,,,,,,0.15
993,OIB,Oahu,Frey_1994,samp.H3-10,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.25,0.45,Stratigraphic,21.34,-157.85,50.7692,1.42485,11.4595,10.8204,7.80132,15.3298,0.171791,0.252633,1.78864,0.181896,0.26784,,,20.4,,189.0,890.0,66.9,670.0,,104.0,15.5,4.8,273.0,15.1,95.0,5.8,,,49.0,6.84,18.6,,12.4,3.17,1.12,,0.42,,,,,1.21,0.18,2.17,0.4,,,0.2,,,,,,,0.15
994,OIB,Oahu,Frey_1994,samp.H3-31,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.25,0.45,Stratigraphic,21.34,-157.85,53.8731,1.95368,13.7062,10.5658,9.00922,8.21965,0.151841,0.263191,2.0043,0.253068,0.34992,,,25.0,,228.0,357.0,43.1,133.0,,115.0,19.3,2.4,316.0,19.0,126.0,8.0,,,63.0,9.11,24.3,,16.0,4.25,1.51,,0.67,,,,,1.52,0.22,2.85,0.38,,,0.16,,,,,,,0.15
995,OIB,Oahu,Frey_1994,samp.87TAN-1,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.25,0.45,Stratigraphic,21.34,-157.85,50.9338,2.14479,14.5642,11.2668,8.96728,9.06941,0.173626,0.163413,2.45119,0.265546,0.4032,,,,,229.0,603.0,,339.0,,120.0,20.7,2.37,424.0,28.3,146.0,8.6,,,117.0,,28.0,,,,,,,,,,,,,,,,,,,,,,,,0.15
996,OIB,Oahu,Frey_1994,samp.87TAN-2,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.25,0.45,Stratigraphic,21.34,-157.85,50.792,2.2622,15.8866,11.2829,9.32517,7.17557,0.225196,0.21496,2.48739,0.34803,0.47375999999999996,,,27.2,,242.0,353.0,48.2,148.0,,118.0,,,,,169.0,10.7,,,131.0,14.3,32.9,,22.0,5.57,1.96,,0.88,,,,,2.04,0.28,3.81,0.59,,,0.66,,0.70451,0.51254,17.751,15.392,37.792,0.15
997,OIB,Oahu,Frey_1994,samp.87TAN-3,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.25,0.45,Stratigraphic,21.34,-157.85,49.7879,2.36309,14.8304,11.5572,9.75794,8.47453,0.173158,0.132415,2.61773,0.305572,0.432,,,,,277.0,411.0,,266.0,,116.0,20.9,0.69,436.0,31.2,170.0,10.5,,,98.0,,30.0,,,,,,,,,,,,,,,,,,,,,,,,0.15
998,OIB,Oahu,Frey_1994,samp.87TAN-4,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.25,0.45,Stratigraphic,21.34,-157.85,52.5042,1.80102,14.805,10.0712,9.56472,7.99774,0.152629,0.19333,2.69644,0.21368,0.3312,,,,,218.0,444.0,,188.0,,102.0,19.9,1.91,358.0,20.7,117.0,7.8,,,78.0,,23.0,,,,,,,,,,,,,,,,,,,,,,,,0.15
999,OIB,Oahu,Frey_1994,samp.OH25,Koolau,Shield,VOLCANICROCK,THOLEIITE,HAWAIIANISLANDS/OAHU/KOOLAU/SHIELDSTAGE/KOOLAUSERIES/PACIFICOCEAN,2.25,0.45,Stratigraphic,21.34,-157.85,50.6604,2.36872,15.7646,10.7748,9.64624,7.09609,0.161275,0.221753,3.0743,0.231832,0.50544,,,25.9,,236.0,254.0,42.0,201.0,,114.0,22.4,0.8,487.0,21.1,175.0,10.7,,,83.0,13.2,35.1,,23.9,6.27,1.97,,0.69,,,,,1.67,0.27,4.11,0.66,,,0.48,,,,,,,0.15
1091,OIB,Oahu,Clague_1982,samp.69MCA-1,Koolau,Rejuvenated,VOLCANICROCK,NEPHELINITE,HAWAIIANISLANDS/OAHU/KOOLAU/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,0.5,0.5,Stratigraphic,21.34,-157.85,40.7399,2.15402,12.1578,13.6425,12.2406,12.893,0.248541,0.776689,3.98701,1.15986,2.9329,,,24.0,,200.0,470.0,68.0,290.0,65.0,127.0,,,1150.0,,153.0,,,,730.0,81.0,139.0,,61.0,14.3,4.15,,1.6,,,,,1.9,0.25,2.8,2.2,,,7.7,,,,,,,0.17
1092,OIB,Oahu,Clague_1982,samp.69PY-1,Koolau,Rejuvenated,VOLCANICROCK,NEPHELINITE,HAWAIIANISLANDS/OAHU/KOOLAU/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,0.5,0.5,Stratigraphic,21.34,-157.85,40.4701,1.96871,11.7412,12.7884,12.7864,13.649,0.223255,0.842281,4.52599,1.00465,2.5953,,,27.0,,225.0,550.0,68.0,375.0,66.0,120.0,17.0,21.0,1235.0,24.0,116.0,33.0,,,660.0,68.0,123.0,,54.0,12.7,3.79,,1.54,,,,,2.64,0.42,2.6,1.7,,4.0,6.8,,,,,,,0.17
1094,OIB,Oahu,Clague_1982,samp.69KAL-1,Koolau,Rejuvenated,VOLCANICROCK,NEPHELINITE_MELILITE,HAWAIIANISLANDS/OAHU/KOOLAU/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,0.5,0.5,Stratigraphic,21.34,-157.85,38.3241,2.10066,12.0187,13.7787,15.4571,12.7085,0.271728,0.522553,3.50111,1.31683,3.7136,,,24.0,,260.0,420.0,63.0,250.0,60.0,142.0,,,2150.0,,200.0,,,,1040.0,109.0,176.0,,73.0,17.0,4.73,,1.8,,,,,2.1,0.27,3.1,2.6,,,10.9,,,,,,,0.17
1095,OIB,Oahu,Clague_1982,samp.69KAL-2,Koolau,Rejuvenated,VOLCANICROCK,NEPHELINITE_MELILITE,HAWAIIANISLANDS/OAHU/KOOLAU/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,0.5,0.5,Stratigraphic,21.34,-157.85,38.6982,2.1391,11.9442,13.9448,12.6913,12.3331,0.276343,1.07467,5.52686,1.37148,3.6714,,,26.0,,270.0,485.0,66.0,280.0,65.0,144.0,,23.0,1550.0,,185.0,,,,920.0,96.0,174.0,,71.0,16.6,4.66,,1.9,,,,,2.1,0.3,3.1,2.7,,,10.9,,,,,,,0.17
1096,OIB,Oahu,Clague_1982,samp.68KEE-1,Koolau,Rejuvenated,VOLCANICROCK,NEPHELINITE_MELILITE,HAWAIIANISLANDS/OAHU/KOOLAU/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,0.5,0.5,Stratigraphic,21.34,-157.85,39.914,2.71616,11.368,14.0056,11.4939,15.6887,0.230717,0.975302,2.69519,0.912379,2.1944,,,26.0,,271.0,480.0,67.0,300.0,92.0,134.0,18.0,25.0,715.0,24.0,191.0,55.0,,,,54.0,104.0,,46.0,9.67,3.01,,1.3,,,,,1.4,0.24,4.4,,,,5.6,,,,,,,0.17
1097,OIB,Oahu,Clague_1982,samp.65PAL-2,Koolau,Rejuvenated,VOLCANICROCK,BASANITE,HAWAIIANISLANDS/OAHU/KOOLAU/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,0.5,0.5,Stratigraphic,21.34,-157.85,42.7707,2.41654,12.6766,13.0148,11.3966,13.506,0.215031,0.552937,2.81588,0.634854,1.7091,,,24.0,,295.0,550.0,67.0,375.0,50.0,112.0,,,750.0,,160.0,,,,510.0,46.0,81.0,,38.0,8.8,2.59,,1.0,,,,,1.7,0.28,3.7,3.0,,,4.2,,,,,,,0.17
1098,OIB,Oahu,Clague_1982,samp.69HUL-4,Koolau,Rejuvenated,VOLCANICROCK,BASANITE,HAWAIIANISLANDS/OAHU/KOOLAU/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,0.5,0.5,Stratigraphic,21.34,-157.85,42.8267,2.5006,12.4214,13.2137,10.9925,13.7584,0.204131,0.510327,2.97011,0.602186,1.5403,,,24.0,,280.0,545.0,68.0,400.0,40.0,100.0,,,780.0,,163.0,,,,545.0,35.0,73.0,,33.0,8.0,2.44,,1.0,,,,,1.6,0.29,3.5,2.8,,,3.6,,,,,,,0.17
1099,OIB,Oahu,Clague_1982,samp.65PAL-1,Koolau,Rejuvenated,VOLCANICROCK,BASANITE,HAWAIIANISLANDS/OAHU/KOOLAU/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,0.5,0.5,Stratigraphic,21.34,-157.85,42.8206,2.45152,12.2677,13.1635,10.7077,13.1288,0.212735,0.881332,3.66715,0.698988,1.8357,,,22.0,,335.0,475.0,68.0,460.0,60.0,126.0,,,900.0,,188.0,,,0.8,680.0,50.0,87.0,,42.0,9.2,2.79,,0.9,,,,,1.6,0.27,3.9,3.3,,,4.6,,,,,,,0.17
1100,OIB,Oahu,Clague_1982,samp.68PAL-1,Koolau,Rejuvenated,VOLCANICROCK,NEPHELINITE,HAWAIIANISLANDS/OAHU/KOOLAU/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,0.5,0.5,Stratigraphic,21.34,-157.85,37.8575,2.82656,11.3573,13.3154,13.3063,13.5205,0.2449,1.34695,5.02046,1.20409,3.2494,,,24.0,,210.0,510.0,66.0,250.0,35.0,115.0,,,1600.0,,195.0,,,0.7,960.0,99.0,154.0,,62.0,14.0,4.16,,1.5,,,,,1.8,0.26,3.7,3.0,,,9.1,,,,,,,0.17
1101,OIB,Oahu,Clague_1982,samp.69WIL-1,Koolau,Rejuvenated,VOLCANICROCK,NEPHELINITE,HAWAIIANISLANDS/OAHU/KOOLAU/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,0.5,0.5,Stratigraphic,21.34,-157.85,40.593,1.89885,12.3122,12.2891,13.1708,13.2718,0.232307,0.989828,4.22192,1.02013,2.7008,,,29.0,,295.0,530.0,64.0,330.0,55.0,110.0,,24.0,1300.0,,140.0,,,0.4,775.0,72.0,128.0,,65.0,13.0,3.66,,1.4,,,,,2.1,0.35,2.5,2.3,,,7.3,,,,,,,0.17
1102,OIB,Oahu,Clague_1982,samp.68SAL-23,Koolau,Rejuvenated,VOLCANICROCK,BASANITE,HAWAIIANISLANDS/OAHU/KOOLAU/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,0.5,0.5,Stratigraphic,21.34,-157.92,41.3327,2.67964,11.9084,13.9824,11.1531,12.5705,0.237961,1.04496,4.03499,1.0553,2.6586,,,24.0,,210.0,395.0,69.0,280.0,63.0,,,,1120.0,,,,,0.7,880.0,73.0,126.0,,56.0,14.3,3.94,,1.6,,,,,1.8,0.29,3.3,2.4,,6.5,8.0,,,,,,,0.17
1105,OIB,Oahu,Clague_1982,samp.68KAV-2,Koolau,Rejuvenated,VOLCANICROCK,NEPHELINITE_MELILITE,HAWAIIANISLANDS/OAHU/KOOLAU/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,0.5,0.5,Stratigraphic,21.34,-157.85,39.2673,2.63278,12.4598,13.3732,13.3272,10.9189,0.24491,1.41844,4.99005,1.36742,3.4182,,,25.0,,235.0,325.0,61.0,220.0,59.0,129.0,15.0,35.0,1500.0,32.0,184.0,55.0,,0.7,995.0,82.0,162.0,,66.0,14.0,4.24,,1.5,,,,,2.0,0.31,3.6,3.0,,5.0,9.7,,,,,,,0.17
1107,OIB,Oahu,Clague_1982,samp.65NUU-1,Koolau,Rejuvenated,VOLCANICROCK,NEPHELINITE,HAWAIIANISLANDS/OAHU/KOOLAU/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,0.5,0.5,Stratigraphic,21.34,-157.85,39.9359,2.3856,11.8366,12.8293,13.3492,12.6995,0.243635,1.16742,4.43619,1.11666,2.6164,,,27.0,,240.0,475.0,64.0,250.0,72.0,101.0,,,1200.0,,178.0,,,0.6,770.0,82.0,124.0,,53.0,12.1,3.73,,1.4,,,,,1.7,0.28,3.1,2.4,,,7.3,,,,,,,0.17
1108,OIB,Oahu,Clague_1982,samp.69NUU-1,Koolau,Rejuvenated,VOLCANICROCK,NEPHELINITE,HAWAIIANISLANDS/OAHU/KOOLAU/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,0.5,0.5,Stratigraphic,21.34,-157.85,39.912,2.53764,11.9168,13.101,12.7593,13.2566,0.233463,1.26882,4.07038,0.944002,2.2577,,,25.0,,270.0,480.0,65.0,280.0,67.0,104.0,,32.0,1000.0,,158.0,,,,700.0,54.0,107.0,,45.0,11.0,3.43,,1.2,,,,,1.8,0.24,3.2,2.45,,,5.9,,,,,,,0.17
1109,OIB,Oahu,Clague_1982,samp.69NUU-2,Koolau,Rejuvenated,VOLCANICROCK,NEPHELINITE,HAWAIIANISLANDS/OAHU/KOOLAU/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,0.5,0.5,Stratigraphic,21.34,-157.85,39.8551,2.53679,11.9606,13.0462,12.9998,13.2239,0.24451,1.23274,3.94272,0.957663,2.3421,,,25.0,,330.0,485.0,67.0,270.0,75.0,100.0,,,1000.0,,164.0,,,,705.0,67.0,111.0,,47.0,11.4,3.29,,1.3,,,,,1.7,0.26,3.2,2.8,,,6.0,,,,,,,0.17
1110,OIB,Oahu,Clague_1982,samp.67NUU-4OX,Koolau,Rejuvenated,VOLCANICROCK,NEPHELINITE,HAWAIIANISLANDS/OAHU/KOOLAU/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,0.5,0.5,Stratigraphic,21.34,-157.85,41.3429,2.50132,12.3642,13.4605,12.0185,12.7608,0.213527,0.874445,3.69097,0.772765,1.8779,,,23.0,,350.0,480.0,70.0,365.0,30.0,129.0,,,940.0,,150.0,,,0.6,680.0,50.0,89.0,,48.0,10.6,3.03,,1.2,,,,,1.7,0.27,3.3,2.8,,,4.5,,,,,,,0.17
1114,OIB,Oahu,Clague_1982,samp.68KOST-2,Koolau,Rejuvenated,VOLCANICROCK,BASANITE,HAWAIIANISLANDS/OAHU/KOOLAU/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,0.5,0.5,Stratigraphic,21.34,-157.92,38.3662,3.03,12.151,15.3979,11.8718,10.9204,0.23785,1.66495,5.08792,1.27198,3.2916,,,15.0,,210.0,275.0,65.0,180.0,56.0,175.0,,,1600.0,,240.0,,,0.7,1065.0,90.0,156.0,,69.0,16.3,4.88,,1.9,,,,,1.7,0.2,5.1,3.9,,,9.1,,,,,,,0.17
1115,OIB,Oahu,Clague_1982,samp.65AIN-1,Koolau,Rejuvenated,VOLCANICROCK,NEPHELINITE,HAWAIIANISLANDS/OAHU/KOOLAU/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,0.5,0.5,Stratigraphic,21.34,-157.85,41.2311,2.44836,12.7459,13.248,12.5401,13.2191,0.216031,0.894987,2.7364,0.720105,1.9623,,,26.0,,305.0,445.0,72.0,305.0,62.0,119.0,18.5,9.0,590.0,25.0,149.0,39.0,,,730.0,50.0,93.0,,43.0,10.4,2.96,,1.3,,,,,1.7,0.3,3.3,2.6,,8.3,4.9,,,,,,,0.17
1116,OIB,Oahu,Clague_1982,samp.65KAPAA-11,Koolau,Rejuvenated,VOLCANICROCK,NEPHELINITE,HAWAIIANISLANDS/OAHU/KOOLAU/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,0.5,0.5,Stratigraphic,21.34,-157.85,41.1969,2.61649,11.7486,13.4814,12.4155,13.103,0.225736,0.790077,3.60152,0.82086,2.321,,,21.0,,290.0,480.0,66.0,340.0,50.0,107.0,,20.0,1050.0,,171.0,,,0.7,780.0,53.0,110.0,,56.0,11.1,3.24,,1.3,,,,,1.5,0.25,3.4,2.7,,,5.9,,,,,,,0.17
1117,OIB,Oahu,Clague_1982,samp.68MAV-1,Koolau,Rejuvenated,VOLCANICROCK,NEPHELINITE,HAWAIIANISLANDS/OAHU/KOOLAU/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,0.5,0.5,Stratigraphic,21.34,-157.85,42.2465,2.93421,12.6709,14.0957,10.6403,11.879,0.213212,1.10667,3.60431,0.609178,1.7091,,,18.0,,240.0,345.0,69.0,240.0,55.0,120.0,,,810.0,,174.0,,,,650.0,45.0,81.0,,45.0,9.3,2.77,,1.0,,,,,1.5,0.26,3.9,2.35,,,3.6,,,,,,,0.17
1118,OIB,Oahu,Clague_1982,samp.68TSV-1,Koolau,Rejuvenated,VOLCANICROCK,NEPHELINITE_MELILITE,HAWAIIANISLANDS/OAHU/KOOLAU/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,0.5,0.5,Stratigraphic,21.34,-157.85,38.191,2.62965,11.1403,13.5376,12.9546,13.8006,0.254811,1.31482,4.91275,1.26386,3.4393,,,26.0,,240.0,505.0,68.0,275.0,68.0,134.0,17.5,36.0,1640.0,30.0,169.0,51.0,,0.8,1065.0,84.0,163.0,,66.0,15.0,4.53,,1.65,,,,,1.9,0.28,3.6,3.0,,6.3,10.1,,,,,,,0.17
1119,OIB,Oahu,Clague_1982,samp.68FS-2,Koolau,Rejuvenated,VOLCANICROCK,BASANITE,HAWAIIANISLANDS/OAHU/KOOLAU/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,0.5,0.5,Stratigraphic,21.34,-157.85,44.4883,2.41706,12.2919,12.6968,11.2589,12.891,0.196257,0.764368,2.61331,0.382184,0.9284,,,27.0,,1300.0,575.0,64.0,360.0,60.0,121.0,20.5,18.0,535.0,18.0,121.0,28.0,,,325.0,21.5,44.0,,21.0,5.5,1.91,,0.84,,,,,1.46,0.23,2.9,1.95,,4.0,2.1,,,,,,,0.17
1120,OIB,Oahu,Clague_1982,samp.65BP-1,Koolau,Rejuvenated,VOLCANICROCK,BASANITE,HAWAIIANISLANDS/OAHU/KOOLAU/REJUVENATEDSTAGE/HONOLULUSERIES/PACIFICOCEAN,0.5,0.5,Stratigraphic,21.34,-157.85,44.4661,2.29786,11.908,12.6814,11.1318,13.4195,0.194041,0.888505,2.66551,0.347232,0.9917,,,23.0,,310.0,555.0,65.0,400.0,90.0,127.0,,24.0,520.0,,127.0,,,,355.0,22.0,47.0,,22.0,6.1,1.97,,0.86,,,,,1.4,0.27,2.5,2.0,,,2.0,,,,,,,0.17
