seg name,seg lat,seg lon,Distance from Hotspot,Hotspot Name,mean depth,minmax depth,length (km),spread rate,n pts,nlocs,Si method,Si slope,Si8 mean,Si8 std,Fe method,Fe slope,Fe8 mean,Fe8 std,Na method,Na slope,Na8 mean,Na8 std,Ca method,Ca slope,Ca8 mean,Ca8 std,Al method,Al slope,Al8 mean,Al8 std,Ti method,Ti slope,Ti8 mean,Ti8 std,K8 mean,K8 std,P8 mean,P8 std,,Si90,Ti90,Al90,Fe90,Mg90,Ca90,Na90,K90,+ACI-Confidence (1+AD0-best, 3+AD0- worst)+ACI-,87Sr/86Sr_conc,143Nd/144Nd_conc,206Pb/204Pb_conc,207Pb/204Pb_conc,208Pb/204Pb_conc,176Hf/177Hf_conc,,Crustal_Thickness_km,Plate_Age,Ref
GALA10,2.234,-92.722,261,Galapagos,-2021.8,559.8,120.38,53.05,38,11,1,-0.804,50.06,0.39,3,-1.6,10.6,0.52,3,-0.32,2.34,0.15,3,1,12.13,0.25,3,1,14.38,0.34,3,-0.43,1.47,0.12,0.163,0.06,0.135,0.02,,48.01,1.03,12.23,10.21,15.44,10.38,1.79,0.12,1,,0.702964,0.513003,18.945,15.592,38.782,0.2831,,7.469,1.2,Canales(2002)
GALA11,2.002,-91.48,230,Galapagos,-1881.8,743.5,149.73,54.93,27,10,1,-0.599,49.5,0.45,1,-1.313,10.59,0.36,1,-0.154,2.59,0.15,1,0.867,12.06,0.25,1,0.946,14.62,0.48,1,-0.431,1.66,0.13,0.182,0.06,0.141,0.03,,47.58,1.18,12.32,10.35,15.66,10.19,2.05,0.13,1,,0.702924,0.512993,19.051,15.591,38.795,0.28306,,7.80567,,Hoggard(2017)
GALA12,0.897,-90.008,243,Galapagos,-1792.3,413.9,177.27,57.26,5,4,1,-0.625,49.04,0.71,1,-1.997,8.9,1.32,1,-0.212,2.6,0.23,1,0.764,12.4,0.35,1,1.142,15.62,0.67,1,-0.322,1.55,0.23,0.294,0.16,0.211,0.13,,47.9,1.26,14.6,8.21,12.41,11.51,2.25,0.24,3,,0.702871,0.512998,18.988,15.59,38.714,0.28309,,,,
GALA14GALA13,0.744,-87.952,458,Galapagos,-2064.5,365.7,229.34,59.99,3,2,3,-0.5,50.3,0.51,1,-1.939,10.55,0.15,1,-0.304,2.17,0.09,1,0.917,12.23,0.11,1,0.841,14.06,0.07,1,-0.543,1.21,0.07,0.083,0.01,0,0,,48.42,0.78,12.02,10,15.12,10.53,1.68,0.06,2,,0.702773,0.513074,18.765,15.543,38.379,0.28316,,,,
GALA15,0.794,-86.22,649,Galapagos,-2470.6,532.5,198.95,62.62,110,36,3,-0.5,50.41,0.46,3,-1.6,10.81,0.48,1,-0.158,2.2,0.09,1,0.827,11.91,0.23,1,0.868,14.6,0.26,3,-0.43,1.28,0.13,0.061,0.01,0.121,0.02,,48.34,0.86,12.23,10.42,15.77,10.02,1.72,0.04,1,,0.702618,0.513103,18.602,15.534,38.189,0.28317,,,,
JUAN3,50.23,-130.216,451,Bowie,-2224.8,434.6,34.95,53.8,10,3,3,-0.5,49.15,0.47,3,-1.6,9.53,0.44,3,-0.32,2.63,0.3,3,1,12.65,0.34,3,1,15.5,0.3,3,-0.43,1.5,0.11,0.189,0.07,0.159,0.01,,47.76,1.11,13.85,9.12,13.79,11.39,2.14,0.14,2,,,,,,,,,,,
JUAN4,49.615,-130.37,403,Juan,-2334.4,1125.4,92.14,53.3,106,42,1,-0.15,50.38,0.28,1,-1.272,9.55,0.37,1,-0.315,2.33,0.15,1,1.099,12.49,0.33,1,0.373,14.72,0.24,1,-0.41,1.29,0.13,0.294,0.09,0.163,0.03,,48.91,0.93,12.78,9.32,14.1,11.18,1.86,0.22,1,,,,,,,,,6.9925,,Hoggard(2017)
JUAN5,48.532,-129.014,291,Juan,-2929.5,462.4,48.98,52.7,6,5,3,-0.5,49.9,0,3,-1.6,9.5,0,3,-0.32,2.68,0,3,1,12.3,0,3,1,15.3,,3,-0.43,1.6,,0.15,,0.116,,,48.43,1.2,13.69,9.09,13.74,11.09,2.18,0.11,n/a,,,,,,,,,8.1275,,Hoggard(2017)
JUAN7,47.873,-129.163,218,Juan,-2367.8,655.2,55.44,52.1,11,3,3,-0.5,50.08,0.51,3,-1.6,8.67,0.67,3,-0.32,2.67,0.18,3,1,12.44,0.21,3,1,15.62,0.46,3,-0.43,1.41,0.1,0.207,0.08,0.163,0.02,,48.92,1.08,14.55,8.18,12.38,11.68,2.27,0.17,2,,,,,,,,,6.98975,,Hoggard(2017)
JUAN8,47.025,-129.184,130,Juan,-2516.2,425.8,118.59,51.5,33,17,1,-0.318,50.01,0.3,1,-2.279,9.95,0.32,1,-0.133,2.34,0.12,1,1.248,12.42,0.22,1,0.942,14.89,0.18,1,-0.588,1.33,0.1,0.138,0.05,0.144,0.02,,48.56,0.89,13.24,9.21,13.93,11.24,1.96,0.1,1,,,,,,,,,6.3901,,Hoggard(2017)
JUAN9,46.301,-129.718,40,Juan,-2259.8,371.5,60.29,50.8,52,43,3,-0.5,49.66,0.47,3,-1.6,10.44,0.3,3,-0.32,2.37,0.14,3,1,12.56,0.32,3,1,15.01,0.36,3,-0.43,1.28,0.15,0.081,0.02,0.11,0.02,,47.87,0.88,12.84,10.05,15.21,10.81,1.83,0.06,1,,,,,,,,,,,
JUAN10,45.896,-130.01,12,Juan,-1903.9,806.4,79.79,50.4,265,44,3,-0.5,49.12,0.3,3,-1.6,10.12,0.33,3,-0.32,2.59,0.14,3,1,12.7,0.24,3,1,15.44,0.33,3,-0.43,1.25,0.12,0.125,0.02,0.105,0.02,,47.53,0.87,13.4,9.73,14.72,11.1,2.04,0.09,1,,,,,,,,,,,
JUAN11,45.309,-130.077,77,Juan,-2431.4,154.9,59.67,50,59,15,4,-0.5,50.08,0.36,4,-1.6,10.15,0.55,4,-0.32,2.53,0.14,4,1,11.98,0.2,4,1,14.98,0.44,4,-0.43,1.43,0.15,0.139,0.04,0.126,0.03,,48.33,1.02,13,9.76,14.77,10.48,1.99,0.1,1,,,,,,,,,,,
JUAN12,44.804,-130.31,135,Juan,-2189.9,242,66.27,49.5,322,60,1,-0.382,49.9,0.28,1,-1.896,10.09,0.49,3,-0.32,2.36,0.13,1,1.122,12.29,0.34,1,0.882,14.92,0.31,3,-0.43,1.44,0.12,0.125,0.02,0.132,0.02,,48.31,1.04,13.03,9.55,14.44,10.91,1.87,0.09,1,,0.702489,0.51315,18.447,15.473,37.814,,,6.8988,,Hoggard(2017)
JUAN15,42.715,-126.755,447,Juan,-3364.9,938,68.74,48.6,338,134,4,-0.5,50.51,0.38,4,-1.6,9.29,0.57,4,-0.32,2.71,0.17,4,1,11.89,0.38,4,1,15.39,0.5,4,-0.43,1.41,0.19,0.121,0.03,0.135,0.03,,49.05,1.04,13.91,8.87,13.41,10.85,2.23,0.09,1,,0.702428,0.513225,18.215,15.442,37.612,,,,,
JUAN16,42.018,-127.141,498,Juan,-3369.8,614,93.05,47.9,12,7,2,-0.554,50.09,0.35,2,-1.406,10.16,0.27,2,-0.057,2.7,0.12,4,1,11.59,1.13,2,1.089,15,0.33,2,-0.461,1.59,0.12,0.103,0.01,0.139,0.02,,48.27,1.14,12.98,9.87,14.93,10.06,2.23,0.08,2,,,,,,,,,,,
JUAN17,40.999,-127.475,592,Juan,-3242.7,461,121.01,47,112,18,1,-0.482,50.22,0.29,1,-1.286,9.69,0.41,1,-0.143,2.7,0.1,1,0.532,11.44,0.27,1,1.053,15.48,0.41,1,-0.318,1.51,0.12,0.164,0.07,0.152,0.03,,48.58,1.15,13.64,9.45,14.3,9.98,2.24,0.12,1,,0.702536,0.513174,18.317,15.453,37.759,,,5.6095,,Hoggard(2017)
MARR14,72.356,1.707,371,Jan,-2878.5,938.8,113.14,15.53,4,3,4,-0.5,50.75,0.13,4,-1.6,9.32,0.54,4,-0.32,2.41,0.1,4,1,11.91,0.22,4,1,15.29,0.35,4,-0.43,1.2,0.11,0.301,0.08,0.13,0.02,,49.25,0.86,13.81,8.9,13.45,10.85,1.97,0.19,2,,0.703191,0.513027,18.376,15.461,38.132,0.28335,,3.60871,,Hoggard(2017)
MARR18MARR17,71.551,-3.852,160,Jan,-2269.9,758.4,84.27,15.99,14,4,3,-0.5,50.76,0.26,3,-1.6,8.98,0.41,3,-0.32,2.37,0.13,3,1,11.53,0.42,3,1,15.56,0.28,3,-0.43,1.25,0.09,0.393,0.08,0.16,0.01,,49.4,0.92,14.28,8.53,12.91,10.69,1.96,0.31,2,,0.703221,0.513002,18.624,15.483,38.359,0.28323,,,,
MARR22MARR21,69.889,-15.57,307,Jan,-1192.4,987.2,217.35,16.88,10,3,1,-0.608,50.68,0.41,1,-2.578,10.79,0.34,1,-0.324,1.94,0.07,1,1.654,12.51,0.25,1,0.984,14.53,0.26,1,-0.381,0.96,0.08,0.053,0.01,0.086,0.02,,48.73,0.64,12.52,9.91,14.99,11.12,1.48,0.04,1,,0.702786,0.513192,18.006,15.424,37.567,0.2833,,8.74567,0.5,Hoggard(2017)
MARR23,68.38,-17.996,386,Iceland,-827.2,840.6,116.13,17.32,14,10,3,-0.5,50.32,0.43,3,-1.6,11.47,0.73,3,-0.32,1.71,0.13,3,1,12.24,0.36,3,1,14.74,0.44,3,-0.43,0.92,0.13,0.064,0.02,0.082,0.01,,48.01,0.55,12.01,11.04,16.71,10.03,1.22,0.04,1,,0.702791,0.513177,17.979,15.427,37.614,0.28331,,9.295,1.1,Hoggard(2017)
MARR24,67.412,-18.64,275,Iceland,-325.9,320.8,96.23,17.59,8,4,3,-0.5,50.23,0.43,1,-1.869,11.43,0.17,1,-0.137,2.12,0.13,1,0.783,12.01,0.29,1,0.757,14.32,0.1,1,-0.331,0.87,0.05,0.052,0.01,0.07,0.02,,48,0.56,11.66,10.9,16.49,9.84,1.63,0.04,1,,0.702817,0.513133,18.025,15.439,37.688,0.2833,,10.45,0.8,Hoggard(2017)
MARR28,64.834,-17.339,127,Iceland,1025.3,890.6,115.91,18.2,5,5,1,-0.62,49.28,0.21,1,-1.729,11.67,0.39,1,-0.246,2.05,0.06,1,1.545,12.92,0.42,1,0.509,13.93,0.24,1,-0.308,1.28,0.09,0.12,0.02,0.18,0,,47.09,0.87,11.1,11.17,16.91,10.73,1.5,0.08,1,,0.703054,0.513051,,,,,,,,
MARR29,64.121,-18.675,116,Iceland,696.2,476.6,85.11,18.42,12,12,3,-0.5,48.38,0.4,1,-1.504,12.24,0.4,1,-0.415,2,0.21,1,1.096,12.65,0.45,1,0.635,13.93,0.36,1,-0.927,1.29,0.29,0.176,0.05,0.188,0.03,,46.22,0.62,10.78,11.8,17.86,9.99,1.35,0.12,1,,,,,,,,,,,
MARR31,64.028,-21.542,131,Iceland,384.9,423.7,45.22,18.51,7,5,4,-0.5,48.16,0.21,4,-1.6,11.76,0.3,4,-0.32,2.22,0.03,4,1,12.02,0.2,4,1,14.91,0.37,4,-0.43,1.8,0.05,0.231,0.04,0.197,0.02,,46.21,1.23,11.97,11.32,17.13,9.72,1.6,0.15,1,,0.703163,0.513019,,,,,,,,
MARR32,63.815,-22.632,183,Iceland,-45.3,362.6,54.75,18.59,20,12,3,-0.5,48.87,0.61,3,-1.6,11.18,0.56,3,-0.32,1.98,0.1,3,1,12.56,0.35,3,1,15.11,0.39,3,-0.43,1.41,0.27,0.141,0.06,0.127,0.04,,46.96,0.94,12.48,10.77,16.3,10.45,1.44,0.1,1,,0.703111,0.513026,,,,,,,,
MARR33,63.363,-23.959,264,Iceland,-202.6,348.5,104.81,18.73,85,10,3,-0.5,49.18,0.52,3,-1.6,11.4,0.34,3,-0.32,1.74,0.16,3,1,12.66,0.24,3,1,14.99,0.27,3,-0.43,1.2,0.26,0.113,0.01,0.128,0.02,,47.13,0.78,12.23,10.99,16.63,10.39,1.25,0.08,2,,0.70307,0.51305,18.689,15.505,38.303,0.28325,,12.0012,3,Hoggard(2017)
MARR34,62.833,-25.067,345,Iceland,-543.3,367.3,48.99,18.88,8,7,3,-0.5,49.59,0.44,3,-1.6,11.91,0.32,3,-0.32,2.01,0.13,3,1,11.82,0.31,3,1,14.27,0.52,3,-0.43,1.44,0.15,0.158,0.02,0.168,0.03,,47.27,0.94,11.39,11.46,17.33,9.5,1.42,0.11,2,,0.702988,0.513052,18.703,15.497,38.29,0.28324,,11.08,,Hoggard(2017)
MARR35,62.39,-25.831,408,Iceland,-663,332.6,76.28,19,78,9,3,-0.5,49.94,0.3,3,-1.6,11.16,0.44,3,-0.32,1.86,0.1,3,1,12.37,0.41,3,1,14.75,0.24,3,-0.43,1.13,0.13,0.11,0.02,0.123,0.02,,47.82,0.73,12.19,10.76,16.29,10.29,1.35,0.08,2,,0.70297,0.513088,18.633,15.499,38.224,0.28326,,,,
MARR36,61.975,-26.546,467,Iceland,-768.8,583.6,39.66,19.11,100,4,1,-1.541,48.91,0.38,1,-0.632,11.95,0.16,1,-0.117,2.08,0.07,3,1,12.26,0.29,1,0.024,14.04,0.2,3,-0.43,1.13,0.12,0.122,0.03,0.124,0.02,,46.18,0.69,10.55,11.94,18.07,9.58,1.52,0.08,2,,0.702898,0.513123,18.534,15.482,38.123,0.28327,,,,
MARR40MARR38MARR37,61.044,-27.952,594,Iceland,-871.4,438.9,182.58,19.34,53,7,1,-0.916,50.09,0.24,3,-1.6,11.11,0.23,1,-0.062,2.06,0.09,1,0.931,12.3,0.31,0.6,0.6,14.48,0.27,1,-0.17,1.12,0.06,0.064,0.02,0.103,0.01,,47.79,0.83,11.84,10.72,16.22,10.22,1.62,0.05,1,,0.702773,0.513137,18.374,15.458,37.939,0.28329,,9.61725,,Hoggard(2017)
MARR41,59.914,-29.617,750,Iceland,-965.2,583.8,58.91,19.62,77,11,1,-1.01,50.04,0.29,1,-1.375,11.25,0.32,1,-0.12,2.07,0.05,1,0.518,12.14,0.23,1,1.089,14.69,0.3,1,-0.207,1.09,0.06,0.048,0.01,0.082,0.02,,47.62,0.78,12.06,10.95,16.57,9.81,1.59,0.03,1,,0.702834,0.513158,18.26,15.458,37.847,0.28328,,,,
MARR42,59.367,-30.355,823,Iceland,-1209.5,667.4,79.89,19.75,10,8,1,-0.69,50.23,0.19,1,-3.002,11.31,1,1,-0.136,2.05,0.05,1,1.016,12.03,0.37,1,1.915,14.67,0.74,1,-0.236,1.09,0.06,0.058,0.01,0.092,0.01,,48.2,0.8,12.87,10.2,15.43,10.31,1.62,0.04,1,,,,,,,,,,,
MARR43,58.931,-30.94,882,Iceland,-1294.1,388.5,28.54,19.85,9,9,4,-0.5,50.33,0.5,4,-1.6,11,0.41,4,-0.32,2.1,0.09,4,1,12.06,0.34,4,1,14.73,0.55,4,-0.43,1.12,0.06,0.071,0.02,0.096,0.01,,48.2,0.73,12.27,10.61,16.05,10.12,1.56,0.05,1,,0.702802,0.513164,18.198,15.457,37.79,0.28331,,,,
MARR44,58.707,-31.331,915,Iceland,-1617.8,688.9,26.8,19.91,10,6,2,-0.639,50.36,0.15,2,-3.052,10.5,0.55,2,-0.155,2.05,0.04,2,1.208,12.29,0.23,2,3.158,15.25,0.62,2,-0.452,1.07,0.06,0.068,0.01,0.095,0,,48.66,0.72,14.4,9.37,14.18,11.03,1.69,0.05,1,,,,,,,,,,,
MARR46,58.04,-32.256,1007,Iceland,-1847.9,646.2,109.09,20.06,17,15,1,-0.49,50.52,0.28,1,1.378,10.41,0.56,1,-0.048,2.04,0.06,1,-0.466,12.2,0.33,1,-1.693,15.21,0.47,1,0.085,1.06,0.06,0.07,0.02,0.103,0.01,,48,0.85,11.09,11.44,17.31,9.24,1.55,0.05,2,,0.70277,0.513188,,,,,,7.2695,0.8,Hoggard(2017)
MARR47,57.241,-33.392,1119,Iceland,-2238.1,936.7,111.16,20.24,10,3,1,0.419,50.16,0.23,1,-0.516,10.93,0.12,1,-0.121,2.01,0.03,1,-0.106,12.21,0.08,1,0.279,14.74,0.09,1,-0.298,1.17,0.04,0.093,0.05,0.108,0.01,,48.24,0.81,11.71,11.06,16.73,9.57,1.53,0.06,1,,0.70271,0.513184,18.124,15.431,37.672,0.28336,,7.231,,Hoggard(2017)
MARR53,52.921,-35.018,1586,Iceland,-3081.2,731.3,57.13,21.07,69,3,4,-0.5,50.32,0.24,4,-1.6,10.82,0.41,4,-0.32,2.3,0.1,4,1,11.69,0.33,4,1,14.89,0.28,4,-0.43,1.28,0.04,0.073,0.02,0.116,0.02,,48.26,0.86,12.51,10.43,15.78,9.91,1.74,0.05,1,,,,,,,,,,,
MARR56MARR55,51.64,-29.956,1414,Azores,-3508,922.7,87.3,21.23,10,2,3,-0.5,50.85,0.43,3,-1.6,9.44,0.64,3,-0.32,2.89,0.13,3,1,11.79,0.32,3,1,15.06,0.42,3,-0.43,1.36,0.1,0.063,0.02,0.101,0.06,,49.29,0.99,13.53,9.02,13.64,10.69,2.37,0.05,2,,,,,,,,,,,
MARR62MARR61,49.878,-28.753,1211,Azores,-3679.7,639.3,70.54,21.5,17,3,3,-0.5,50.67,0.25,3,-1.6,9.13,0.41,3,-0.32,2.96,0.07,3,1,11.17,0.2,3,1,15.97,0.37,3,-0.43,1.4,0.09,0.089,0.01,0.136,0.02,,49.26,1.04,14.53,8.69,13.15,10.3,2.47,0.07,2,,0.70285,0.513209,18.339,15.499,37.83,0.28343,,,,
MARR70MARR69,46.555,-27.399,842,Azores,-3142.3,676.9,132.96,21.97,26,2,1,-0.426,50.42,0.17,1,-0.177,8.35,0.3,1,-0.25,2.73,0.09,1,0.145,11.84,0.27,1,0.348,16.49,0.35,1,-0.179,1.15,0.07,0.167,0.12,0.117,0.04,,49.1,0.92,14.78,8.61,13.02,10.56,2.3,0.13,2,,0.70308,0.512924,19.354,15.597,39.15,0.28325,,,,
MARR74MARR73,44.56,-28.214,618,Azores,-2868.6,888.9,180.17,22.25,9,3,4,-0.5,50.97,0.42,4,-1.6,8.6,0.17,4,-0.32,2.36,0.1,4,1,12.05,0.38,4,1,15.68,0.44,4,-0.43,1.27,0.09,0.217,0.06,0.168,0.03,,49.76,0.96,14.64,8.12,12.28,11.36,1.99,0.17,2,,,,19.302,15.569,38.973,0.28324,,7.263,1,White(1992)
MARR77MARR76,42.754,-29.336,432,Azores,-2789,571.6,93.69,22.47,20,3,1,-0.454,50.68,0.16,1,-0.803,9.45,0.52,1,-0.238,2.4,0.11,1,0.741,11.76,0.54,1,0.23,15.43,0.2,1,-0.25,1.24,0.09,0.211,0.05,0.128,0.01,,48.97,0.94,13.25,9.45,14.29,10.35,1.94,0.16,1,,0.703147,0.512964,19.561,15.589,39.183,0.2832,,,,
MARR79MARR80,41.36,-29.284,284,Azores,-2419.2,545.8,148.43,22.62,3,3,3,-0.5,51.02,0.49,3,-1.6,10.02,0.37,3,-0.32,2.4,0.03,3,1,11.82,0.38,3,1,14.89,0.65,3,-0.43,1.24,0.07,0.102,0.02,0.046,0.01,,49.19,0.86,13.02,9.61,14.55,10.43,1.89,0.08,3,,0.703074,0.513047,19,15.541,38.706,0.28329,,,,
MARR81,40.295,-29.576,197,Azores,-2605.4,538.1,68.73,22.72,14,12,1,-0.406,51.09,0.23,3,-1.6,10.04,0.47,3,-0.32,2.18,0.19,1,0.559,11.93,0.44,1,0.491,14.73,0.26,1,-0.142,1.12,0.13,0.182,0.13,0.126,0.04,,49.26,0.88,12.64,9.65,14.6,10.3,1.7,0.14,1,,0.703027,0.513156,18.455,15.51,38.348,0.28351,,,,
MARR82,39.729,-29.716,168,Azores,-2029.5,499,53.09,22.77,56,9,3,-0.5,50.83,0.32,3,-1.6,9.53,0.65,3,-0.32,2.19,0.11,3,1,11.9,0.4,3,1,15.18,0.42,3,-0.43,1.25,0.14,0.233,0.07,0.135,0.02,,49.23,0.9,13.58,9.12,13.79,10.74,1.76,0.18,2,,0.703084,0.513037,19.049,15.575,38.763,0.28331,,,,
MARR83.,38.944,-30.08,180,Azores,-1559.7,1707.5,119.09,19.76,31,20,1,-1.05,49.16,0.61,1,-0.734,8.33,0.44,1,-0.283,2.35,0.22,1,1.058,12.68,0.31,1,0.014,15.15,0.33,1,-0.177,1.56,0.17,0.517,0.1,0.207,0.03,,47.81,1.32,13.62,8.3,12.55,11.87,1.98,0.41,1,,0.703369,0.512939,19.322,15.584,38.901,0.28313,,,,
MARR84.,38.304,-30.626,241,Azores,-1561.2,1452.2,59.25,19.98,5,4,1,-1.628,48.68,0.67,1,-1.894,7.51,0.33,1,-0.278,2.25,0.06,1,1.697,13.62,0.24,1,0.848,15.92,0.07,1,-0.243,1.37,0.04,0.504,0.11,0.227,0.03,,47.57,1.19,15.67,6.73,10.17,13.87,2.03,0.43,3,,,,,,,,,,,
MARR85.,37.86,-31.502,330,Azores,-1617.4,1335.4,64.74,20.17,21,17,1,-1.208,49.56,0.57,1,-1.907,8.45,0.67,1,-0.262,2.25,0.12,1,1.444,13.18,0.25,1,0.735,15.34,0.35,1,-0.225,1.21,0.13,0.32,0.18,0.155,0.05,,48.25,1,14.43,7.78,11.77,12.77,1.94,0.26,1,,0.703168,0.513027,19.17,15.578,38.758,0.28325,,,,
MARR86,37.296,-32.268,418,Azores,-2585,1758.5,58.37,20.38,30,26,1,-1.023,50.86,0.39,1,-1.704,9.35,0.69,1,-0.204,2.25,0.07,1,1.138,12.34,0.4,1,0.51,14.89,0.28,1,-0.235,1.11,0.1,0.24,0.14,0.148,0.04,,49.11,0.87,13.26,8.87,13.42,11.3,1.88,0.19,1,,,,,,,,,6.90025,,Hoggard(2017)
MARR87,37.013,-32.91,484,Azores,-2885,425.1,20.6,20.49,7,6,3,-0.5,50.64,0.26,1,-1.936,9.61,0.12,1,-0.21,2.23,0.06,1,1.039,12.49,0.16,1,0.68,14.78,0.05,1,-0.438,1.04,0.06,0.14,0.02,0.13,0.01,,49.09,0.72,13.14,9.03,13.66,11.3,1.85,0.11,1,,,,,,,,,,,
MARR88,36.749,-33.28,527,Azores,-2674.6,922.4,43.54,20.59,177,49,4,-0.5,50.7,0.45,4,-1.6,9.92,0.53,4,-0.32,2.25,0.15,4,1,12.13,0.46,4,1,14.74,0.25,4,-0.43,1.27,0.14,0.183,0.04,0.139,0.02,,48.95,0.89,12.96,9.51,14.4,10.74,1.77,0.14,1,,0.702936,0.513118,18.777,15.545,38.362,0.28337,,7.721,2,White(1992)
MARR89,36.452,-33.683,574,Azores,-2700.3,809.2,48.23,20.7,140,38,4,-0.5,51.06,0.36,4,-1.6,9.62,0.46,4,-0.32,2.22,0.14,4,1,12.23,0.43,4,1,14.92,0.29,4,-0.43,1.11,0.11,0.135,0.03,0.118,0.02,,49.39,0.77,13.28,9.21,13.94,10.97,1.78,0.1,1,,,,,,,,,,,
MARR91,35.869,-34.193,648,Azores,-2525.8,733.9,47.5,20.89,41,6,1,-0.988,50.81,0.31,1,-1.359,9.71,0.22,1,-0.326,2.24,0.07,1,1.31,12.45,0.34,1,0.604,14.84,0.17,1,-0.225,1.09,0.06,0.125,0.02,0.124,0.02,,48.87,0.84,12.91,9.44,14.28,11.17,1.77,0.09,1,,0.702941,0.513128,18.432,15.497,38.071,0.28339,,,,
MARR92.,35.323,-34.869,733,Azores,-3082.9,2027.4,69.23,21.08,55,17,3,-0.5,50.01,0.57,3,-1.6,8.11,0.58,3,-0.32,2.19,0.13,1,1.307,12.73,0.3,1,0.916,15.61,0.37,3,-0.43,1.24,0.18,0.611,0.19,0.229,0.05,,49.07,0.95,14.88,7.57,11.45,12.4,1.88,0.5,1,,0.703556,0.512835,,,,0.28302,,,,
MARR93.,34.886,-36.429,873,Great,-2804,1672.1,89.48,21.29,47,33,4,-0.5,50.33,0.45,4,-1.6,9.82,0.67,4,-0.32,2.52,0.13,4,1,12.27,0.24,4,1,14.63,0.57,4,-0.43,1.32,0.12,0.233,0.14,0.151,0.05,,48.66,0.94,12.93,9.42,14.25,10.91,2.01,0.18,1,,0.702824,0.513141,18.554,15.506,38.136,0.28334,,5.305,,Hoggard(2017)
MARR94,34.294,-37.116,852,Great,-3133.1,548.4,50.68,21.49,19,6,3,-0.5,50.38,0.27,3,-1.6,10.48,0.39,3,-0.32,2.32,0.06,3,1,11.96,0.25,3,1,14.78,0.25,3,-0.43,1.26,0.06,0.121,0.03,0.115,0.02,,48.45,0.86,12.62,10.1,15.28,10.3,1.78,0.09,1,,0.702851,0.51312,18.637,15.516,38.201,0.28336,,5.481,,Hoggard(2017)
MARR95,33.905,-37.696,852,Great,-3377.4,865,47.22,21.62,11,5,3,-0.5,50.4,0.22,3,-1.6,9.95,0.28,3,-0.32,2.38,0.1,3,1,11.75,0.41,3,1,15.35,0.29,3,-0.43,1.26,0.13,0.142,0.02,0.16,0.04,,48.68,0.88,13.45,9.55,14.45,10.4,1.88,0.11,1,,0.702918,0.513092,18.577,15.53,38.181,,,5.471,,Hoggard(2017)
MARR97,33.429,-39.179,914,Great,-2637.7,1042.3,64.81,21.82,9,6,4,-0.5,50.1,0.48,4,-1.6,10.22,0.35,4,-0.32,2.58,0.11,4,1,12.37,0.37,4,1,14.79,0.3,4,-0.43,1.28,0.12,0.059,0.01,0.121,0.01,,48.33,0.89,12.8,9.83,14.87,10.78,2.03,0.04,1,,0.702732,0.513187,18.082,15.491,37.78,,,,,
MARR101MARR100,32.361,-40.176,923,Great,-3227.4,691.2,64.13,22.14,8,4,3,-0.5,50.39,0.36,3,-1.6,10.69,0.35,3,-0.32,2.67,0.08,3,1,11.28,0.3,3,1,14.71,0.6,3,-0.43,1.55,0.12,0.064,0.02,0.14,0.02,,48.38,1.09,12.45,10.29,15.58,9.64,2.05,0.05,2,,,,,,,,,,,
MARR102,31.988,-40.459,927,Great,-2925.7,813.3,41.68,22.26,6,3,3,-0.5,50.33,0.48,3,-1.6,10.66,0.42,3,-0.32,2.65,0.07,3,1,11.31,0.37,3,1,14.85,0.63,3,-0.43,1.48,0.09,0.066,0.01,0.151,0.01,,48.33,1.03,12.57,10.28,15.55,9.67,2.04,0.05,3,,,,,,,,,,,
MARR103,31.669,-40.787,940,Great,-3527.3,1098.6,57.43,22.35,12,4,3,-0.5,49.83,0.16,3,-1.6,10.67,0.33,3,-0.32,2.74,0.08,3,1,11.06,0.22,3,1,15.4,0.58,3,-0.43,1.55,0.11,0.076,0.02,0.151,0.03,,47.92,1.09,13.03,10.28,15.55,9.46,2.11,0.05,2,,,,,,,,,,,
MARR104,31.311,-41.14,956,Great,-3481.5,503,40.75,22.46,17,4,1,-0.494,50.29,0.3,1,-1.467,10.27,0.27,1,-0.244,2.52,0.07,1,0.544,11.69,0.21,1,1.005,15.1,0.19,1,-0.35,1.41,0.09,0.063,0.01,0.147,0.02,,48.44,1.02,12.99,9.95,15.05,9.96,1.99,0.05,2,,,,,,,,,,,
MARR105,30.991,-41.481,976,Great,-3405.5,750.9,47.15,22.55,7,4,3,-0.5,50.6,0.74,3,-1.6,10.26,0.68,3,-0.32,2.69,0.11,3,1,11.36,0.34,3,1,14.79,0.2,3,-0.43,1.56,0.13,0.077,0.01,0.156,0.04,,48.73,1.12,12.77,9.87,14.92,9.91,2.11,0.06,2,,0.702545,,,,,,,,,
MARR107,30.305,-41.938,998,Great,-3727.3,2503.9,64.71,22.74,10,3,3,-0.5,50.07,0.49,3,-1.6,10.41,0.53,3,-0.32,2.71,0.11,3,1,11.45,0.5,3,1,15.11,0.33,3,-0.43,1.51,0.12,0.081,0.02,0.147,0.01,,48.22,1.07,12.95,10.02,15.15,9.92,2.12,0.06,2,,0.702539,0.513164,,,,0.28324,,,,
